Step,target_std: 0.0033,target_std: 0.00033,target_std: 0.33,target_std: 0.033
0.022,621.1190958,413.05524617640003,435.7865233872,433.17388708000004
0.0225,345.63505,322.38224728146,467.539999992,363.9088248048
0.023,598.5180874,309.14621660727005,316.059811368,507.60102599360005
0.0235,572.3805201,399.72735682893006,449.87993959680006,287.27466583200004
0.024,364.7395812,435.11407433577,421.870100496,583.3138205928001
0.0245,415.7096387,343.69613982123,324.5761872672,304.38652532640003
0.025,639.3406176,450.01466656653014,404.0264691888,241.40916077520004
0.0255,466.820826,318.88401965004005,257.062905996,358.4887354136
0.026,587.8452774,336.1690511708401,206.9721934272,459.0688767632
0.0265,386.7499426,312.36569504892,404.11056252239996,431.954634452
0.027,591.5348824,243.96059091579,371.3573257896,328.69578793920005
0.0275,378.6640385,490.1666158433701,402.7299922968,393.0791042464
0.028,398.9848265,377.65381480389004,349.5489253536,363.17303938960004
0.0285,572.263841,586.41868664847,293.02285156560004,429.99314836720004
0.029,315.866656,301.68339281946,337.7094179568,717.9449752112001
0.0295,404.65448,328.42331997450003,451.70410818000005,323.69507757840006
0.03,293.6957877,263.2254220520401,383.42966678640005,476.22464657680007
0.0305,327.0457779,330.21900545475,298.384378716,371.5699118296001
0.031,961.1335876,384.6032547315,357.3222215208,421.5320383824
0.0315,346.7644452,378.09280482507,248.0631492504,137.333224204
0.032,445.288212,193.61172846411003,263.5257432672,665.3919273496001
0.0325,625.9854366,501.83131372931996,477.838876584,380.69824040160006
0.033,453.7396372,201.02370888777,263.7208812672,514.1710400464
0.0335,472.8221273,181.68291358289997,390.784596672,406.7572349368
0.034,621.7907101,562.08475900578,735.9362632415999,432.50645824320003
0.0345,287.6400783,283.60003149324,467.70835706639997,612.3857259696
0.035,365.6663098,186.31817621736005,533.3336312568,655.52784066
0.0355,315.4964362,204.85781941740004,269.53440174959997,460.69919533440003
0.036,234.1557169,577.7022319363801,298.3016040624,1146.085918208
0.0365,500.1268173,426.06264702591005,239.6763274896,580.6401889112
0.037,333.5864414,312.89385499209004,403.9423032168,379.377981136
0.0375,650.5019647,431.93105943816005,706.5915432912,248.98618948720002
0.038,430.0616718,600.82957799046,467.1970323696,445.0689669976
0.0385,1054.420518,272.99066958399,239.95082232000001,1112.227976024
0.039,368.1330461,510.0451975098,715.2374735064,522.3266048
0.0395,346.1376861,1171.4217923181,697.2136131863999,922.6261280104001
0.04,446.5499269,175.57302715397998,336.9694355688,477.6435894736
0.0405,454.6953968,311.07027574365003,301.5996037392,385.96243891040007
0.041,346.8557625,297.21569381736003,526.0434441192,305.755208792
0.0415,486.0940084,355.99530431987995,298.6785284496,379.47731081040007
0.042,586.1482525,195.66705278373,1043.7068706,865.4383808488001
0.0425,340.9179693,287.47017232419,761.2578016895999,404.04009194560007
0.043,820.1944338,427.55578484862,768.5404334568,526.2756251720001
0.0435,371.1656905,298.44163839366,441.29769274559993,370.70050843760004
0.044,281.3516629,370.7196552699,360.1053292272,460.51339480080003
0.0445,694.3332518,201.38570613939,213.365691396,1083.6435410240001
0.045,840.0134891,1064.6313105477002,541.9145956584,549.1375575136001
0.0455,522.706435,437.6402028357,858.174878976,845.8978741136001
0.046,808.8755407,365.792988885,231.5048202432,326.338487332
0.0465,594.7300889,284.56424050716004,506.77577711759994,272.1760334744
0.047,412.1661419,125.39088673614,361.1696300832,816.3050161112001
0.0475,237.0162405,463.92123052119,225.2216922384,1734.202629456
0.048,560.3223904,447.3880448589,193.3837314912,1649.9356148880001
0.0485,773.5392215,446.04705865467,403.310882292,600.2991246384
0.049,731.2502256,369.58192299495005,1081.47563292,466.92284940400003
0.0495,843.7451941,767.4201318660901,401.65510612559996,723.9028558784
0.05,247.9979447,130.62485374215,268.9596267,704.9136103328001
0.0505,787.7741212,276.92260446204,606.3834685632,262.5126110552
0.051,431.2090262,648.9716400437101,224.4438531672,840.4834916632001
0.0515,447.3672483,517.8181334396401,390.0283318272,438.3879895560001
0.052,779.990229,198.91038998259,1902.2921689679997,766.972717984
0.0525,1474.961936,3062.9028830847,705.108611352,732.3551948152001
0.053,646.5232839,249.67795015161,208.0543988496,1056.075732536
0.0535,778.2375876,659.48767451325,412.2516421824,876.5757362119999
0.054,487.8917326,410.88326485743005,539.5366011,1022.7396856160001
0.0545,381.01726,1204.9374885708,818.1821262503998,1517.919547408
0.055,578.6322961,728.70883582554,446.24029222080003,293.0470987048001
0.0555,405.1339681,411.62975424456005,639.1554217608,456.05576583600003
0.056,388.748873,1682.3481664374,475.17005367840005,703.1304998344001
0.0565,1428.18002,644.51579545275,494.8167133968,1146.6512486000001
0.057,548.5597747,2770.7681380818,492.87604889279993,1911.9211548800001
0.0575,1182.330077,733.1707990059901,247.71559661759997,1261.4781548160001
0.058,631.6998959,448.96252181154,451.49020656240003,637.1363039448
0.0585,484.6530674,2316.0774427914002,487.57461643199997,831.5659043384002
0.059,467.951836,368.63984449938,615.7818236447999,1653.170550856
0.0595,1348.814613,761.81194445028,687.5299611984,1537.4147111840002
0.06,928.0518722,842.8703904077402,308.2623253704,1442.2341771200004
0.0605,583.2488175,297.28852468770003,1114.793544768,1010.7863424560002
0.061,657.719104,663.9275943672,306.0915538704,943.5697712672
0.0615,684.0453992,340.36270294608,379.86519988799995,763.6655346584
0.062,277.3454644,346.32007934982,287.61462742559996,2259.431242112
0.0625,1163.389119,2484.77660397,544.3133354952,1716.2380401760001
0.063,565.1028394,1316.8593815922,2505.453204168,4742.435957600001
0.0635,493.3948079,986.6255329299001,924.77648448,278.31831727040003
0.064,1232.100397,315.52335227817,324.02610900720003,1205.1459388320002
0.0645,745.560085,1141.0833302748001,1071.532771512,4857.752241056001
0.065,876.7588189,2553.314016171,731.7786992784,2432.557461312
0.0655,472.6111954,528.88455511422,1283.664031464,3853.3533908320005
0.066,490.8716954,484.14864075336,1366.311802296,534.4089373480001
0.0665,270.7425411,796.3739904860699,1194.629873856,1411.0748234000002
0.067,1321.989518,89.59272736359,820.6696041936,4087.7933844000004
0.0675,1358.774654,819.21123926538,973.5613902959998,2449.51286316
0.068,1708.207415,534.3146018690401,1989.2553045599993,2934.624466928
0.0685,628.2123064,1486.4497959540001,243.2863721424,3594.4596718800003
0.069,355.2378509,348.00304417032004,1408.477932624,3763.6724403520006
0.0695,571.1465293,853.1940391711202,1700.013059448,5048.386661736001
0.07,638.0395709,995.5466069343,1723.675065312,628.4743072432001
0.0705,1123.571932,794.24002691682,801.4577913264,736.4855858624001
0.071,1423.51477,1211.2432662564,952.7304918240001,369.8886798464
0.0715,966.5493903,337.83459611127,637.383430104,2601.983274
0.072,923.4737678,3196.0257925305,1193.501212536,2577.1976969200005
0.0725,421.3810218,1607.9655326655002,1209.568752912,3023.3903331280003
0.073,507.9962989,726.42976346091,1464.46188552,422.01136158720004
0.0735,541.7988719,405.60467989773,3307.315001928,864.7461409136
0.074,782.5391939,1140.2633202816,1267.8483927119998,702.5317565992001
0.0745,1348.793554,1400.25685785,709.0679437007999,1380.002501592
0.075,2897.562097,447.53800967073005,3335.621817,4729.044448128001
0.0755,947.4967386,4475.125089902101,356.8130483592,5060.634400800001
0.076,676.9580944,1208.0827886556,1176.093188208,3884.4526085200005
0.0765,791.2931174,4012.7256939255,1042.587743736,582.9306218208001
0.077,657.4947489,3847.503659600101,1963.8794471519998,974.634649736
0.0775,377.1012188,319.85813304471,1307.4118492080001,5151.407511800001
0.078,1651.110869,1880.4723923751003,1236.99273348,720.0715758632
0.0785,1231.321046,96.95689186434,1865.7620565359998,5154.6889330640015
0.079,1348.484238,1610.0070566622,2205.9281232959997,1559.50463284
0.0795,539.0283079,1188.8850027942,402.94465031280004,965.4537226576001
0.08,407.3675745,788.9539064781601,1321.995475872,557.2482992208
0.0805,1366.079406,285.8683092439501,452.9202160104,5214.647531632
0.081,818.8163669,4758.7995886683,249.3142927656,2774.1425860720005
0.0815,2725.617159,4412.8147145739,629.9567080823999,441.5803934432
0.082,6224.878749,1595.8594621863,928.714477656,1358.025202864
0.0825,6348.512681,1633.9648673190002,1873.7263731359997,4918.090133000001
0.083,2610.360046,504.20742501468,1270.211555184,2148.59869884
0.0835,1116.700212,1183.9350531183,431.3549402064,3099.6907599680003
0.084,1053.885225,1246.5742968261,351.56469378959997,1744.8800847280002
0.0845,1114.525159,4763.254668074102,858.4940775024,1275.883284192
0.085,532.407889,231.54889407425998,3275.713515936,603.8164883520001
0.0855,1659.776935,767.96330843658,945.6285555360001,664.433475508
0.086,1663.787841,1438.7524180317,903.697449504,998.3626790720001
0.0865,896.9418047,2674.9578250038,2753.218782576,1159.71473288
0.087,1146.565464,578.84982188529,1471.539099888,710.3175092463999
0.0875,1264.261428,1519.5147261156,618.0641546736,2436.8499285680005
0.088,3150.258385,5116.1804892594,3196.858114272,4431.165417800002
0.0885,579.0277345,718.2585877382701,1028.779801056,630.0383579864001
0.089,1096.340259,2292.25200426,2717.137674024,561.5021115264001
0.0895,4777.407416,1240.6738762419002,4751.075810136,2461.7525223280004
0.09,4793.708936,2462.8700240850003,1412.8734056399999,992.654078152
0.0905,3276.472035,1317.3210777732002,4730.354952624,964.6354956832001
0.091,1774.450383,131.21189534937,4621.036188816,3924.2160224960003
0.0915,1027.339819,176.00190502368,827.2906201055999,2231.595442824
0.092,5428.67895,4923.6518007336,643.5882143975999,830.5379610352002
0.0925,897.5235242,3071.3248832079,453.76791377520004,3234.7140133440007
0.093,6363.410069,1268.0525325081,848.2884217296,1580.0846981040002
0.0935,6517.788152,2219.574503946,622.2384579696,3601.9311353520006
0.094,6637.565045,2332.738886964,1332.827807808,1234.6638830240001
0.0945,1331.117933,1712.3983678431,915.4598584319999,997.562549632
0.095,1125.119885,416.42701337748,2180.869637976,1558.6780586080001
0.0955,3892.912054,1452.8888037543002,2387.3001102,2098.655908184
0.096,6564.952916,2110.0135015799997,4583.9488626,1059.9742663840002
0.0965,1470.790946,1885.8430019793,2075.061711816,542.7235833184001
0.097,3386.032034,2691.6308731410004,810.8764850712,1064.017109672
0.0975,2369.31754,3658.983119954101,4611.047901768,1584.5676551760002
0.098,3719.698312,4963.6327945713,1794.000237744,5186.893924256
0.0985,3139.891374,4867.2996888,916.6397342639999,1192.7123186000001
0.099,1183.043636,1922.5779256137002,4484.575760952,3921.0573281440006
0.0995,3722.039112,104.17925533932,3953.4496897920003,2593.995131816
0.1,2841.102707,3373.4789926653007,2006.3359197360003,750.3197500215999
0.1005,6636.052788,5170.8814977642005,628.100849532,573.1613423096001
0.101,1132.356691,710.4972470976601,560.7422825472,902.9752266832
0.1015,2819.917244,1526.9969093859,4729.831097448,1538.3373778080002
0.102,3128.727043,5112.4039964187,3087.062777736,2558.6325720560003
0.1025,1122.203627,4258.0798592106,1024.9409974799999,890.1714924256
0.103,637.3728971,5232.748674728101,1154.5217394719998,5173.4759738640005
0.1035,2510.083703,3658.0094858079,3346.4161034639997,1285.8502381120002
0.104,997.1459874,5077.9944207117005,1200.10887204,4669.522061336001
0.1045,5774.216943,709.92642282402,716.5233509640001,1426.8292102240002
0.105,1215.377926,1790.2024904286,4380.032954184,1310.0147473600002
0.1055,2769.286566,2727.5919958338,828.8823922511999,1142.959077832
0.106,4390.040967,5173.5297263133,1559.7163623600002,5538.466017304
0.1065,2492.532473,4042.0141873296,5004.139809264,795.4493162352002
0.107,2237.206491,1253.7048165249,2315.4161461199997,3282.0997661760002
0.1075,3507.543152,3426.5933478537004,603.0432141168001,5282.530392128
0.108,7082.636754,5259.7273263333,1315.02268764,2640.7552546320003
0.1085,6988.147109,451.8961248165601,1599.972815832,1613.7756206000001
0.109,6910.206142,5148.467047698601,1305.9044603280001,4393.502342152
0.1095,6852.325996,5319.075171467701,3031.198499712,1436.5744689120002
0.11,6740.848943,2061.2438172552,2101.2890777519997,920.2299046072002
0.1105,6901.500631,5311.6072499799,1014.9223985519999,783.0156124648
0.111,2173.316057,2213.3114038229996,363.1762956312,389.3396999184001
0.1115,7090.475138,5517.0734678376,528.6848449632,1828.4343725120002
0.112,1955.10561,2475.3575111495998,852.8808230424,5258.285440144001
0.1125,5586.558458,5320.901222933701,785.0513986752001,2963.2101196720005
0.113,211.6082108,1015.9740572655002,1664.585757768,5450.284773736001
0.1135,6820.686683,844.3264964058601,1091.958715344,3573.499251344
0.114,270.8879631,5623.176103180799,2266.2064717199996,3619.4996277440005
0.1145,7257.833707,693.0231387795,3871.542742728,710.7778744616002
0.115,4803.886615,1076.1366265515,2583.166769256,3033.4321657200007
0.1155,5161.277433,3076.2068425194,1009.1897236319998,5148.470883424
0.116,7214.34599,5130.111667429502,1104.944699472,784.9665266344001
0.1165,6344.47776,1981.2347109287998,5053.131012576,1213.888803512
0.117,1168.42944,366.20818087656,2833.079712816,5620.389724576001
0.1175,1083.614731,2999.2355256597007,5008.842799344,1540.2540594319998
0.118,5125.047969,750.0900062978101,833.1359980320001,5612.332246488001
0.1185,7355.381201,384.58010165868,3907.3108872239995,5587.134208480001
0.119,3162.647515,4485.7892262573005,2742.733426872,1884.436952552
0.1195,2704.672967,616.68746181057,4946.065616256,1609.857291152
0.12,1798.472057,3208.0547293311,4607.033669352,1181.976641032
0.1205,7118.916949,866.3219327603399,1705.8976312079997,1913.0619031920003
0.121,3617.012249,5594.4320172858,4579.6010831759995,5669.583924048001
0.1215,7330.347298,5577.090473178001,639.5137954728,5647.794864536001
0.122,3033.590659,2493.8226593856,897.820287216,5637.977908992
0.1225,7348.910463,1190.4466377456,4852.825057704,5506.123530424001
0.123,7010.412621,1945.5638608584002,347.3003527104,5344.109491424001
0.1235,7268.122158,1896.2370942213,1941.317990304,5505.619074648001
0.124,1114.552856,2897.3833641879,4640.551108584,1265.5256357920002
0.1245,2127.169597,5276.467589309401,3621.514897296,3869.9533634080003
0.125,7197.730249,5496.1822506285,2478.4650238080003,1940.5595597520003
0.1255,7119.270762,2022.0395214069001,1292.649168,5677.8096540880015
0.126,2222.592982,5111.8212761973,1651.469001432,2713.5345175840007
0.1265,7340.645868,906.1129317888001,3221.4163927440004,5727.0296662480005
0.127,7374.707493,5587.3282816965,510.463712424,1560.356738072
0.1275,7447.144847,1993.1971637247002,1489.6089808079998,2261.36969212
0.128,7448.920312,1521.6815794145998,5215.882991904001,5514.696859584
0.1285,6073.943858,623.4918815367301,439.08570765599995,4969.185366376
0.129,7418.42869,5647.272264081601,4537.562616168,1196.960726368
0.1295,875.7465743,1282.8839082555,5141.610636384,5079.820419256001
0.13,5639.635533,472.27746739644,1174.795338912,662.5932703368001
0.1305,1686.734767,961.3244130852,2283.567161208,4732.370406104001
0.131,215.6444103,2052.1548494286,2345.753687544,2695.8794840560004
0.1315,6239.351381,4074.7571114169,1995.5536683359996,5631.5644821040005
0.132,966.482165,3329.4702961896,2105.79162936,1863.49357656
0.1325,7629.930055,787.1282054445301,1915.3021521839999,417.23787335120005
0.133,7579.612589,2047.3531127532,3457.7537334959998,1844.1269748000002
0.1335,7462.591102,5992.4706668127,1426.854111384,1081.058057552
0.134,6953.955068,5829.462643870801,816.0219680376,3257.8753648320003
0.1345,3082.455517,1994.6001498188998,2736.302119728,5675.4615706800005
0.135,2287.180031,1072.3348375587,5035.700073407999,5556.263490096001
0.1355,7709.555345,5678.410419978901,2418.9928861440003,4396.394125992
0.136,7809.560195,5749.995468629701,394.87064138159997,5704.893685216
0.1365,7405.14499,3853.2678584730015,5150.251924224,3150.691139024
0.137,7741.134856,5770.6298326695005,5086.870426056,5344.542006408
0.1375,5163.47692,3499.4091914013,1908.6518606879997,5836.469527592001
0.138,6085.623,5657.8041141888,3385.0832278559997,5665.711525232
0.1385,6111.804628,2568.0488946387,348.4362645504,5434.82708472
0.139,7607.868967,646.70831785713,1589.1755536800001,5818.307067496
0.1395,7798.437544,1865.4945553509,1089.48247584,5902.3571126080005
0.14,2880.401747,4424.274753909301,1574.3893466880002,5792.854708784001
0.1405,1013.683516,5632.3475948073,704.4617949048,5287.944334816
0.141,7729.286375,5797.5608529882,399.38901306479994,5652.119456808001
0.1415,1344.386804,1719.0879535368,5244.291217464,5850.3844366
0.142,7659.752396,2052.5058102075,5276.1206006639995,2528.028080776
0.1425,5795.502779,5895.7633599102,2820.501943176,5576.559648704001
0.143,1036.62785,5797.704724798499,1098.432027552,5876.30209936
0.1435,7768.315277,1866.3101899782,953.970226848,5597.08221864
0.144,8004.534118,2374.9423370883,1913.9174946720002,5991.5516701920005
0.1445,8189.938596,4284.6871138445995,1465.670406456,5771.675891960001
0.145,4331.605945,5495.6299721928,881.3160643151999,5752.930127648001
0.1455,7879.596563,5833.3018149453,2724.280366848,5909.09156024
0.146,1363.193642,3026.3681554431,2681.617050648,5774.187195656
0.1465,7775.738903,5714.307635865301,2093.982556032,5801.164607392
0.147,4788.725479,5861.7192556338,5263.72454424,5888.1022700720005
0.1475,7922.195113,5674.5694551183005,5185.692422472,5811.901569496001
0.148,7901.116468,5804.9062940250005,890.7124919039999,510.35962348800007
0.1485,7226.563842,2902.7162753661005,758.9408271168,3075.281818136
0.149,1319.193137,2443.7407955541003,1140.89261868,3778.01459552
0.1495,7840.675836,5870.0709633525,5497.822733496,4057.0318883600003
0.15,7771.561392,5954.1752456643,4427.069736095999,6060.4779785440005
0.1505,1796.093712,5844.2762824299,3251.6659102800004,5967.77838976
0.151,1991.294674,5973.711289459799,3877.6088394479993,5734.929923712
0.1515,8436.165069,5922.861938428201,2234.314192368,6059.564222360001
0.152,2191.868176,5958.569196134701,5369.649070128,5870.054860648001
0.1525,2280.674908,5336.364158606699,3926.0112348240004,6014.560372920001
0.153,5197.372016,5899.750334753101,1034.162064072,5910.145205008001
0.1535,2532.016029,6197.4843922683,1400.399790408,3806.0848550560004
0.154,7714.620095,6088.557102897001,5383.127103936,6012.561530360001
0.1545,1974.994638,5879.2847443407,3595.7759073839998,575.242576964
0.155,1692.211021,5897.4699199845,5135.559382584,6125.062230936001
0.1555,8091.043117,5936.5774328793,5354.81921616,2922.3637498880003
0.156,2107.034011,5767.428007729501,5303.373467184,5846.393727856
0.1565,7858.685104,5849.7027920874,3635.479587072,6134.025425000001
0.157,478.3320475,6026.641502471401,3522.03149628,6075.408398928001
0.1575,3038.502246,6135.1843231044,5338.367640648,6043.598081664
0.158,8071.904824,6229.230296391301,1696.752499272,6068.569629936
0.1585,2627.296583,6009.7386385251,2335.7266242,6113.92395636
0.159,6699.71316,876.7653801462,3914.0941922399993,6078.054807352
0.1595,2708.855102,6140.5680631878,2901.35200596,6170.021017072001
0.16,7799.187332,3704.8176812439,742.9750078512,6077.105983432
0.1605,3893.977637,756.2732070517799,4492.541102304001,6122.0575211840005
0.161,5651.369544,5987.3436686085,3462.4529193840003,6062.376453056001
0.1615,8338.138476,4430.5286485008,1193.616576168,6068.847485624
0.162,7406.178222,2550.0320255544,1497.958637904,962.1361790216
0.1625,6794.439318,1493.4964449798,5400.079351608,6110.345058048001
0.163,8179.668113,6008.490349175101,1506.508660656,6003.282707312
0.1635,8427.347518,6281.5734988167005,3559.4267658000003,6081.024408712
0.164,4709.647874,6352.2557709393,3005.730928776,4330.484699992
0.1645,1923.841362,6110.299734062401,2661.9158471279998,80.90653894136001
0.165,8321.523596,3716.8838239899,5494.17435708,6157.675813960001
0.1655,6757.598304,5995.9940754504005,5448.762709296,6118.8330831759995
0.166,8404.099235,6120.6944458484995,5261.519515032,6150.037266912001
0.1665,8065.069734,6175.5232889973,5360.607552696,6148.103972472
0.167,3023.576806,6093.173594133899,5417.973999936,6166.297077512001
0.1675,8417.981763,5926.9103296329,995.8055656319999,6074.907793856001
0.168,1282.634741,1426.1025525771,1725.653165232,6219.0578139360005
0.1685,8466.805361,5877.889347004501,5415.0162593039995,6242.237309616
0.169,8500.897918,2794.8240645444002,5435.773579872,6094.57007896
0.1695,4755.264834,6025.976002570501,3390.4413523679996,6185.715368536
0.17,2111.744523,6107.6077807722,5552.037035592,6322.917154312001
0.1705,5958.059038,5873.1592785246,3514.0309528320004,6112.0132424560015
0.171,3200.721346,5926.9087785819,5640.38036472,3138.0074582560005
0.1715,7153.069203,6068.7454154313,1315.689580968,6257.388428192002
0.172,7993.622675,5849.097464202301,5217.859829088,6233.108720168
0.1725,8458.365802,6221.061458461801,5373.329564616,6290.807012600001
0.173,8399.33975,6097.026727296301,5519.2654364400005,6227.072894592001
0.1735,8695.969974,6199.1778402657,2728.499703288,6139.956668824001
0.174,8197.22757,6179.3937185691,1463.03302692,5192.688091536001
0.1745,8491.465025,6262.7249447943,5475.555633552,6382.143936168
0.175,2780.236831,6095.7128083341,5602.444428408,6210.482539096001
0.1755,7289.953698,6106.3353300786,2098.689137184,1683.7086867040002
0.176,4795.574803,6096.446083905899,5648.090841192,6238.1048150080005
0.1765,959.1018152,6308.388497891701,4286.269149624,6369.083521416001
0.177,8733.663268,6256.1692025337,5674.476956664,6230.87137112
0.1775,2660.022502,6146.227217350801,5418.11480832,2195.42279
0.178,8839.291629,1130.4115718622,3542.2805984640004,6357.998715288001
0.1785,6922.384888,6348.147869325301,5435.956658832,6171.383134400001
0.179,1708.151992,348.86941052115,5642.441423376,6123.330417952
0.1795,8721.980941,6151.785009016499,5637.5780072160005,4087.0846341600013
0.18,5466.758447,6263.4764570454,2806.555190112,2498.695788336
0.1805,5027.300456,6032.0823860778,5758.818139056,6538.707492416001
0.181,3370.498274,6380.2419537273,5499.536703144,3184.0567941600007
0.1815,4395.494467,6152.5204621938,5449.759040856,6444.500500152
0.182,4032.500194,6021.881633657401,2564.9568560639996,2944.158474136
0.1825,4255.009049,229.14576970221,5579.37008496,4562.385183312001
0.183,931.2202966,1290.6131213721,5414.336758152001,6387.123053256
0.1835,3786.678221,4605.6682256022,5500.687253663999,896.2544746056001
0.184,8626.471868,6134.7877062192,5336.409006576,987.4125207760001
0.1845,8416.530823,6208.312763893201,5010.304168512,823.1932165072001
0.185,8497.824039,2429.9913926745003,5554.096430136,529.8139153032
0.1855,8447.783368,6225.7932199533,5573.594964528,2625.39187592
0.186,8521.797971,6183.4192777773,5284.330272552001,3383.0353206320005
0.1865,5796.212678,6346.2305196675,4986.590891303999,6626.3312715600005
0.187,7724.778132,6083.4876083751,5421.625845768,4376.768776864002
0.1875,3768.192682,6149.3201821707,5430.340576536,1230.7707157680002
0.188,8774.121612,6266.0470638168,2764.184220384,6464.170415032
0.1885,3101.071725,6175.286168351401,5525.841171456,5236.593806928001
0.189,2877.911457,6150.093357434101,5470.650075576,5023.548753608001
0.1895,7296.931955,6448.4164795827,5497.982644536,6242.358760704001
0.19,793.9765528,6321.5133792873,5590.667672064,6571.254606752001
0.1905,2083.045008,6426.403408216501,5604.43832496,6424.628703064001
0.191,8771.15642,6473.2162743315,5573.63030604,4056.63737028
0.1915,8565.950503,6372.480069517801,5476.004351496,6556.091364944001
0.192,3634.718391,6479.130516795601,2252.6810657759997,6408.801655256
0.1925,3720.9575,2436.159602652,5656.921585608,6541.286352832001
0.193,3804.303872,6327.889146177601,5625.482901984,941.9935902256001
0.1935,8521.975521,6422.8678698342,5621.924724168,3291.8084925440003
0.194,8724.551277,6266.545980840301,5623.9895586,1116.2672522320001
0.1945,8691.531601,6174.8288598045,3334.4289150960003,2259.9137484880002
0.195,6794.599647,6424.4024735595,2935.2539039040003,3901.9009333920003
0.1955,413.9172914,6222.663320841,2829.062353752,6603.832227608002
0.196,8943.264272,6489.4191770031,5704.887076992,584.1657900144
0.1965,5268.937312,6430.5726315519,5585.311474512,6631.394277464001
0.197,8859.110827,6352.794804976801,5779.996157615999,6568.332010504001
0.1975,8744.873355,6389.946078019801,1965.3167399760002,4191.472323456001
0.198,4845.69573,6155.0236131438005,1233.5950412399998,6465.202848016001
0.1985,8907.928766,6450.9108368622,3164.54343996,953.3741565568001
0.199,2235.870108,6335.8318294794,5578.28536632,6522.400225616001
0.1995,7649.102914,6527.9124421551005,2555.249214312,6593.873105776001
0.2,353.0439091,6461.950123381501,1616.3893260000002,6650.309745728001
0.2005,731.2257395,6002.2954041609,5664.47850912,988.696529216
0.201,7794.42083,5016.564327290701,5760.65299392,6443.053260776001
0.2015,968.4444022,6395.0366808561,5709.983214864,3997.62021076
0.202,3797.758879,6331.478188809,5614.625267376,190.7342942736
0.2025,8743.114435,6503.796893116802,5606.271159624,2602.7624820560004
0.203,4206.668255,6315.678710121001,5576.132354376,1785.1758135200002
0.2035,2238.872758,6490.4451569298,5772.373420872,1722.8098676800003
0.204,7763.117221,6393.643731902101,2700.954471648,6352.910247112
0.2045,2621.91635,1854.6309880128001,5644.437008016,6621.551401784001
0.205,7000.363168,6437.0677881831,5792.273100384,375.47730413600004
0.2055,8971.41778,6491.7834379083,5413.049421887999,1220.503386608
0.206,4745.295844,6514.917707959201,5748.476559432,2034.7871839680004
0.2065,3128.782513,6369.7758857085,5674.279354464,6629.836053016
0.207,8376.204186,6513.513006069599,3386.88271812,6418.357908072
0.2075,1720.833211,6481.8648979029,5912.190185928,5556.647540224
