SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,,,TD3,,Crossq,,SMPO,,,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,MIN,MAX,X,Y
,,,,,,0.664668,118.6788,,,,,,,,,,,,,,,,,,,,
,,,,,,0.667662,97.44249,,,,,,,,,,,,,,,,,,,,
,,,,,,0.670656,130.36757,,,,,,,,,,,,,,,,,,,,
,,,,,,0.67365,132.46121,,,,,,,,,,,,,,,,,,,,
,,,,,,0.676644,135.38672,,,,,,,,,,,,,,,,,,,,
,,,,,,0.679638,127.651306,,,,,,,,,,,,,,,,,,,,
,,,,,,0.682632,117.10543,,,,,,,,,,,,,,,,,,,,
,,,,,,0.685626,123.17987,,,,,,,,,,,,,,,,,,,,
,,,,,,0.68862,127.03099,,,,,,,,,,,,,,,,,,,,
,,,,,,0.691614,129.27994,,,,,,,,,,,,,,,,,,,,
,,,,,,0.694608,139.50795,,,,,,,,,,,,,,,,,,,,
,,,,,,0.697602,93.57059,,,,,,,,,,,,,,,,,,,,
,,,,,,0.700596,145.90666,,,,,,,,,,,,,,,,,,,,
,,,,,,0.70359,131.04962,,,,,,,,,,,,,,,,,,,,
,,,,,,0.706584,120.53077,,,,,,,,,,,,,,,,,,,,
,,,,,,0.709578,134.8028,,,,,,,,,,,,,,,,,,,,
,,,,,,0.712572,105.50381,,,,,,,,,,,,,,,,,,,,
,,,,,,0.715566,132.06065,,,,,,,,,,,,,,,,,,,,
,,,,,,0.71856,130.24976,,,,,,,,,,,,,,,,,,,,
,,,,,,0.721554,107.73175,,,,,,,,,,,,,,,,,,,,
,,,,,,0.724548,135.9759,,,,,,,,,,,,,,,,,,,,
,,,,,,0.727542,106.12368,,,,,,,,,,,,,,,,,,,,
,,,,,,0.730536,114.19204,,,,,,,,,,,,,,,,,,,,
,,,,,,0.73353,124.572914,,,,,,,,,,,,,,,,,,,,
,,,,,,0.736524,116.05903,,,,,,,,,,,,,,,,,,,,
,,,,,,0.739518,41.409603,,,,,,,,,,,,,,,,,,,,
,,,,,,0.742512,126.73065,,,,,,,,,,,,,,,,,,,,
,,,,,,0.745506,86.98574,,,,,,,,,,,,,,,,,,,,
,,,,,,0.7485,134.65327,,,,,,,,,,,,,,,,,,,,
,,,,,,0.751494,135.29916,,,,,,,,,,,,,,,,,,,,
,,,,,,0.754488,136.126,,,,,,,,,,,,,,,,,,,,
,,,,,,0.757482,137.90327,,,,,,,,,,,,,,,,,,,,
,,,,,,0.760476,132.37468,,,,,,,,,,,,,,,,,,,,
,,,,,,0.76347,137.88579,,,,,,,,,,,,,,,,,,,,
,,,,,,0.766464,138.73715,,,,,,,,,,,,,,,,,,,,
,,,,,,0.769458,132.08667,,,,,,,,,,,,,,,,,,,,
,,,,,,0.772452,135.49054,,,,,,,,,,,,,,,,,,,,
,,,,,,0.775446,131.11522,,,,,,,,,,,,,,,,,,,,
,,,,,,0.77844,133.36745,,,,,,,,,,,,,,,,,,,,
,,,,,,0.781434,135.19095,,,,,,,,,,,,,,,,,,,,
,,,,,,0.784428,137.13097,,,,,,,,,,,,,,,,,,,,
,,,,,,0.787422,131.92168,,,,,,,,,,,,,,,,,,,,
,,,,,,0.790416,132.61778,,,,,,,,,,,,,,,,,,,,
,,,,,,0.79341,115.975,,,,,,,,,,,,,,,,,,,,
,,,,,,0.796404,131.47278,,,,,,,,,,,,,,,,,,,,
,,,,,,0.799398,131.92114,,,,,,,,,,,,,,,,,,,,
,,,,,,0.802392,105.00867,,,,,,,,,,,,,,,,,,,,
,,,,,,0.805386,47.109035,,,,,,,,,,,,,,,,,,,,
,,,,,,0.80838,137.5698,,,,,,,,,,,,,,,,,,,,
,,,,,,0.811374,130.2707,,,,,,,,,,,,,,,,,,,,
,,,,,,0.814368,135.7052,,,,,,,,,,,,,,,,,,,,
,,,,,,0.817362,130.68286,,,,,,,,,,,,,,,,,,,,
,,,,,,0.820356,132.45956,,,,,,,,,,,,,,,,,,,,
,,,,,,0.82335,116.740265,,,,,,,,,,,,,,,,,,,,
,,,,,,0.826344,138.55351,,,,,,,,,,,,,,,,,,,,
,,,,,,0.829338,136.28421,,,,,,,,,,,,,,,,,,,,
,,,,,,0.832332,132.73712,,,,,,,,,,,,,,,,,,,,
,,,,,,0.835326,134.08572,,,,,,,,,,,,,,,,,,,,
,,,,,,0.83832,137.00645,,,,,,,,,,,,,,,,,,,,
,,,,,,0.841314,141.66006,,,,,,,,,,,,,,,,,,,,
,,,,,,0.844308,127.78198,,,,,,,,,,,,,,,,,,,,
,,,,,,0.847302,132.81676,,,,,,,,,,,,,,,,,,,,
,,,,,,0.850296,137.36317,,,,,,,,,,,,,,,,,,,,
,,,,,,0.85329,110.115715,,,,,,,,,,,,,,,,,,,,
,,,,,,0.856284,133.50076,,,,,,,,,,,,,,,,,,,,
,,,,,,0.859278,118.439835,,,,,,,,,,,,,,,,,,,,
,,,,,,0.862272,103.4561,,,,,,,,,,,,,,,,,,,,
,,,,,,0.865266,132.55545,,,,,,,,,,,,,,,,,,,,
,,,,,,0.86826,136.00032,,,,,,,,,,,,,,,,,,,,
,,,,,,0.871254,127.21448,,,,,,,,,,,,,,,,,,,,
,,,,,,0.874248,128.41895,,,,,,,,,,,,,,,,,,,,
,,,,,,0.877242,127.21634,,,,,,,,,,,,,,,,,,,,
,,,,,,0.880236,134.26193,,,,,,,,,,,,,,,,,,,,
,,,,,,0.88323,139.19685,,,,,,,,,,,,,,,,,,,,
,,,,,,0.886224,136.81718,,,,,,,,,,,,,,,,,,,,
,,,,,,0.889218,134.81693,,,,,,,,,,,,,,,,,,,,
,,,,,,0.892212,128.19347,,,,,,,,,,,,,,,,,,,,
,,,,,,0.895206,130.41348,,,,,,,,,,,,,,,,,,,,
,,,,,,0.8982,135.52908,,,,,,,,,,,,,,,,,,,,
,,,,,,0.901194,127.96355,,,,,,,,,,,,,,,,,,,,
,,,,,,0.904188,116.46417,,,,,,,,,,,,,,,,,,,,
,,,,,,0.907182,130.04245,,,,,,,,,,,,,,,,,,,,
,,,,,,0.910176,130.62991,,,,,,,,,,,,,,,,,,,,
,,,,,,0.91317,129.0472,,,,,,,,,,,,,,,,,,,,
,,,,,,0.916164,129.55211,,,,,,,,,,,,,,,,,,,,
,,,,,,0.919158,111.4724,,,,,,,,,,,,,,,,,,,,
,,,,,,0.922152,129.27618,,,,,,,,,,,,,,,,,,,,
,,,,,,0.925146,136.2802,,,,,,,,,,,,,,,,,,,,
,,,,,,0.92814,128.56967,,,,,,,,,,,,,,,,,,,,
,,,,,,0.931134,134.1589,,,,,,,,,,,,,,,,,,,,
,,,,,,0.934128,135.47957,,,,,,,,,,,,,,,,,,,,
,,,,,,0.937122,133.48076,,,,,,,,,,,,,,,,,,,,
,,,,,,0.940116,136.19907,,,,,,,,,,,,,,,,,,,,
,,,,,,0.94311,128.10812,,,,,,,,,,,,,,,,,,,,
,,,,,,0.946104,135.74706,,,,,,,,,,,,,,,,,,,,
,,,,,,0.949098,130.91585,,,,,,,,,,,,,,,,,,,,
,,,,,,0.952092,135.6021,,,,,,,,,,,,,,,,,,,,
,,,,,,0.955086,133.76286,,,,,,,,,,,,,,,,,,,,
,,,,,,0.95808,134.30638,,,,,,,,,,,,,,,,,,,,
,,,,,,0.961074,134.49971,,,,,,,,,,,,,,,,,,,,
,,,,,,0.964068,131.72736,,,,,,,,,,,,,,,,,,,,
,,,,,,0.967062,133.30931,,,,,,,,,,,,,,,,,,,,
,,,,,,0.970056,135.92183,,,,,,,,,,,,,,,,,,,,
,,,,,,0.97305,117.72859,,,,,,,,,,,,,,,,,,,,
,,,,,,0.976044,119.37057,,,,,,,,,,,,,,,,,,,,
,,,,,,0.979038,132.889,,,,,,,,,,,,,,,,,,,,
,,,,,,0.982032,133.56648,,,,,,,,,,,,,,,,,,,,
,,,,,,0.985026,133.63605,,,,,,,,,,,,,,,,,,,,
,,,,,,0.98802,129.20338,,,,,,,,,,,,,,,,,,,,
,,,,,,0.991014,132.85818,,,,,,,,,,,,,,,,,,,,
,,,,,,0.994008,133.96869,,,,,,,,,,,,,,,,,,,,
,,,,,,1,118.7605,,,,,,,,,,,,,,,,,,,,
