SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,,,QSM,,SAC,,PPO,,MaxEntDP,,TD3,,Crossq,,SMPO,,,,QVPO,
X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y
,,,,,,0.324906003,1786.6548,1786.6548,1786.6548,,,,,,,,,,,,,,,,,,
,,,,,,0.32568391,4941.766,4941.766,4941.766,,,,,,,,,,,,,,,,,,
,,,,,,0.326505035,5540.0024,5540.0024,5540.0024,,,,,,,,,,,,,,,,,,
,,,,,,0.326980423,5054.848,5054.848,5054.848,,,,,,,,,,,,,,,,,,
,,,,,,0.327887981,4142.668,4142.668,4142.668,,,,,,,,,,,,,,,,,,
,,,,,,0.32806085,5129.0674,5129.0674,5129.0674,,,,,,,,,,,,,,,,,,
,,,,,,0.328881974,6165.9478,6165.9478,6165.9478,,,,,,,,,,,,,,,,,,
,,,,,,0.329962401,4366.918,4366.918,4366.918,,,,,,,,,,,,,,,,,,
,,,,,,0.330264921,4075.3152,4075.3152,4075.3152,,,,,,,,,,,,,,,,,,
,,,,,,0.331042828,5432.076,5432.076,5432.076,,,,,,,,,,,,,,,,,,
,,,,,,0.331258914,5613.5396,5613.5396,5613.5396,,,,,,,,,,,,,,,,,,
,,,,,,0.332339341,5745.813,5745.813,5745.813,,,,,,,,,,,,,,,,,,
,,,,,,0.33264186,3510.5542,3510.5542,3510.5542,,,,,,,,,,,,,,,,,,
,,,,,,0.333419767,5678.772,5678.772,5678.772,,,,,,,,,,,,,,,,,,
,,,,,,0.33471628,5634.9287,5634.9287,5634.9287,,,,,,,,,,,,,,,,,,
,,,,,,0.334845931,6006.9785,6006.9785,6006.9785,,,,,,,,,,,,,,,,,,
,,,,,,0.335796707,5008.494,5008.494,5008.494,,,,,,,,,,,,,,,,,,
,,,,,,0.336228878,4138.16,4138.16,4138.16,,,,,,,,,,,,,,,,,,
,,,,,,0.337698258,3961.5752,3961.5752,3961.5752,,,,,,,,,,,,,,,,,,
,,,,,,0.33782791,6363.5264,6363.5264,6363.5264,,,,,,,,,,,,,,,,,,
,,,,,,0.338173646,4914.7456,4914.7456,4914.7456,,,,,,,,,,,,,,,,,,
,,,,,,0.338605817,3844.7554,3844.7554,3844.7554,,,,,,,,,,,,,,,,,,
,,,,,,0.340204849,6357.131,6357.131,6357.131,,,,,,,,,,,,,,,,,,
,,,,,,0.341155625,4241.1235,4241.1235,4241.1235,,,,,,,,,,,,,,,,,,
,,,,,,0.341285276,2964.0508,2964.0508,2964.0508,,,,,,,,,,,,,,,,,,
,,,,,,0.341587795,5042.7344,5042.7344,5042.7344,,,,,,,,,,,,,,,,,,
,,,,,,0.343186827,5358.8823,5358.8823,5358.8823,,,,,,,,,,,,,,,,,,
,,,,,,0.343662215,4284.9233,4284.9233,4284.9233,,,,,,,,,,,,,,,,,,
,,,,,,0.343964735,4729.1978,4729.1978,4729.1978,,,,,,,,,,,,,,,,,,
,,,,,,0.344137603,4339.425,4339.425,4339.425,,,,,,,,,,,,,,,,,,
,,,,,,0.345563767,6120.6055,6120.6055,6120.6055,,,,,,,,,,,,,,,,,,
,,,,,,0.346039155,5879.206,5879.206,5879.206,,,,,,,,,,,,,,,,,,
,,,,,,0.346341674,4642.0957,4642.0957,4642.0957,,,,,,,,,,,,,,,,,,
,,,,,,0.346514543,5947.993,5947.993,5947.993,,,,,,,,,,,,,,,,,,
,,,,,,0.348416094,3731.9736,3731.9736,3731.9736,,,,,,,,,,,,,,,,,,
,,,,,,0.348545745,6382.73,6382.73,6382.73,,,,,,,,,,,,,,,,,,
,,,,,,0.348891482,6107.3145,6107.3145,6107.3145,,,,,,,,,,,,,,,,,,
,,,,,,0.349323653,2585.732,2585.732,2585.732,,,,,,,,,,,,,,,,,,
,,,,,,0.350793033,4753.799,4753.799,4753.799,,,,,,,,,,,,,,,,,,
,,,,,,0.351268421,4288.1875,4288.1875,4288.1875,,,,,,,,,,,,,,,,,,
,,,,,,0.351527724,6393.9976,6393.9976,6393.9976,,,,,,,,,,,,,,,,,,
,,,,,,0.35291067,4501.297,4501.297,4501.297,,,,,,,,,,,,,,,,,,
,,,,,,0.353169973,5876.379,5876.379,5876.379,,,,,,,,,,,,,,,,,,
,,,,,,0.353645361,5670.178,5670.178,5670.178,,,,,,,,,,,,,,,,,,
,,,,,,0.353904663,6340.5684,6340.5684,6340.5684,,,,,,,,,,,,,,,,,,
,,,,,,0.35528761,3170.0354,3170.0354,3170.0354,,,,,,,,,,,,,,,,,,
,,,,,,0.355546912,3786.7104,3786.7104,3786.7104,,,,,,,,,,,,,,,,,,
,,,,,,0.356281602,4674.3906,4674.3906,4674.3906,,,,,,,,,,,,,,,,,,
,,,,,,0.356627339,4010.9775,4010.9775,4010.9775,,,,,,,,,,,,,,,,,,
,,,,,,0.358658542,6022.1733,6022.1733,6022.1733,,,,,,,,,,,,,,,,,,
,,,,,,0.358874627,3131.9097,3131.9097,3131.9097,,,,,,,,,,,,,,,,,,
,,,,,,0.359004278,5414.4834,5414.4834,5414.4834,,,,,,,,,,,,,,,,,,
,,,,,,0.35913393,4236.599,4236.599,4236.599,,,,,,,,,,,,,,,,,,
,,,,,,0.361035481,6045.3594,6045.3594,6045.3594,,,,,,,,,,,,,,,,,,
,,,,,,0.361381218,5097.2,5097.2,5097.2,,,,,,,,,,,,,,,,,,
,,,,,,0.361856606,4362.949,4362.949,4362.949,,,,,,,,,,,,,,,,,,
,,,,,,0.362720947,5405.547,5405.547,5405.547,,,,,,,,,,,,,,,,,,
,,,,,,0.36401746,6380.71,6380.71,6380.71,,,,,,,,,,,,,,,,,,
,,,,,,0.364363196,3803.55,3803.55,3803.55,,,,,,,,,,,,,,,,,,
,,,,,,0.364838584,3442.6895,3442.6895,3442.6895,,,,,,,,,,,,,,,,,,
,,,,,,0.365097887,5438.0156,5438.0156,5438.0156,,,,,,,,,,,,,,,,,,
,,,,,,0.366394399,5038.02,5038.02,5038.02,,,,,,,,,,,,,,,,,,
,,,,,,0.366740136,4709.5054,4709.5054,4709.5054,,,,,,,,,,,,,,,,,,
,,,,,,0.367215524,4020.9578,4020.9578,4020.9578,,,,,,,,,,,,,,,,,,
,,,,,,0.367474826,4163.506,4163.506,4163.506,,,,,,,,,,,,,,,,,,
,,,,,,0.369376378,6392.143,6392.143,6392.143,,,,,,,,,,,,,,,,,,
,,,,,,0.369722114,5062.204,5062.204,5062.204,,,,,,,,,,,,,,,,,,
,,,,,,0.370197502,4235.931,4235.931,4235.931,,,,,,,,,,,,,,,,,,
,,,,,,0.370456805,5317.294,5317.294,5317.294,,,,,,,,,,,,,,,,,,
,,,,,,0.371753317,4291.3765,4291.3765,4291.3765,,,,,,,,,,,,,,,,,,
,,,,,,0.372704093,6173.906,6173.906,6173.906,,,,,,,,,,,,,,,,,,
,,,,,,0.372833744,5703.701,5703.701,5703.701,,,,,,,,,,,,,,,,,,
,,,,,,0.37378452,5027.615,5027.615,5027.615,,,,,,,,,,,,,,,,,,
,,,,,,0.374130256,4871.76,4871.76,4871.76,,,,,,,,,,,,,,,,,,
,,,,,,0.375081032,4095.6956,4095.6956,4095.6956,,,,,,,,,,,,,,,,,,
,,,,,,0.375815722,5979.387,5979.387,5979.387,,,,,,,,,,,,,,,,,,
,,,,,,0.376507196,6471.987,6471.987,6471.987,,,,,,,,,,,,,,,,,,
,,,,,,0.377976576,3197.2593,3197.2593,3197.2593,,,,,,,,,,,,,,,,,,
,,,,,,0.378063011,5244.636,5244.636,5244.636,,,,,,,,,,,,,,,,,,
,,,,,,0.378797701,5840.0522,5840.0522,5840.0522,,,,,,,,,,,,,,,,,,
,,,,,,0.378884135,6293.428,6293.428,6293.428,,,,,,,,,,,,,,,,,,
,,,,,,0.380958555,2951.7512,2951.7512,2951.7512,,,,,,,,,,,,,,,,,,
,,,,,,0.381044989,5233.0454,5233.0454,5233.0454,,,,,,,,,,,,,,,,,,
,,,,,,0.381261074,6403.2153,6403.2153,6403.2153,,,,,,,,,,,,,,,,,,
,,,,,,0.381779679,4216.1616,4216.1616,4216.1616,,,,,,,,,,,,,,,,,,
,,,,,,0.383421928,5016.5312,5016.5312,5016.5312,,,,,,,,,,,,,,,,,,
,,,,,,0.384545572,3688.4526,3688.4526,3688.4526,,,,,,,,,,,,,,,,,,
,,,,,,0.385366697,6024.046,6024.046,6024.046,,,,,,,,,,,,,,,,,,
,,,,,,0.385453131,5318.587,5318.587,5318.587,,,,,,,,,,,,,,,,,,
,,,,,,0.385798868,6017.0864,6017.0864,6017.0864,,,,,,,,,,,,,,,,,,
,,,,,,0.387527551,4512.287,4512.287,4512.287,,,,,,,,,,,,,,,,,,
,,,,,,0.387743636,5497.7954,5497.7954,5497.7954,,,,,,,,,,,,,,,,,,
,,,,,,0.38783007,5556.262,5556.262,5556.262,,,,,,,,,,,,,,,,,,
,,,,,,0.388175807,3867.6562,3867.6562,3867.6562,,,,,,,,,,,,,,,,,,
,,,,,,0.39020701,6141.0376,6141.0376,6141.0376,,,,,,,,,,,,,,,,,,
,,,,,,0.391114568,4534.8984,4534.8984,4534.8984,,,,,,,,,,,,,,,,,,
,,,,,,0.391157786,6164.574,6164.574,6164.574,,,,,,,,,,,,,,,,,,
,,,,,,0.391330654,5054.299,5054.299,5054.299,,,,,,,,,,,,,,,,,,
,,,,,,0.393188988,5046.8896,5046.8896,5046.8896,,,,,,,,,,,,,,,,,,
,,,,,,0.393534725,5305.8135,5305.8135,5305.8135,,,,,,,,,,,,,,,,,,
,,,,,,0.394096547,4106.292,4106.292,4106.292,,,,,,,,,,,,,,,,,,
,,,,,,0.394312632,5306.982,5306.982,5306.982,,,,,,,,,,,,,,,,,,
,,,,,,0.395565928,6434.39,6434.39,6434.39,,,,,,,,,,,,,,,,,,
,,,,,,0.395738796,5183.192,5183.192,5183.192,,,,,,,,,,,,,,,,,,
,,,,,,0.396473486,3939.9214,3939.9214,3939.9214,,,,,,,,,,,,,,,,,,
,,,,,,0.396689572,5640.699,5640.699,5640.699,,,,,,,,,,,,,,,,,,
,,,,,,0.397942867,5179.85675,5123.319,5236.3945,,,,,,,,,,,,,,,,,,
,,,,,,0.398850426,3358.319,3358.319,3358.319,,,,,,,,,,,,,,,,,,
,,,,,,0.399066511,4934.8335,4934.8335,4934.8335,,,,,,,,,,,,,,,,,,
,,,,,,0.400146938,5109.3228,5109.3228,5109.3228,,,,,,,,,,,,,,,,,,
,,,,,,0.400924845,5163.9277,5163.9277,5163.9277,,,,,,,,,,,,,,,,,,
,,,,,,0.40144345,4958.5327,4958.5327,4958.5327,,,,,,,,,,,,,,,,,,
,,,,,,0.401832404,3531.2458,3531.2458,3531.2458,,,,,,,,,,,,,,,,,,
,,,,,,0.403301785,6407.9634,6407.9634,6407.9634,,,,,,,,,,,,,,,,,,
,,,,,,0.403561087,6322.9565,6322.9565,6322.9565,,,,,,,,,,,,,,,,,,
,,,,,,0.40382039,3568.4287,3568.4287,3568.4287,,,,,,,,,,,,,,,,,,
,,,,,,0.404814383,4050.9756,4050.9756,4050.9756,,,,,,,,,,,,,,,,,,
,,,,,,0.405678724,6400.0312,6400.0312,6400.0312,,,,,,,,,,,,,,,,,,
,,,,,,0.406197329,4184.71,4184.71,4184.71,,,,,,,,,,,,,,,,,,
,,,,,,0.406543066,3554.7798,3554.7798,3554.7798,,,,,,,,,,,,,,,,,,
,,,,,,0.407191322,4471.627,4471.627,4471.627,,,,,,,,,,,,,,,,,,
,,,,,,0.408055664,4744.54,4744.54,4744.54,,,,,,,,,,,,,,,,,,
,,,,,,0.408920005,4640.8647,4640.8647,4640.8647,,,,,,,,,,,,,,,,,,
,,,,,,0.409179308,5523.4023,5523.4023,5523.4023,,,,,,,,,,,,,,,,,,
,,,,,,0.409568261,3259.1023,3259.1023,3259.1023,,,,,,,,,,,,,,,,,,
,,,,,,0.410432603,6503.1387,6503.1387,6503.1387,,,,,,,,,,,,,,,,,,
,,,,,,0.411296945,4366.05,4366.05,4366.05,,,,,,,,,,,,,,,,,,
,,,,,,0.412161286,5245.4385,5245.4385,5245.4385,,,,,,,,,,,,,,,,,,
,,,,,,0.412809542,6526.6484,6526.6484,6526.6484,,,,,,,,,,,,,,,,,,
,,,,,,0.413760318,3543.5012,3543.5012,3543.5012,,,,,,,,,,,,,,,,,,
,,,,,,0.414278923,5792.675,5792.675,5792.675,,,,,,,,,,,,,,,,,,
,,,,,,0.414538226,6041.077,6041.077,6041.077,,,,,,,,,,,,,,,,,,
,,,,,,0.415186482,3427.863,3427.863,3427.863,,,,,,,,,,,,,,,,,,
,,,,,,0.416137257,3565.587,3565.587,3565.587,,,,,,,,,,,,,,,,,,
,,,,,,0.416655862,5642.198,5642.198,5642.198,,,,,,,,,,,,,,,,,,
,,,,,,0.417520204,5746.026,5746.026,5746.026,,,,,,,,,,,,,,,,,,
,,,,,,0.417563421,6439.259,6439.259,6439.259,,,,,,,,,,,,,,,,,,
,,,,,,0.418514197,2535.7737,2535.7737,2535.7737,,,,,,,,,,,,,,,,,,
,,,,,,0.419032802,5091.3125,5091.3125,5091.3125,,,,,,,,,,,,,,,,,,
,,,,,,0.419897143,5750.357,5750.357,5750.357,,,,,,,,,,,,,,,,,,
,,,,,,0.41994036,6030.4736,6030.4736,6030.4736,,,,,,,,,,,,,,,,,,
,,,,,,0.420891136,3585.686,3585.686,3585.686,,,,,,,,,,,,,,,,,,
,,,,,,0.421409741,6321.8403,6321.8403,6321.8403,,,,,,,,,,,,,,,,,,
,,,,,,0.422274083,6034.3447,6034.3447,6034.3447,,,,,,,,,,,,,,,,,,
,,,,,,0.422922339,6535.648,6535.648,6535.648,,,,,,,,,,,,,,,,,,
,,,,,,0.423268076,3326.4153,3326.4153,3326.4153,,,,,,,,,,,,,,,,,,
,,,,,,0.42378668,2470.0667,2470.0667,2470.0667,,,,,,,,,,,,,,,,,,
,,,,,,0.424651022,5247.4185,5247.4185,5247.4185,,,,,,,,,,,,,,,,,,
,,,,,,0.425299278,6563.803,6563.803,6563.803,,,,,,,,,,,,,,,,,,
,,,,,,0.425645015,2588.1106,2588.1106,2588.1106,,,,,,,,,,,,,,,,,,
,,,,,,0.42616362,6320.99,6320.99,6320.99,,,,,,,,,,,,,,,,,,
,,,,,,0.427633001,5791.871,5791.871,5791.871,,,,,,,,,,,,,,,,,,
,,,,,,0.427676218,5615.6245,5615.6245,5615.6245,,,,,,,,,,,,,,,,,,
,,,,,,0.428540559,6164.0674,6164.0674,6164.0674,,,,,,,,,,,,,,,,,,
,,,,,,0.428626993,3456.1826,3456.1826,3456.1826,,,,,,,,,,,,,,,,,,
,,,,,,0.430614979,5756.168,5756.168,5756.168,,,,,,,,,,,,,,,,,,
,,,,,,0.430658196,6462.9697,6462.9697,6462.9697,,,,,,,,,,,,,,,,,,
,,,,,,0.430917499,4353.912,4353.912,4353.912,,,,,,,,,,,,,,,,,,
,,,,,,0.431003933,4495.2925,4495.2925,4495.2925,,,,,,,,,,,,,,,,,,
,,,,,,0.433035135,5692.0283,5692.0283,5692.0283,,,,,,,,,,,,,,,,,,
,,,,,,0.433294438,5024.009,5024.009,5024.009,,,,,,,,,,,,,,,,,,
,,,,,,0.433380872,3977.8887,3977.8887,3977.8887,,,,,,,,,,,,,,,,,,
,,,,,,0.433596958,5880.191,5880.191,5880.191,,,,,,,,,,,,,,,,,,
,,,,,,0.435412075,6535.543,6535.543,6535.543,,,,,,,,,,,,,,,,,,
,,,,,,0.435671377,6331.5576,6331.5576,6331.5576,,,,,,,,,,,,,,,,,,
,,,,,,0.436362851,4002.5125,4002.5125,4002.5125,,,,,,,,,,,,,,,,,,
,,,,,,0.436578936,5237.6133,5237.6133,5237.6133,,,,,,,,,,,,,,,,,,
,,,,,,0.437789014,4405.982,4405.982,4405.982,,,,,,,,,,,,,,,,,,
,,,,,,0.438653356,6235.3037,6235.3037,6235.3037,,,,,,,,,,,,,,,,,,
,,,,,,0.43873979,4295.313,4295.313,4295.313,,,,,,,,,,,,,,,,,,
,,,,,,0.439560914,4166.2256,4166.2256,4166.2256,,,,,,,,,,,,,,,,,,
,,,,,,0.440165954,5309.052,5309.052,5309.052,,,,,,,,,,,,,,,,,,
,,,,,,0.441030295,5043.9316,5043.9316,5043.9316,,,,,,,,,,,,,,,,,,
,,,,,,0.441721768,4983.595,4983.595,4983.595,,,,,,,,,,,,,,,,,,
,,,,,,0.441937854,6085.358,6085.358,6085.358,,,,,,,,,,,,,,,,,,
,,,,,,0.442542893,6441.5186,6441.5186,6441.5186,,,,,,,,,,,,,,,,,,
,,,,,,0.443407235,4982.8447,4982.8447,4982.8447,,,,,,,,,,,,,,,,,,
,,,,,,0.444098708,3262.0598,3262.0598,3262.0598,,,,,,,,,,,,,,,,,,
,,,,,,0.444919832,5920.7445,5277.014,6564.475,,,,,,,,,,,,,,,,,,
,,,,,,0.445784174,6222.94,6222.94,6222.94,,,,,,,,,,,,,,,,,,
,,,,,,0.447296772,6060.6358,5672.232,6449.0396,,,,,,,,,,,,,,,,,,
,,,,,,0.447685725,5075.9795,5075.9795,5075.9795,,,,,,,,,,,,,,,,,,
,,,,,,0.448161113,5005.21,5005.21,5005.21,,,,,,,,,,,,,,,,,,
,,,,,,0.449673711,5883.56005,5163.6606,6603.4595,,,,,,,,,,,,,,,,,,
,,,,,,0.450062665,3863.5574,3863.5574,3863.5574,,,,,,,,,,,,,,,,,,
,,,,,,0.450538053,6106.11,6106.11,6106.11,,,,,,,,,,,,,,,,,,
,,,,,,0.45205065,6417.55,6417.55,6417.55,,,,,,,,,,,,,,,,,,
,,,,,,0.452439604,4628.7466,4628.7466,4628.7466,,,,,,,,,,,,,,,,,,
,,,,,,0.45265569,6299.547,6299.547,6299.547,,,,,,,,,,,,,,,,,,
,,,,,,0.452914992,5596.812,5596.812,5596.812,,,,,,,,,,,,,,,,,,
,,,,,,0.45442759,6667.0874,6667.0874,6667.0874,,,,,,,,,,,,,,,,,,
,,,,,,0.454816543,4641.651,4641.651,4641.651,,,,,,,,,,,,,,,,,,
,,,,,,0.455032629,4563.9507,4563.9507,4563.9507,,,,,,,,,,,,,,,,,,
,,,,,,0.455291931,6353.8154,6353.8154,6353.8154,,,,,,,,,,,,,,,,,,
,,,,,,0.456804529,6637.4214,6637.4214,6637.4214,,,,,,,,,,,,,,,,,,
,,,,,,0.457668871,5348.5527,5348.5527,5348.5527,,,,,,,,,,,,,,,,,,
,,,,,,0.457798522,5476.3267,5476.3267,5476.3267,,,,,,,,,,,,,,,,,,
,,,,,,0.458619646,5010.5054,5010.5054,5010.5054,,,,,,,,,,,,,,,,,,
,,,,,,0.459181469,6584.907,6584.907,6584.907,,,,,,,,,,,,,,,,,,
,,,,,,0.46004581,6423.553,6423.553,6423.553,,,,,,,,,,,,,,,,,,
,,,,,,0.460175461,2834.2869,2834.2869,2834.2869,,,,,,,,,,,,,,,,,,
,,,,,,0.460996586,5495.2,5495.2,5495.2,,,,,,,,,,,,,,,,,,
,,,,,,0.462163447,6566.0005,6566.0005,6566.0005,,,,,,,,,,,,,,,,,,
,,,,,,0.462422749,6381.9824,6381.9824,6381.9824,,,,,,,,,,,,,,,,,,
,,,,,,0.462552401,4911.299,4911.299,4911.299,,,,,,,,,,,,,,,,,,
,,,,,,0.463373525,6296.401,6296.401,6296.401,,,,,,,,,,,,,,,,,,
,,,,,,0.464540386,6495.8975,6495.8975,6495.8975,,,,,,,,,,,,,,,,,,
,,,,,,0.464799689,6397.7065,6397.7065,6397.7065,,,,,,,,,,,,,,,,,,
,,,,,,0.465534379,4230.6865,4230.6865,4230.6865,,,,,,,,,,,,,,,,,,
,,,,,,0.465750465,5574.382,5574.382,5574.382,,,,,,,,,,,,,,,,,,
,,,,,,0.466917326,6633.9883,6633.9883,6633.9883,,,,,,,,,,,,,,,,,,
,,,,,,0.467176628,5221.578,5221.578,5221.578,,,,,,,,,,,,,,,,,,
,,,,,,0.468127404,4900.7275,4900.7275,4900.7275,,,,,,,,,,,,,,,,,,
,,,,,,0.468516358,4306.2114,4306.2114,4306.2114,,,,,,,,,,,,,,,,,,
,,,,,,0.469294265,5945.3896,5945.3896,5945.3896,,,,,,,,,,,,,,,,,,
,,,,,,0.469553568,5469.879,5469.879,5469.879,,,,,,,,,,,,,,,,,,
,,,,,,0.470504343,6304.205,6304.205,6304.205,,,,,,,,,,,,,,,,,,
,,,,,,0.470893297,4555.496,4555.496,4555.496,,,,,,,,,,,,,,,,,,
,,,,,,0.471671204,6000.2295,6000.2295,6000.2295,,,,,,,,,,,,,,,,,,
,,,,,,0.471930507,5236.5195,5236.5195,5236.5195,,,,,,,,,,,,,,,,,,
,,,,,,0.472881283,4263.4077,4263.4077,4263.4077,,,,,,,,,,,,,,,,,,
,,,,,,0.473270236,5493.2314,5493.2314,5493.2314,,,,,,,,,,,,,,,,,,
,,,,,,0.474048144,6564.132,6564.132,6564.132,,,,,,,,,,,,,,,,,,
,,,,,,0.474912485,4865.5225,4865.5225,4865.5225,,,,,,,,,,,,,,,,,,
,,,,,,0.475258222,5143.4688,5143.4688,5143.4688,,,,,,,,,,,,,,,,,,
,,,,,,0.476425083,6375.909,6375.909,6375.909,,,,,,,,,,,,,,,,,,
,,,,,,0.477289425,6323.843,6323.843,6323.843,,,,,,,,,,,,,,,,,,
,,,,,,0.477462293,3317.0579,3317.0579,3317.0579,,,,,,,,,,,,,,,,,,
,,,,,,0.478240201,3040.322,3040.322,3040.322,,,,,,,,,,,,,,,,,,
,,,,,,0.478802023,5589.3022,5589.3022,5589.3022,,,,,,,,,,,,,,,,,,
,,,,,,0.479666364,6317.6763,6317.6763,6317.6763,,,,,,,,,,,,,,,,,,
,,,,,,0.480444272,2884.9924,2884.9924,2884.9924,,,,,,,,,,,,,,,,,,
,,,,,,0.481178962,5222.8506,5222.8506,5222.8506,,,,,,,,,,,,,,,,,,
,,,,,,0.481222179,6422.112,6422.112,6422.112,,,,,,,,,,,,,,,,,,
,,,,,,0.482043304,5188.8423,5188.8423,5188.8423,,,,,,,,,,,,,,,,,,
,,,,,,0.482821211,4219.9263,4219.9263,4219.9263,,,,,,,,,,,,,,,,,,
,,,,,,0.483599118,6291.7383,6291.7383,6291.7383,,,,,,,,,,,,,,,,,,
,,,,,,0.48416094,6600.072,6600.072,6600.072,,,,,,,,,,,,,,,,,,
,,,,,,0.484420243,4110.4707,4110.4707,4110.4707,,,,,,,,,,,,,,,,,,
,,,,,,0.48519815,3434.0745,3434.0745,3434.0745,,,,,,,,,,,,,,,,,,
,,,,,,0.485976058,5571.596,5571.596,5571.596,,,,,,,,,,,,,,,,,,
,,,,,,0.48653788,6539.6147,6539.6147,6539.6147,,,,,,,,,,,,,,,,,,
,,,,,,0.486797182,5034.7173,5034.7173,5034.7173,,,,,,,,,,,,,,,,,,
,,,,,,0.488180129,5486.829,5486.829,5486.829,,,,,,,,,,,,,,,,,,
,,,,,,0.488352997,6291.17,6291.17,6291.17,,,,,,,,,,,,,,,,,,
,,,,,,0.488914819,6605.194,6605.194,6605.194,,,,,,,,,,,,,,,,,,
,,,,,,0.489779161,4384.8535,4384.8535,4384.8535,,,,,,,,,,,,,,,,,,
,,,,,,0.490729936,4851.493,4851.493,4851.493,,,,,,,,,,,,,,,,,,
,,,,,,0.491162107,4020.486,4020.486,4020.486,,,,,,,,,,,,,,,,,,
,,,,,,0.491291759,6601.073,6601.073,6601.073,,,,,,,,,,,,,,,,,,
,,,,,,0.4921561,6416.9985,6416.9985,6416.9985,,,,,,,,,,,,,,,,,,
,,,,,,0.493106876,6378.3203,6378.3203,6378.3203,,,,,,,,,,,,,,,,,,
,,,,,,0.493539047,4941.917,4941.917,4941.917,,,,,,,,,,,,,,,,,,
,,,,,,0.493668698,5586.801,5586.801,5586.801,,,,,,,,,,,,,,,,,,
,,,,,,0.495138079,6422.3706,6422.3706,6422.3706,,,,,,,,,,,,,,,,,,
,,,,,,0.495915986,2259.7305,2259.7305,2259.7305,,,,,,,,,,,,,,,,,,
,,,,,,0.496045637,6622.154,6622.154,6622.154,,,,,,,,,,,,,,,,,,
,,,,,,0.496088854,3983.4934,3983.4934,3983.4934,,,,,,,,,,,,,,,,,,
,,,,,,0.497515018,6442.4556,6442.4556,6442.4556,,,,,,,,,,,,,,,,,,
,,,,,,0.498292925,3501.3474,3501.3474,3501.3474,,,,,,,,,,,,,,,,,,
,,,,,,0.498422577,6578.754,6578.754,6578.754,,,,,,,,,,,,,,,,,,
,,,,,,0.498465794,6418.912,6418.912,6418.912,,,,,,,,,,,,,,,,,,
,,,,,,0.499891957,4535.4155,4535.4155,4535.4155,,,,,,,,,,,,,,,,,,
,,,,,,0.500799516,6628.3936,6628.3936,6628.3936,,,,,,,,,,,,,,,,,,
,,,,,,0.501274904,5513.6836,5513.6836,5513.6836,,,,,,,,,,,,,,,,,,
,,,,,,0.501447772,6274.057,6274.057,6274.057,,,,,,,,,,,,,,,,,,
,,,,,,0.502268897,4934.095,4934.095,4934.095,,,,,,,,,,,,,,,,,,
,,,,,,0.503176455,5220.2085,5220.2085,5220.2085,,,,,,,,,,,,,,,,,,
,,,,,,0.503651843,4525.9775,4525.9775,4525.9775,,,,,,,,,,,,,,,,,,
,,,,,,0.503824712,6089.165,6089.165,6089.165,,,,,,,,,,,,,,,,,,
,,,,,,0.505250875,6038.145,6038.145,6038.145,,,,,,,,,,,,,,,,,,
,,,,,,0.506028783,5703.2896,5703.2896,5703.2896,,,,,,,,,,,,,,,,,,
,,,,,,0.506158434,6155.9253,6155.9253,6155.9253,,,,,,,,,,,,,,,,,,
,,,,,,0.506201651,6398.2397,6398.2397,6398.2397,,,,,,,,,,,,,,,,,,
,,,,,,0.508232854,5106.7344,5106.7344,5106.7344,,,,,,,,,,,,,,,,,,
,,,,,,0.508535373,6701.8857,6701.8857,6701.8857,,,,,,,,,,,,,,,,,,
,,,,,,0.50857859,6384.6875,6384.6875,6384.6875,,,,,,,,,,,,,,,,,,
,,,,,,0.509010761,5203.9775,5203.9775,5203.9775,,,,,,,,,,,,,,,,,,
,,,,,,0.510609793,5959.6167,5959.6167,5959.6167,,,,,,,,,,,,,,,,,,
,,,,,,0.510912313,4718.156,4718.156,4718.156,,,,,,,,,,,,,,,,,,
,,,,,,0.51095553,6155.11,6155.11,6155.11,,,,,,,,,,,,,,,,,,
,,,,,,0.5113877,4739.2593,4739.2593,4739.2593,,,,,,,,,,,,,,,,,,
,,,,,,0.513289252,6789.695,6789.695,6789.695,,,,,,,,,,,,,,,,,,
,,,,,,0.513332469,5149.655,5149.655,5149.655,,,,,,,,,,,,,,,,,,
,,,,,,0.513591771,6427.432,6427.432,6427.432,,,,,,,,,,,,,,,,,,
,,,,,,0.51376464,2650.0813,2650.0813,2650.0813,,,,,,,,,,,,,,,,,,
,,,,,,0.515666191,6581.6797,6581.6797,6581.6797,,,,,,,,,,,,,,,,,,
,,,,,,0.515709408,3449.6616,3449.6616,3449.6616,,,,,,,,,,,,,,,,,,
,,,,,,0.515968711,5327.9614,5327.9614,5327.9614,,,,,,,,,,,,,,,,,,
,,,,,,0.517351657,5197.9067,5197.9067,5197.9067,,,,,,,,,,,,,,,,,,
,,,,,,0.518043131,4825.29,4825.29,4825.29,,,,,,,,,,,,,,,,,,
,,,,,,0.518086348,6445.904,6445.904,6445.904,,,,,,,,,,,,,,,,,,
,,,,,,0.51834565,5229.2427,5229.2427,5229.2427,,,,,,,,,,,,,,,,,,
,,,,,,0.519728597,5149.998,5149.998,5149.998,,,,,,,,,,,,,,,,,,
,,,,,,0.52042007,5934.2495,5934.2495,5934.2495,,,,,,,,,,,,,,,,,,
,,,,,,0.520463287,5140.339,5140.339,5140.339,,,,,,,,,,,,,,,,,,
