SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,TD3,,Crossq,,SMFP,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
,,,,,,,,,,,,,,,,,,,,0.2625,9553.005628,,
,,,,,,,,,,,,,,,,,,,,0.263,9602.698525,,
,,,,,,,,,,,,,,,,,,,,0.2635,9686.466328,,
,,,,,,,,,,,,,,,,,,,,0.264,9322.018395,,
,,,,,,,,,,,,,,,,,,,,0.2645,9553.075401,,
,,,,,,,,,,,,,,,,,,,,0.265,9435.115302,,
,,,,,,,,,,,,,,,,,,,,0.2655,107.9074689,,
,,,,,,,,,,,,,,,,,,,,0.266,9648.022256,,
,,,,,,,,,,,,,,,,,,,,0.2665,9749.792482,,
,,,,,,,,,,,,,,,,,,,,0.267,5894.35154,,
,,,,,,,,,,,,,,,,,,,,0.2675,9617.975591,,
,,,,,,,,,,,,,,,,,,,,0.268,5872.849626,,
,,,,,,,,,,,,,,,,,,,,0.2685,9657.768775,,
,,,,,,,,,,,,,,,,,,,,0.269,2494.070012,,
,,,,,,,,,,,,,,,,,,,,0.2695,9656.087863,,
,,,,,,,,,,,,,,,,,,,,0.27,5809.662736,,
,,,,,,,,,,,,,,,,,,,,0.2705,9674.381342,,
,,,,,,,,,,,,,,,,,,,,0.271,9838.114765,,
,,,,,,,,,,,,,,,,,,,,0.2715,9358.499536,,
,,,,,,,,,,,,,,,,,,,,0.272,4131.0332,,
,,,,,,,,,,,,,,,,,,,,0.2725,9797.690162,,
,,,,,,,,,,,,,,,,,,,,0.273,9643.764501,,
,,,,,,,,,,,,,,,,,,,,0.2735,8679.103389,,
,,,,,,,,,,,,,,,,,,,,0.274,9338.588122,,
,,,,,,,,,,,,,,,,,,,,0.2745,9856.876988,,
,,,,,,,,,,,,,,,,,,,,0.275,9604.198722,,
,,,,,,,,,,,,,,,,,,,,0.2755,9735.646787,,
,,,,,,,,,,,,,,,,,,,,0.276,9780.911716,,
,,,,,,,,,,,,,,,,,,,,0.2765,9741.251489,,
,,,,,,,,,,,,,,,,,,,,0.277,132.5077972,,
,,,,,,,,,,,,,,,,,,,,0.2775,9647.704635,,
,,,,,,,,,,,,,,,,,,,,0.278,3705.197625,,
,,,,,,,,,,,,,,,,,,,,0.2785,9833.294002,,
,,,,,,,,,,,,,,,,,,,,0.279,115.1566681,,
,,,,,,,,,,,,,,,,,,,,0.2795,3521.372656,,
,,,,,,,,,,,,,,,,,,,,0.28,3694.20429,,
,,,,,,,,,,,,,,,,,,,,0.2805,9442.314529,,
,,,,,,,,,,,,,,,,,,,,0.281,202.0821094,,
,,,,,,,,,,,,,,,,,,,,0.2815,5290.653243,,
,,,,,,,,,,,,,,,,,,,,0.282,9588.13843,,
,,,,,,,,,,,,,,,,,,,,0.2825,9641.264926,,
,,,,,,,,,,,,,,,,,,,,0.283,9576.259057,,
,,,,,,,,,,,,,,,,,,,,0.2835,9683.454363,,
,,,,,,,,,,,,,,,,,,,,0.284,9386.994036,,
,,,,,,,,,,,,,,,,,,,,0.2845,9586.605198,,
,,,,,,,,,,,,,,,,,,,,0.285,9747.945108,,
,,,,,,,,,,,,,,,,,,,,0.2855,9845.851102,,
,,,,,,,,,,,,,,,,,,,,0.286,9618.318325,,
,,,,,,,,,,,,,,,,,,,,0.2865,511.3325761,,
,,,,,,,,,,,,,,,,,,,,0.287,391.3907279,,
,,,,,,,,,,,,,,,,,,,,0.2875,9589.657912,,
,,,,,,,,,,,,,,,,,,,,0.288,9654.726927,,
,,,,,,,,,,,,,,,,,,,,0.2885,9760.026257,,
,,,,,,,,,,,,,,,,,,,,0.289,9767.508917,,
,,,,,,,,,,,,,,,,,,,,0.2895,9899.248384,,
,,,,,,,,,,,,,,,,,,,,0.29,9628.804984,,
,,,,,,,,,,,,,,,,,,,,0.2905,539.4896419,,
,,,,,,,,,,,,,,,,,,,,0.291,9805.538515,,
,,,,,,,,,,,,,,,,,,,,0.2915,744.4619404,,
,,,,,,,,,,,,,,,,,,,,0.292,8779.151443,,
,,,,,,,,,,,,,,,,,,,,0.2925,9537.025524,,
,,,,,,,,,,,,,,,,,,,,0.293,10007.89348,,
,,,,,,,,,,,,,,,,,,,,0.2935,1047.900188,,
,,,,,,,,,,,,,,,,,,,,0.294,9736.10987,,
,,,,,,,,,,,,,,,,,,,,0.2945,9792.176455,,
,,,,,,,,,,,,,,,,,,,,0.295,9695.242929,,
,,,,,,,,,,,,,,,,,,,,0.2955,10088.40322,,
,,,,,,,,,,,,,,,,,,,,0.296,674.1367054,,
,,,,,,,,,,,,,,,,,,,,0.2965,9969.183106,,
,,,,,,,,,,,,,,,,,,,,0.297,9952.458589,,
,,,,,,,,,,,,,,,,,,,,0.2975,622.4695342,,
,,,,,,,,,,,,,,,,,,,,0.298,10069.95505,,
,,,,,,,,,,,,,,,,,,,,0.2985,9770.903934,,
,,,,,,,,,,,,,,,,,,,,0.299,141.1929752,,
,,,,,,,,,,,,,,,,,,,,0.2995,404.6073901,,
,,,,,,,,,,,,,,,,,,,,0.3,10019.27764,,
,,,,,,,,,,,,,,,,,,,,0.3005,187.1151704,,
,,,,,,,,,,,,,,,,,,,,0.301,4475.136587,,
,,,,,,,,,,,,,,,,,,,,0.3015,10050.7727,,
,,,,,,,,,,,,,,,,,,,,0.302,10014.67405,,
,,,,,,,,,,,,,,,,,,,,0.3025,9988.903793,,
,,,,,,,,,,,,,,,,,,,,0.303,10006.33287,,
,,,,,,,,,,,,,,,,,,,,0.3035,9902.829905,,
,,,,,,,,,,,,,,,,,,,,0.304,9990.240274,,
,,,,,,,,,,,,,,,,,,,,0.3045,10066.91388,,
,,,,,,,,,,,,,,,,,,,,0.305,205.7829969,,
,,,,,,,,,,,,,,,,,,,,0.3055,296.915756,,
,,,,,,,,,,,,,,,,,,,,0.306,141.6259495,,
,,,,,,,,,,,,,,,,,,,,0.3065,9962.405112,,
,,,,,,,,,,,,,,,,,,,,0.307,191.8959769,,
,,,,,,,,,,,,,,,,,,,,0.3075,10131.76064,,
,,,,,,,,,,,,,,,,,,,,0.308,731.9325539,,
,,,,,,,,,,,,,,,,,,,,0.3085,9997.665931,,
,,,,,,,,,,,,,,,,,,,,0.309,10100.22605,,
,,,,,,,,,,,,,,,,,,,,0.3095,9931.117133,,
,,,,,,,,,,,,,,,,,,,,0.31,595.3893589,,
,,,,,,,,,,,,,,,,,,,,0.3105,9807.647386,,
,,,,,,,,,,,,,,,,,,,,0.311,9619.396421,,
,,,,,,,,,,,,,,,,,,,,0.3115,10030.58798,,
,,,,,,,,,,,,,,,,,,,,0.312,153.8432609,,
,,,,,,,,,,,,,,,,,,,,0.3125,295.0297183,,
,,,,,,,,,,,,,,,,,,,,0.313,9948.638341,,
,,,,,,,,,,,,,,,,,,,,0.3135,9999.599205,,
,,,,,,,,,,,,,,,,,,,,0.314,9777.257134,,
,,,,,,,,,,,,,,,,,,,,0.3145,182.5714403,,
,,,,,,,,,,,,,,,,,,,,0.315,10039.20146,,
,,,,,,,,,,,,,,,,,,,,0.3155,10195.89904,,
,,,,,,,,,,,,,,,,,,,,0.316,10115.05195,,
,,,,,,,,,,,,,,,,,,,,0.3165,143.0082245,,
,,,,,,,,,,,,,,,,,,,,0.317,5404.095804,,
,,,,,,,,,,,,,,,,,,,,0.3175,10072.24363,,
,,,,,,,,,,,,,,,,,,,,0.318,381.477372,,
,,,,,,,,,,,,,,,,,,,,0.3185,232.1699052,,
,,,,,,,,,,,,,,,,,,,,0.319,1351.568835,,
,,,,,,,,,,,,,,,,,,,,0.3195,10162.40064,,
,,,,,,,,,,,,,,,,,,,,0.32,9963.575468,,
,,,,,,,,,,,,,,,,,,,,0.3205,10049.66744,,
,,,,,,,,,,,,,,,,,,,,0.321,10246.69653,,
,,,,,,,,,,,,,,,,,,,,0.3215,10084.81625,,
,,,,,,,,,,,,,,,,,,,,0.322,10016.96531,,
,,,,,,,,,,,,,,,,,,,,0.3225,10044.10061,,
,,,,,,,,,,,,,,,,,,,,0.323,9984.88937,,
,,,,,,,,,,,,,,,,,,,,0.3235,10216.09315,,
,,,,,,,,,,,,,,,,,,,,0.324,10291.39511,,
,,,,,,,,,,,,,,,,,,,,0.3245,10182.19429,,
,,,,,,,,,,,,,,,,,,,,0.325,10154.65343,,
,,,,,,,,,,,,,,,,,,,,0.3255,10084.90544,,
,,,,,,,,,,,,,,,,,,,,0.326,8359.50717,,
,,,,,,,,,,,,,,,,,,,,0.3265,10220.18957,,
,,,,,,,,,,,,,,,,,,,,0.327,10010.68868,,
,,,,,,,,,,,,,,,,,,,,0.3275,391.2519953,,
,,,,,,,,,,,,,,,,,,,,0.328,10077.88643,,
,,,,,,,,,,,,,,,,,,,,0.3285,10247.07209,,
,,,,,,,,,,,,,,,,,,,,0.329,10192.76736,,
,,,,,,,,,,,,,,,,,,,,0.3295,10150.59544,,
,,,,,,,,,,,,,,,,,,,,0.33,10083.61338,,
,,,,,,,,,,,,,,,,,,,,0.3305,10127.61823,,
,,,,,,,,,,,,,,,,,,,,0.331,370.6643681,,
,,,,,,,,,,,,,,,,,,,,0.3315,9959.239505,,
,,,,,,,,,,,,,,,,,,,,0.332,10147.84934,,
,,,,,,,,,,,,,,,,,,,,0.3325,10089.23879,,
,,,,,,,,,,,,,,,,,,,,0.333,10158.47506,,
,,,,,,,,,,,,,,,,,,,,0.3335,10137.5032,,
,,,,,,,,,,,,,,,,,,,,0.334,10126.33796,,
,,,,,,,,,,,,,,,,,,,,0.3345,10086.48377,,
,,,,,,,,,,,,,,,,,,,,0.335,10332.57997,,
,,,,,,,,,,,,,,,,,,,,0.3355,10152.21684,,
,,,,,,,,,,,,,,,,,,,,0.336,7614.768421,,
,,,,,,,,,,,,,,,,,,,,0.3365,466.0528893,,
,,,,,,,,,,,,,,,,,,,,0.337,10322.37889,,
,,,,,,,,,,,,,,,,,,,,0.3375,10215.17708,,
,,,,,,,,,,,,,,,,,,,,0.338,10179.11474,,
,,,,,,,,,,,,,,,,,,,,0.3385,10413.96149,,
,,,,,,,,,,,,,,,,,,,,0.339,10267.86571,,
,,,,,,,,,,,,,,,,,,,,0.3395,10226.71416,,
,,,,,,,,,,,,,,,,,,,,0.34,493.5658674,,
,,,,,,,,,,,,,,,,,,,,0.3405,10367.74921,,
,,,,,,,,,,,,,,,,,,,,0.341,445.2602432,,
,,,,,,,,,,,,,,,,,,,,0.3415,10393.87204,,
,,,,,,,,,,,,,,,,,,,,0.342,10526.58742,,
,,,,,,,,,,,,,,,,,,,,0.3425,10374.30472,,
,,,,,,,,,,,,,,,,,,,,0.343,10263.0084,,
,,,,,,,,,,,,,,,,,,,,0.3435,10312.89189,,
,,,,,,,,,,,,,,,,,,,,0.344,10246.01455,,
,,,,,,,,,,,,,,,,,,,,0.3445,10388.52245,,
,,,,,,,,,,,,,,,,,,,,0.345,697.9963965,,
,,,,,,,,,,,,,,,,,,,,0.3455,10294.95049,,
,,,,,,,,,,,,,,,,,,,,0.346,329.5686934,,
,,,,,,,,,,,,,,,,,,,,0.3465,10371.22043,,
,,,,,,,,,,,,,,,,,,,,0.347,10335.92103,,
,,,,,,,,,,,,,,,,,,,,0.3475,10462.191,,
,,,,,,,,,,,,,,,,,,,,0.348,448.4595304,,
,,,,,,,,,,,,,,,,,,,,0.3485,10226.80585,,
,,,,,,,,,,,,,,,,,,,,0.349,10396.49632,,
,,,,,,,,,,,,,,,,,,,,0.3495,10435.17729,,
,,,,,,,,,,,,,,,,,,,,0.35,10150.08802,,
,,,,,,,,,,,,,,,,,,,,0.3505,10412.82178,,
,,,,,,,,,,,,,,,,,,,,0.351,695.1119307,,
,,,,,,,,,,,,,,,,,,,,0.3515,10388.44601,,
,,,,,,,,,,,,,,,,,,,,0.352,451.7018476,,
,,,,,,,,,,,,,,,,,,,,0.3525,79.91347408,,
,,,,,,,,,,,,,,,,,,,,0.353,10328.22377,,
,,,,,,,,,,,,,,,,,,,,0.3535,10283.99078,,
,,,,,,,,,,,,,,,,,,,,0.354,3696.20055,,
,,,,,,,,,,,,,,,,,,,,0.3545,10238.07414,,
,,,,,,,,,,,,,,,,,,,,0.355,10498.49796,,
,,,,,,,,,,,,,,,,,,,,0.3555,10375.80102,,
,,,,,,,,,,,,,,,,,,,,0.356,236.9422738,,
,,,,,,,,,,,,,,,,,,,,0.3565,10573.3008,,
,,,,,,,,,,,,,,,,,,,,0.357,10444.45899,,
,,,,,,,,,,,,,,,,,,,,0.3575,10447.0916,,
,,,,,,,,,,,,,,,,,,,,0.358,10317.56507,,
,,,,,,,,,,,,,,,,,,,,0.3585,10595.69724,,
,,,,,,,,,,,,,,,,,,,,0.359,10638.26899,,
,,,,,,,,,,,,,,,,,,,,0.3595,493.6331375,,
,,,,,,,,,,,,,,,,,,,,0.36,10596.3357,,
,,,,,,,,,,,,,,,,,,,,0.3605,174.829542,,
,,,,,,,,,,,,,,,,,,,,0.361,10529.14073,,
,,,,,,,,,,,,,,,,,,,,0.3615,10356.78095,,
,,,,,,,,,,,,,,,,,,,,0.362,10426.39415,,
,,,,,,,,,,,,,,,,,,,,0.3625,4590.066149,,
,,,,,,,,,,,,,,,,,,,,0.363,10364.70048,,
,,,,,,,,,,,,,,,,,,,,0.3635,10384.42944,,
,,,,,,,,,,,,,,,,,,,,0.364,10516.53164,,
,,,,,,,,,,,,,,,,,,,,0.3645,10385.66198,,
,,,,,,,,,,,,,,,,,,,,0.365,868.1046734,,
,,,,,,,,,,,,,,,,,,,,0.3655,168.2088043,,
,,,,,,,,,,,,,,,,,,,,0.366,178.2036883,,
,,,,,,,,,,,,,,,,,,,,0.3665,10568.96395,,
,,,,,,,,,,,,,,,,,,,,0.367,10566.92008,,
,,,,,,,,,,,,,,,,,,,,0.3675,10451.21941,,
,,,,,,,,,,,,,,,,,,,,0.368,157.295663,,
,,,,,,,,,,,,,,,,,,,,0.3685,184.5981625,,
,,,,,,,,,,,,,,,,,,,,0.369,196.8779293,,
,,,,,,,,,,,,,,,,,,,,0.3695,10495.19298,,
,,,,,,,,,,,,,,,,,,,,0.37,10397.71726,,
,,,,,,,,,,,,,,,,,,,,0.3705,167.4510561,,
,,,,,,,,,,,,,,,,,,,,0.371,10451.62682,,
,,,,,,,,,,,,,,,,,,,,0.3715,10511.36236,,
,,,,,,,,,,,,,,,,,,,,0.372,10629.34575,,
,,,,,,,,,,,,,,,,,,,,0.3725,10307.28661,,
,,,,,,,,,,,,,,,,,,,,0.373,892.9721903,,
,,,,,,,,,,,,,,,,,,,,0.3735,10526.70179,,
,,,,,,,,,,,,,,,,,,,,0.374,10530.56063,,
,,,,,,,,,,,,,,,,,,,,0.3745,10649.15383,,
,,,,,,,,,,,,,,,,,,,,0.375,10375.02953,,
,,,,,,,,,,,,,,,,,,,,0.3755,10675.28756,,
,,,,,,,,,,,,,,,,,,,,0.376,10528.58647,,
,,,,,,,,,,,,,,,,,,,,0.3765,10464.59492,,
,,,,,,,,,,,,,,,,,,,,0.377,10477.57888,,
,,,,,,,,,,,,,,,,,,,,0.3775,10418.21452,,
,,,,,,,,,,,,,,,,,,,,0.378,10548.03875,,
,,,,,,,,,,,,,,,,,,,,0.3785,10497.88913,,
,,,,,,,,,,,,,,,,,,,,0.379,10628.93291,,
,,,,,,,,,,,,,,,,,,,,0.3795,10402.37367,,
,,,,,,,,,,,,,,,,,,,,0.38,10565.55815,,
,,,,,,,,,,,,,,,,,,,,0.3805,10529.76889,,
,,,,,,,,,,,,,,,,,,,,0.381,10437.93511,,
,,,,,,,,,,,,,,,,,,,,0.3815,10598.02154,,
,,,,,,,,,,,,,,,,,,,,0.382,222.4953251,,
,,,,,,,,,,,,,,,,,,,,0.3825,10586.33371,,
,,,,,,,,,,,,,,,,,,,,0.383,10561.34812,,
,,,,,,,,,,,,,,,,,,,,0.3835,10430.68299,,
,,,,,,,,,,,,,,,,,,,,0.384,10542.4066,,
,,,,,,,,,,,,,,,,,,,,0.3845,374.1381645,,
,,,,,,,,,,,,,,,,,,,,0.385,10508.10659,,
,,,,,,,,,,,,,,,,,,,,0.3855,10269.12462,,
,,,,,,,,,,,,,,,,,,,,0.386,177.5056047,,
,,,,,,,,,,,,,,,,,,,,0.3865,10457.77085,,
,,,,,,,,,,,,,,,,,,,,0.387,10576.26293,,
,,,,,,,,,,,,,,,,,,,,0.3875,10491.02621,,
,,,,,,,,,,,,,,,,,,,,0.388,367.1076299,,
,,,,,,,,,,,,,,,,,,,,0.3885,10681.46218,,
,,,,,,,,,,,,,,,,,,,,0.389,10684.28631,,
,,,,,,,,,,,,,,,,,,,,0.3895,134.2437992,,
,,,,,,,,,,,,,,,,,,,,0.39,5344.018054,,
,,,,,,,,,,,,,,,,,,,,0.3905,10751.44376,,
,,,,,,,,,,,,,,,,,,,,0.391,10412.65474,,
,,,,,,,,,,,,,,,,,,,,0.3915,10642.85706,,
,,,,,,,,,,,,,,,,,,,,0.392,10585.07713,,
,,,,,,,,,,,,,,,,,,,,0.3925,184.6376549,,
,,,,,,,,,,,,,,,,,,,,0.393,10734.47566,,
,,,,,,,,,,,,,,,,,,,,0.3935,10641.5958,,
,,,,,,,,,,,,,,,,,,,,0.394,10478.61777,,
,,,,,,,,,,,,,,,,,,,,0.3945,10607.98279,,
,,,,,,,,,,,,,,,,,,,,0.395,126.551044,,
,,,,,,,,,,,,,,,,,,,,0.3955,10686.94904,,
,,,,,,,,,,,,,,,,,,,,0.396,10547.7268,,
,,,,,,,,,,,,,,,,,,,,0.3965,10530.60644,,
,,,,,,,,,,,,,,,,,,,,0.397,10605.89194,,
,,,,,,,,,,,,,,,,,,,,0.3975,5875.524039,,
,,,,,,,,,,,,,,,,,,,,0.398,10534.28941,,
,,,,,,,,,,,,,,,,,,,,0.3985,10377.75881,,
,,,,,,,,,,,,,,,,,,,,0.399,10499.11993,,
,,,,,,,,,,,,,,,,,,,,0.3995,9373.923777,,
,,,,,,,,,,,,,,,,,,,,0.4,10534.10864,,
,,,,,,,,,,,,,,,,,,,,0.4005,10410.58378,,
,,,,,,,,,,,,,,,,,,,,0.401,10435.32903,,
,,,,,,,,,,,,,,,,,,,,0.4015,10372.31344,,
,,,,,,,,,,,,,,,,,,,,0.402,10528.92407,,
,,,,,,,,,,,,,,,,,,,,0.4025,10483.16625,,
,,,,,,,,,,,,,,,,,,,,0.403,217.6246698,,
,,,,,,,,,,,,,,,,,,,,0.4035,10512.62101,,
,,,,,,,,,,,,,,,,,,,,0.404,10424.39197,,
,,,,,,,,,,,,,,,,,,,,0.4045,10561.28363,,
,,,,,,,,,,,,,,,,,,,,0.405,10719.3437,,
,,,,,,,,,,,,,,,,,,,,0.4055,10515.03772,,
,,,,,,,,,,,,,,,,,,,,0.406,10515.77462,,
,,,,,,,,,,,,,,,,,,,,0.4065,258.4088355,,
,,,,,,,,,,,,,,,,,,,,0.407,10491.38941,,
,,,,,,,,,,,,,,,,,,,,0.4075,10364.69579,,
,,,,,,,,,,,,,,,,,,,,0.408,10627.76966,,
,,,,,,,,,,,,,,,,,,,,0.4085,122.6232933,,
,,,,,,,,,,,,,,,,,,,,0.409,10692.91966,,
,,,,,,,,,,,,,,,,,,,,0.4095,122.2078686,,
,,,,,,,,,,,,,,,,,,,,0.41,125.6278221,,
,,,,,,,,,,,,,,,,,,,,0.4105,119.9549194,,
,,,,,,,,,,,,,,,,,,,,0.411,108.9702914,,
,,,,,,,,,,,,,,,,,,,,0.4115,10079.81998,,
,,,,,,,,,,,,,,,,,,,,0.412,10505.24224,,
,,,,,,,,,,,,,,,,,,,,0.4125,106.2972984,,
,,,,,,,,,,,,,,,,,,,,0.413,10444.12729,,
,,,,,,,,,,,,,,,,,,,,0.4135,10329.61363,,
,,,,,,,,,,,,,,,,,,,,0.414,10207.34139,,
,,,,,,,,,,,,,,,,,,,,0.4145,9681.175409,,
,,,,,,,,,,,,,,,,,,,,0.415,10373.07277,,
,,,,,,,,,,,,,,,,,,,,0.4155,351.4825971,,
,,,,,,,,,,,,,,,,,,,,0.416,3324.628274,,
,,,,,,,,,,,,,,,,,,,,0.4165,10474.00039,,
,,,,,,,,,,,,,,,,,,,,0.417,10467.07271,,
,,,,,,,,,,,,,,,,,,,,0.4175,10601.21096,,
,,,,,,,,,,,,,,,,,,,,0.418,10650.28582,,
,,,,,,,,,,,,,,,,,,,,0.4185,10702.06993,,
,,,,,,,,,,,,,,,,,,,,0.419,10577.22228,,
,,,,,,,,,,,,,,,,,,,,0.4195,353.8889837,,
,,,,,,,,,,,,,,,,,,,,0.42,10581.61678,,
,,,,,,,,,,,,,,,,,,,,0.4205,10662.49248,,
,,,,,,,,,,,,,,,,,,,,0.421,10443.62807,,
,,,,,,,,,,,,,,,,,,,,0.4215,10532.43024,,
,,,,,,,,,,,,,,,,,,,,0.422,10370.79451,,
,,,,,,,,,,,,,,,,,,,,0.4225,10463.0505,,
,,,,,,,,,,,,,,,,,,,,0.423,10656.31918,,
,,,,,,,,,,,,,,,,,,,,0.4235,10625.3863,,
,,,,,,,,,,,,,,,,,,,,0.424,10674.14338,,
,,,,,,,,,,,,,,,,,,,,0.4245,10539.10487,,
,,,,,,,,,,,,,,,,,,,,0.425,10524.59336,,
,,,,,,,,,,,,,,,,,,,,0.4255,10461.2008,,
,,,,,,,,,,,,,,,,,,,,0.426,10466.30849,,
,,,,,,,,,,,,,,,,,,,,0.4265,10582.32099,,
,,,,,,,,,,,,,,,,,,,,0.427,108.8509997,,
,,,,,,,,,,,,,,,,,,,,0.4275,10523.35831,,
,,,,,,,,,,,,,,,,,,,,0.428,10485.21602,,
,,,,,,,,,,,,,,,,,,,,0.4285,10649.99036,,
,,,,,,,,,,,,,,,,,,,,0.429,10703.62343,,
,,,,,,,,,,,,,,,,,,,,0.4295,10603.72592,,
,,,,,,,,,,,,,,,,,,,,0.43,10542.99673,,
,,,,,,,,,,,,,,,,,,,,0.4305,346.4002667,,
,,,,,,,,,,,,,,,,,,,,0.431,10607.10338,,
,,,,,,,,,,,,,,,,,,,,0.4315,10695.82008,,
,,,,,,,,,,,,,,,,,,,,0.432,10582.54514,,
,,,,,,,,,,,,,,,,,,,,0.4325,10397.81988,,
,,,,,,,,,,,,,,,,,,,,0.433,10527.51052,,
,,,,,,,,,,,,,,,,,,,,0.4335,10715.73556,,
,,,,,,,,,,,,,,,,,,,,0.434,10727.32635,,
,,,,,,,,,,,,,,,,,,,,0.4345,10575.91854,,
,,,,,,,,,,,,,,,,,,,,0.435,10519.00149,,
,,,,,,,,,,,,,,,,,,,,0.4355,138.7489606,,
,,,,,,,,,,,,,,,,,,,,0.436,10601.43467,,
,,,,,,,,,,,,,,,,,,,,0.4365,10640.57589,,
,,,,,,,,,,,,,,,,,,,,0.437,10713.97364,,
,,,,,,,,,,,,,,,,,,,,0.4375,10615.10588,,
,,,,,,,,,,,,,,,,,,,,0.438,10641.18306,,
,,,,,,,,,,,,,,,,,,,,0.4385,10635.61853,,
,,,,,,,,,,,,,,,,,,,,0.439,10695.28012,,
,,,,,,,,,,,,,,,,,,,,0.4395,10645.95782,,
,,,,,,,,,,,,,,,,,,,,0.44,249.2478885,,
,,,,,,,,,,,,,,,,,,,,0.4405,10540.21584,,
,,,,,,,,,,,,,,,,,,,,0.441,3845.811833,,
,,,,,,,,,,,,,,,,,,,,0.4415,10337.35683,,
,,,,,,,,,,,,,,,,,,,,0.442,10443.05962,,
,,,,,,,,,,,,,,,,,,,,0.4425,313.98107,,
,,,,,,,,,,,,,,,,,,,,0.443,10757.81032,,
,,,,,,,,,,,,,,,,,,,,0.4435,10655.37039,,
,,,,,,,,,,,,,,,,,,,,0.444,10662.55416,,
,,,,,,,,,,,,,,,,,,,,0.4445,10558.29548,,
,,,,,,,,,,,,,,,,,,,,0.445,10569.57505,,
,,,,,,,,,,,,,,,,,,,,0.4455,10746.24775,,
,,,,,,,,,,,,,,,,,,,,0.446,10619.80168,,
,,,,,,,,,,,,,,,,,,,,0.4465,10497.04981,,
,,,,,,,,,,,,,,,,,,,,0.447,10646.01838,,
,,,,,,,,,,,,,,,,,,,,0.4475,2906.663417,,
,,,,,,,,,,,,,,,,,,,,0.448,10593.60722,,
,,,,,,,,,,,,,,,,,,,,0.4485,10639.35871,,
,,,,,,,,,,,,,,,,,,,,0.449,10704.37635,,
,,,,,,,,,,,,,,,,,,,,0.4495,10709.54634,,
,,,,,,,,,,,,,,,,,,,,0.45,216.6800597,,
,,,,,,,,,,,,,,,,,,,,0.4505,10859.50233,,
,,,,,,,,,,,,,,,,,,,,0.451,10546.34793,,
,,,,,,,,,,,,,,,,,,,,0.4515,10729.91895,,
,,,,,,,,,,,,,,,,,,,,0.452,10764.7544,,
,,,,,,,,,,,,,,,,,,,,0.4525,10691.3987,,
,,,,,,,,,,,,,,,,,,,,0.453,10575.52221,,
,,,,,,,,,,,,,,,,,,,,0.4535,10703.76063,,
,,,,,,,,,,,,,,,,,,,,0.454,10840.40017,,
,,,,,,,,,,,,,,,,,,,,0.4545,10707.68007,,
,,,,,,,,,,,,,,,,,,,,0.455,114.2518509,,
,,,,,,,,,,,,,,,,,,,,0.4555,10752.82219,,
,,,,,,,,,,,,,,,,,,,,0.456,479.2286738,,
,,,,,,,,,,,,,,,,,,,,0.4565,10715.44092,,
,,,,,,,,,,,,,,,,,,,,0.457,10717.93461,,
,,,,,,,,,,,,,,,,,,,,0.4575,10610.62756,,
,,,,,,,,,,,,,,,,,,,,0.458,10751.34106,,
,,,,,,,,,,,,,,,,,,,,0.4585,10660.49319,,
,,,,,,,,,,,,,,,,,,,,0.459,10801.77646,,
,,,,,,,,,,,,,,,,,,,,0.4595,10817.39191,,
,,,,,,,,,,,,,,,,,,,,0.46,10798.40003,,
,,,,,,,,,,,,,,,,,,,,0.4605,10908.04456,,
,,,,,,,,,,,,,,,,,,,,0.461,10764.54891,,
,,,,,,,,,,,,,,,,,,,,0.4615,10933.03748,,
,,,,,,,,,,,,,,,,,,,,0.462,10640.51608,,
,,,,,,,,,,,,,,,,,,,,0.4625,10709.21861,,
,,,,,,,,,,,,,,,,,,,,0.463,10650.23465,,
,,,,,,,,,,,,,,,,,,,,0.4635,10797.07824,,
,,,,,,,,,,,,,,,,,,,,0.464,10760.34389,,
,,,,,,,,,,,,,,,,,,,,0.4645,10801.79398,,
,,,,,,,,,,,,,,,,,,,,0.465,10769.35562,,
,,,,,,,,,,,,,,,,,,,,0.4655,10890.12615,,
,,,,,,,,,,,,,,,,,,,,0.466,10765.25244,,
,,,,,,,,,,,,,,,,,,,,0.4665,10946.33268,,
,,,,,,,,,,,,,,,,,,,,0.467,10802.83574,,
,,,,,,,,,,,,,,,,,,,,0.4675,10811.83758,,
,,,,,,,,,,,,,,,,,,,,0.468,10828.35565,,
,,,,,,,,,,,,,,,,,,,,0.4685,10696.70144,,
,,,,,,,,,,,,,,,,,,,,0.469,10802.45162,,
,,,,,,,,,,,,,,,,,,,,0.4695,10870.25304,,
,,,,,,,,,,,,,,,,,,,,0.47,10779.07256,,
,,,,,,,,,,,,,,,,,,,,0.4705,10793.52118,,
,,,,,,,,,,,,,,,,,,,,0.471,10790.21722,,
,,,,,,,,,,,,,,,,,,,,0.4715,10803.28984,,
,,,,,,,,,,,,,,,,,,,,0.472,10782.353,,
,,,,,,,,,,,,,,,,,,,,0.4725,10795.31129,,
,,,,,,,,,,,,,,,,,,,,0.473,10799.3317,,
,,,,,,,,,,,,,,,,,,,,0.4735,10740.06838,,
,,,,,,,,,,,,,,,,,,,,0.474,10781.83284,,
,,,,,,,,,,,,,,,,,,,,0.4745,10799.80326,,
,,,,,,,,,,,,,,,,,,,,0.475,10901.19205,,
