SAC Flow-T,,SAC Flow-G,,FlowRL,,DIME,,QSM,,SAC,,PPO,,MaxEntDP,,,,TD3,,Crossq,,SMPO,,,,QVPO,,,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,MIN,MAX,X,Y,X,Y,X,Y,MIN,MAX,X,Y,MIN,MAX
,,,,,,,,,,,,,,,,,,,,,,,,,,0.183,1595.401733,1595.401733,1595.401733
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1835,1521.788696,1521.788696,1521.788696
,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,4377.730469,4377.730469,4377.730469
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1845,3513.377197,3513.377197,3513.377197
,,,,,,,,,,,,,,,,,,,,,,,,,,0.185,5199.75,5199.75,5199.75
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1855,6707.591309,6707.591309,6707.591309
,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,22951.71484,22951.71484,22951.71484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1865,7584.440776,896.0169678,22509.20703
,,,,,,,,,,,,,,,,,,,,,,,,,,0.187,1792.575684,1792.575684,1792.575684
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1875,24513.54883,24513.54883,24513.54883
,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,17661.00586,17661.00586,17661.00586
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1885,8317.558594,8317.558594,8317.558594
,,,,,,,,,,,,,,,,,,,,,,,,,,0.189,6050.29248,6050.29248,6050.29248
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1895,567.0886841,567.0886841,567.0886841
,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,15226.25293,15226.25293,15226.25293
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1905,15804.57798,263.4638367,32138.34375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.191,1434.415283,1434.415283,1434.415283
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1915,2936.561035,2936.561035,2936.561035
,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,7213.484375,7213.484375,7213.484375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1925,24812.75781,24812.75781,24812.75781
,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,23075.57422,23075.57422,23075.57422
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1935,28721.45898,28721.45898,28721.45898
,,,,,,,,,,,,,,,,,,,,,,,,,,0.194,4962.207642,875.9354858,20237.63086
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1945,20052.25977,20052.25977,20052.25977
,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,12542.34863,12542.34863,12542.34863
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1955,19245.81836,19245.81836,19245.81836
,,,,,,,,,,,,,,,,,,,,,,,,,,0.196,4063.814697,4063.814697,4063.814697
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1965,20687.57227,20687.57227,20687.57227
,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,24875.03906,24875.03906,24875.03906
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1975,583.8051758,583.8051758,583.8051758
,,,,,,,,,,,,,,,,,,,,,,,,,,0.198,7729.315735,1129.512329,25662.39844
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1985,23852.99805,23852.99805,23852.99805
,,,,,,,,,,,,,,,,,,,,,,,,,,0.199,26391.68945,26391.68945,26391.68945
,,,,,,,,,,,,,,,,,,,,,,,,,,0.1995,25567.7832,25567.7832,25567.7832
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,26025.31055,26025.31055,26025.31055
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2005,31161.10938,31161.10938,31161.10938
,,,,,,,,,,,,,,,,,,,,,,,,,,0.201,31599.19531,31599.19531,31599.19531
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2015,10141.88867,10141.88867,10141.88867
,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,12507.40487,749.9210205,28471.54297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2025,30333.21289,30333.21289,30333.21289
,,,,,,,,,,,,,,,,,,,,,,,,,,0.203,1420.697021,1420.697021,1420.697021
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2035,3489.31543,3489.31543,3489.31543
,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,4746.544434,4746.544434,4746.544434
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2045,14983.87695,14983.87695,14983.87695
,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,2124.285156,2124.285156,2124.285156
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2055,6840.515363,1072.539673,20198.95508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.206,1031.032593,1031.032593,1031.032593
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2065,972.4371948,972.4371948,972.4371948
,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,904.9677734,904.9677734,904.9677734
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2075,380.0271912,380.0271912,380.0271912
,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,4852.587402,4852.587402,4852.587402
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2085,1845.65332,1845.65332,1845.65332
,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,67.56099701,67.56099701,67.56099701
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2095,12598.78033,838.9006348,33480.84766
,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,4793.372559,4793.372559,4793.372559
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2105,1745.194702,1745.194702,1745.194702
,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,164.3079071,164.3079071,164.3079071
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2115,232.6797791,232.6797791,232.6797791
,,,,,,,,,,,,,,,,,,,,,,,,,,0.212,2393.041016,2393.041016,2393.041016
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125,216.2462006,216.2462006,216.2462006
,,,,,,,,,,,,,,,,,,,,,,,,,,0.213,1413.405273,1413.405273,1413.405273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2135,15736.48563,260.1196594,31121.33008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.214,3484.71167,3484.71167,3484.71167
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2145,994.0565796,994.0565796,994.0565796
,,,,,,,,,,,,,,,,,,,,,,,,,,0.215,18097.78906,18097.78906,18097.78906
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2155,1532.351929,1532.351929,1532.351929
,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,15897.94238,15897.94238,15897.94238
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2165,1456.350464,1456.350464,1456.350464
,,,,,,,,,,,,,,,,,,,,,,,,,,0.217,12376.62885,1291.357544,23454.05078
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2175,18917.97461,18917.97461,18917.97461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,9286.727539,9286.727539,9286.727539
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2185,21233.95703,21233.95703,21233.95703
,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,11303.07227,11303.07227,11303.07227
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2195,19196.74414,19196.74414,19196.74414
,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,5664.5625,5664.5625,5664.5625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2205,735.4023438,735.4023438,735.4023438
,,,,,,,,,,,,,,,,,,,,,,,,,,0.221,17016.29395,849.1987305,36376.15234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2215,22762.38477,22762.38477,22762.38477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,24506.60156,24506.60156,24506.60156
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2225,14760.45117,14760.45117,14760.45117
,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,17149.83789,17149.83789,17149.83789
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2235,22145.77539,22145.77539,22145.77539
,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,4774.076172,4774.076172,4774.076172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2245,10513.69141,10513.69141,10513.69141
,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,9067.573438,397.2160339,37582.31641
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2255,3686.492432,3686.492432,3686.492432
,,,,,,,,,,,,,,,,,,,,,,,,,,0.226,4529.079102,4529.079102,4529.079102
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2265,4825.232422,4825.232422,4825.232422
,,,,,,,,,,,,,,,,,,,,,,,,,,0.227,2081.894043,2081.894043,2081.894043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2275,4962.452637,4962.452637,4962.452637
,,,,,,,,,,,,,,,,,,,,,,,,,,0.228,1504.089966,1504.089966,1504.089966
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2285,11258.67699,403.6393433,25717.69141
,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,325.5047302,325.5047302,325.5047302
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2295,560.9962158,560.9962158,560.9962158
,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,19618.64844,19618.64844,19618.64844
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2305,9177.555664,9177.555664,9177.555664
,,,,,,,,,,,,,,,,,,,,,,,,,,0.231,14882.17773,14882.17773,14882.17773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2315,512.9050293,512.9050293,512.9050293
,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,22190.85742,22190.85742,22190.85742
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2325,9115.552938,520.126709,23548.01758
,,,,,,,,,,,,,,,,,,,,,,,,,,0.233,3782.548828,3782.548828,3782.548828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2335,796.9798584,796.9798584,796.9798584
,,,,,,,,,,,,,,,,,,,,,,,,,,0.234,544.3389893,544.3389893,544.3389893
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2345,6862.241699,6862.241699,6862.241699
,,,,,,,,,,,,,,,,,,,,,,,,,,0.235,20175.77539,20175.77539,20175.77539
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2355,15174.15625,15174.15625,15174.15625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,22214.51172,22214.51172,22214.51172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2365,14072.10986,1698.414063,25598.82422
,,,,,,,,,,,,,,,,,,,,,,,,,,0.237,20652.54297,20652.54297,20652.54297
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2375,22091.73828,22091.73828,22091.73828
,,,,,,,,,,,,,,,,,,,,,,,,,,0.238,360.0464172,360.0464172,360.0464172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2385,745.4743042,745.4743042,745.4743042
,,,,,,,,,,,,,,,,,,,,,,,,,,0.239,11468.90234,11468.90234,11468.90234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2395,17214.66016,17214.66016,17214.66016
,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,6465.220607,597.3676147,22190.5918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2405,5228.342773,5228.342773,5228.342773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.241,3329.14502,3329.14502,3329.14502
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2415,5296.697754,5296.697754,5296.697754
,,,,,,,,,,,,,,,,,,,,,,,,,,0.242,3506.004395,3506.004395,3506.004395
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2425,25172.30273,25172.30273,25172.30273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,8914.668945,8914.668945,8914.668945
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2435,21213.42773,21213.42773,21213.42773
,,,,,,,,,,,,,,,,,,,,,,,,,,0.244,14919.99621,316.2462769,30041.58008
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2445,26868.38477,26868.38477,26868.38477
,,,,,,,,,,,,,,,,,,,,,,,,,,0.245,5268.669434,5268.669434,5268.669434
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2455,391.7042542,391.7042542,391.7042542
,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,2228.395264,2228.395264,2228.395264
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2465,6562.556152,6562.556152,6562.556152
,,,,,,,,,,,,,,,,,,,,,,,,,,0.247,2337.885986,2337.885986,2337.885986
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2475,7561.491211,7561.491211,7561.491211
,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,12511.59214,463.4082031,28939.9082
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2485,1370.002075,1370.002075,1370.002075
,,,,,,,,,,,,,,,,,,,,,,,,,,0.249,1140.677246,1140.677246,1140.677246
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2495,3934.393799,3934.393799,3934.393799
,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,5996.794922,5996.794922,5996.794922
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2505,1091.744751,1091.744751,1091.744751
,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,15324.20117,15324.20117,15324.20117
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2515,9174.819144,718.6682129,22001.83789
,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,358.0592041,358.0592041,358.0592041
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2525,3516.4375,3516.4375,3516.4375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,2261.759277,2261.759277,2261.759277
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2535,1168.448608,1168.448608,1168.448608
,,,,,,,,,,,,,,,,,,,,,,,,,,0.254,5723.901855,5723.901855,5723.901855
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2545,792.6467285,792.6467285,792.6467285
,,,,,,,,,,,,,,,,,,,,,,,,,,0.255,1328.722656,1328.722656,1328.722656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2555,5034.509786,525.489502,14666.40234
,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,1308.682983,1308.682983,1308.682983
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2565,2156.256104,2156.256104,2156.256104
,,,,,,,,,,,,,,,,,,,,,,,,,,0.257,367.1748047,367.1748047,367.1748047
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2575,510.5461121,510.5461121,510.5461121
,,,,,,,,,,,,,,,,,,,,,,,,,,0.258,1325.386963,1325.386963,1325.386963
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2585,386.5611877,386.5611877,386.5611877
,,,,,,,,,,,,,,,,,,,,,,,,,,0.259,698.2047119,698.2047119,698.2047119
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2595,10146.48914,302.6452026,26816.875
,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,789.6798096,789.6798096,789.6798096
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2605,1302.05603,1302.05603,1302.05603
,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,1405.392212,1405.392212,1405.392212
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2615,594.5435791,594.5435791,594.5435791
,,,,,,,,,,,,,,,,,,,,,,,,,,0.262,1528.205322,1528.205322,1528.205322
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2625,3164.958496,3164.958496,3164.958496
,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,14751.57108,2357.312988,21108.75195
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2635,5288.428711,5288.428711,5288.428711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,765.9181519,765.9181519,765.9181519
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2645,1194.043457,1194.043457,1194.043457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.265,22308.55273,22308.55273,22308.55273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2655,16284.02051,16284.02051,16284.02051
,,,,,,,,,,,,,,,,,,,,,,,,,,0.266,21185.48633,21185.48633,21185.48633
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2665,3220.848145,3220.848145,3220.848145
,,,,,,,,,,,,,,,,,,,,,,,,,,0.267,17779.78451,8082.322266,21892.8457
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2675,8467.216797,8467.216797,8467.216797
,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,24591.49219,24591.49219,24591.49219
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2685,1135.464722,1135.464722,1135.464722
,,,,,,,,,,,,,,,,,,,,,,,,,,0.269,10261.70508,10261.70508,10261.70508
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2695,30227.55273,30227.55273,30227.55273
,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,11270.91309,11270.91309,11270.91309
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2705,5458.105957,5458.105957,5458.105957
,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,11223.77329,499.0419617,36754.46484
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2715,2315.915283,2315.915283,2315.915283
,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,165.7061768,165.7061768,165.7061768
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2725,20067.91602,20067.91602,20067.91602
,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,3524.646973,3524.646973,3524.646973
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2735,7190.538086,7190.538086,7190.538086
,,,,,,,,,,,,,,,,,,,,,,,,,,0.274,1357.836792,1357.836792,1357.836792
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2745,7795.220956,607.4746094,31528.83398
,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,4614.140625,4614.140625,4614.140625
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2755,1393.302002,1393.302002,1393.302002
,,,,,,,,,,,,,,,,,,,,,,,,,,0.276,1117.446533,1117.446533,1117.446533
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2765,2512.520752,2512.520752,2512.520752
,,,,,,,,,,,,,,,,,,,,,,,,,,0.277,8097.612305,8097.612305,8097.612305
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2775,8908.69043,8908.69043,8908.69043
,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,4557.689941,4557.689941,4557.689941
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2785,10787.51073,485.2365112,24823.43164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.279,7551.721191,7551.721191,7551.721191
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2795,2712.715088,2712.715088,2712.715088
,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,534.7459106,534.7459106,534.7459106
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2805,1145.463623,1145.463623,1145.463623
,,,,,,,,,,,,,,,,,,,,,,,,,,0.281,26322.02344,26322.02344,26322.02344
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2815,12304.72461,12304.72461,12304.72461
,,,,,,,,,,,,,,,,,,,,,,,,,,0.282,4760.070313,4760.070313,4760.070313
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2825,7884.514605,841.1835327,20518.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.283,273.6066284,273.6066284,273.6066284
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2835,13964.78906,13964.78906,13964.78906
,,,,,,,,,,,,,,,,,,,,,,,,,,0.284,389.8884583,389.8884583,389.8884583
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2845,1239.278442,1239.278442,1239.278442
,,,,,,,,,,,,,,,,,,,,,,,,,,0.285,456.0710144,456.0710144,456.0710144
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2855,633.2218628,633.2218628,633.2218628
,,,,,,,,,,,,,,,,,,,,,,,,,,0.286,5271.344055,346.600708,11591.35156
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2865,752.6703491,752.6703491,752.6703491
,,,,,,,,,,,,,,,,,,,,,,,,,,0.287,1651.612061,1651.612061,1651.612061
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2875,1812.494873,1812.494873,1812.494873
,,,,,,,,,,,,,,,,,,,,,,,,,,0.288,660.9555054,660.9555054,660.9555054
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2885,485.8739014,485.8739014,485.8739014
,,,,,,,,,,,,,,,,,,,,,,,,,,0.289,601.6315918,601.6315918,601.6315918
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2895,1504.29834,1504.29834,1504.29834
,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,9204.566035,400.9518738,24061.91406
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2905,261.8290405,261.8290405,261.8290405
,,,,,,,,,,,,,,,,,,,,,,,,,,0.291,1183.428711,1183.428711,1183.428711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2915,1131.397949,1131.397949,1131.397949
,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,409.6342468,409.6342468,409.6342468
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2925,707.0181274,707.0181274,707.0181274
,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,306.3033142,306.3033142,306.3033142
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2935,178.7713623,178.7713623,178.7713623
,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,7123.0177,720.2405396,21138.01172
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2945,216.6909637,216.6909637,216.6909637
,,,,,,,,,,,,,,,,,,,,,,,,,,0.295,453.3711548,453.3711548,453.3711548
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2955,512.6948242,512.6948242,512.6948242
,,,,,,,,,,,,,,,,,,,,,,,,,,0.296,1835.786133,1835.786133,1835.786133
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2965,968.2200317,968.2200317,968.2200317
,,,,,,,,,,,,,,,,,,,,,,,,,,0.297,997.1502686,997.1502686,997.1502686
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2975,4918.666831,399.5437927,14630.4873
,,,,,,,,,,,,,,,,,,,,,,,,,,0.298,901.8209229,901.8209229,901.8209229
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2985,1382.224731,1382.224731,1382.224731
,,,,,,,,,,,,,,,,,,,,,,,,,,0.299,1489.48645,1489.48645,1489.48645
,,,,,,,,,,,,,,,,,,,,,,,,,,0.2995,666.9517212,666.9517212,666.9517212
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,382.6873779,382.6873779,382.6873779
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3005,1400.576416,1400.576416,1400.576416
,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,404.5397339,404.5397339,404.5397339
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3015,9287.886658,1215.246704,27486.2832
,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,1293.032349,1293.032349,1293.032349
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3025,216.1732941,216.1732941,216.1732941
,,,,,,,,,,,,,,,,,,,,,,,,,,0.303,440.0148315,440.0148315,440.0148315
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3035,1284.181885,1284.181885,1284.181885
,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,426.9860229,426.9860229,426.9860229
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3045,267.1264038,267.1264038,267.1264038
,,,,,,,,,,,,,,,,,,,,,,,,,,0.305,451.6972656,451.6972656,451.6972656
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3055,6427.095912,1015.37561,23498.2793
,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,143.0756531,143.0756531,143.0756531
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3065,160.3267975,160.3267975,160.3267975
,,,,,,,,,,,,,,,,,,,,,,,,,,0.307,209.7844849,209.7844849,209.7844849
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3075,81.56848907,81.56848907,81.56848907
,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,267.5429688,267.5429688,267.5429688
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3085,601.196228,601.196228,601.196228
,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,13761.66606,609.3331909,36146.42188
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3095,720.1173706,720.1173706,720.1173706
,,,,,,,,,,,,,,,,,,,,,,,,,,0.31,3336.726318,3336.726318,3336.726318
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3105,2208.483887,2208.483887,2208.483887
,,,,,,,,,,,,,,,,,,,,,,,,,,0.311,3232.462158,3232.462158,3232.462158
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3115,7195.57959,7195.57959,7195.57959
,,,,,,,,,,,,,,,,,,,,,,,,,,0.312,8190.359375,8190.359375,8190.359375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3125,1052.678711,1052.678711,1052.678711
,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,14740.32869,734.4207153,27702.20898
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3135,2175.365723,2175.365723,2175.365723
,,,,,,,,,,,,,,,,,,,,,,,,,,0.314,180.5778046,180.5778046,180.5778046
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3145,153.735611,153.735611,153.735611
,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,3650.79541,3650.79541,3650.79541
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3155,1280.066772,1280.066772,1280.066772
,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,278.7341309,278.7341309,278.7341309
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3165,1103.183228,1103.183228,1103.183228
,,,,,,,,,,,,,,,,,,,,,,,,,,0.317,6754.77339,328.9301453,19030.59375
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3175,415.8157654,415.8157654,415.8157654
,,,,,,,,,,,,,,,,,,,,,,,,,,0.318,1027.25293,1027.25293,1027.25293
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3185,1435.249756,1435.249756,1435.249756
,,,,,,,,,,,,,,,,,,,,,,,,,,0.319,208.5570221,208.5570221,208.5570221
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195,474.304718,474.304718,474.304718
,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1585.723999,1585.723999,1585.723999
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3205,6653.615191,295.517395,27558.18164
,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,607.7522583,607.7522583,607.7522583
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3215,271.0840759,271.0840759,271.0840759
,,,,,,,,,,,,,,,,,,,,,,,,,,0.322,718.4047852,718.4047852,718.4047852
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3225,1294.575073,1294.575073,1294.575073
,,,,,,,,,,,,,,,,,,,,,,,,,,0.323,2911.516846,2911.516846,2911.516846
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3235,1834.775635,1834.775635,1834.775635
,,,,,,,,,,,,,,,,,,,,,,,,,,0.324,1785.523193,1785.523193,1785.523193
,,,,,,,,,,,,,,,,,,,,,,,,,,0.3245,5000.781682,268.2742004,14962.31152
,,,,,,,,,,,,,,,,,,,,,,,,,,0.325,2027.39917,2027.39917,2027.39917
