SMFP(Ours),,SMFP w/o CrossQ,,SAC Flow-T,,SAC Flow-G,,DIME,,Crossq,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.126,122.1738494,0.126,63.96160939,,,,,0.751494,135.29916,,,,
0.1265,92.04077082,0.1265,49.21047856,,,,,0.754488,136.126,,,,
0.127,126.1969265,0.127,51.22974569,,,,,0.757482,137.90327,,,,
0.1275,118.1545228,0.1275,51.32203047,,,,,0.760476,132.37468,,,,
0.128,122.2923188,0.128,49.85674779,,,,,0.76347,137.88579,,,,
0.1285,121.2682269,0.1285,47.11333175,,,,,0.766464,138.73715,,,,
0.129,131.3231255,0.129,52.99856209,,,,,0.769458,132.08667,,,,
0.1295,140.3751936,0.1295,49.94950738,,,,,0.772452,135.49054,,,,
0.13,134.0438073,0.13,49.14860478,,,,,0.775446,131.11522,,,,
0.1305,133.3787223,0.1305,54.81844124,,,,,0.77844,133.36745,,,,
0.131,107.2617334,0.131,53.23902444,,,,,0.781434,135.19095,,,,
0.1315,128.4877142,0.1315,57.54684345,,,,,0.784428,137.13097,,,,
0.132,132.6348379,0.132,64.16189129,,,,,0.787422,131.92168,,,,
0.1325,130.1620227,0.1325,59.23796651,,,,,0.790416,132.61778,,,,
0.133,129.7049367,0.133,54.93946753,,,,,0.79341,115.975,,,,
0.1335,125.8003296,0.1335,62.14748223,,,,,0.796404,131.47278,,,,
0.134,132.1690521,0.134,43.21418841,,,,,0.799398,131.92114,,,,
0.1345,110.1459084,0.1345,60.90839538,,,,,0.802392,105.00867,,,,
0.135,132.7899724,0.135,53.10523172,,,,,0.805386,47.109035,,,,
0.1355,133.8444372,0.1355,61.37631064,,,,,0.80838,137.5698,,,,
0.136,106.5460756,0.136,58.49104954,,,,,0.811374,130.2707,,,,
0.1365,130.2068285,0.1365,56.72928899,,,,,0.814368,135.7052,,,,
0.137,127.8419423,0.137,48.87850945,,,,,0.817362,130.68286,,,,
0.1375,125.6914888,0.1375,60.88214044,,,,,0.820356,132.45956,,,,
0.138,118.9825017,0.138,50.20403507,,,,,0.82335,116.740265,,,,
0.1385,138.5786429,0.1385,60.31733965,,,,,0.826344,138.55351,,,,
0.139,112.9519591,0.139,63.74379937,,,,,0.829338,136.28421,,,,
0.1395,131.4501474,0.1395,52.95505569,,,,,0.832332,132.73712,,,,
0.14,128.9811658,0.14,61.93190232,,,,,0.835326,134.08572,,,,
0.1405,129.2072242,0.1405,53.52860984,,,,,0.83832,137.00645,,,,
0.141,135.1254215,0.141,57.74109948,,,,,0.841314,141.66006,,,,
0.1415,88.00432745,0.1415,57.08067979,,,,,0.844308,127.78198,,,,
0.142,132.516688,0.142,58.22722081,,,,,0.847302,132.81676,,,,
0.1425,136.6734349,0.1425,50.77005181,,,,,0.850296,137.36317,,,,
0.143,126.4980649,0.143,50.03353471,,,,,0.85329,110.115715,,,,
0.1435,103.6862487,0.1435,61.49082293,,,,,0.856284,133.50076,,,,
0.144,135.7684184,0.144,64.05062443,,,,,0.859278,118.439835,,,,
0.1445,131.0799557,0.1445,66.21626794,,,,,0.862272,103.4561,,,,
0.145,131.9121581,0.145,67.36306475,,,,,0.865266,132.55545,,,,
0.1455,124.89792,0.1455,69.39506397,,,,,0.86826,136.00032,,,,
0.146,128.6304046,0.146,58.01087444,,,,,0.871254,127.21448,,,,
0.1465,120.946484,0.1465,54.34675908,,,,,0.874248,128.41895,,,,
0.147,114.3539803,0.147,54.64672563,,,,,0.877242,127.21634,,,,
0.1475,129.2342009,0.1475,71.67114061,,,,,0.880236,134.26193,,,,
0.148,112.4298181,0.148,67.3335203,,,,,0.88323,139.19685,,,,
0.1485,126.2602879,0.1485,58.17268563,,,,,0.886224,136.81718,,,,
0.149,107.9482151,0.149,39.78916264,,,,,0.889218,134.81693,,,,
0.1495,59.91677686,0.1495,58.34921896,,,,,0.892212,128.19347,,,,
0.15,103.3155634,0.15,41.55174891,,,,,0.895206,130.41348,,,,
0.1505,132.4264497,0.1505,41.10950972,,,,,0.8982,135.52908,,,,
0.151,132.6806046,0.151,58.13368012,,,,,0.901194,127.96355,,,,
0.1515,121.3728769,0.1515,61.06279141,,,,,0.904188,116.46417,,,,
0.152,125.6066684,0.152,72.17564813,,,,,0.907182,130.04245,,,,
0.1525,136.1671463,0.1525,68.13802243,,,,,0.910176,130.62991,,,,
0.153,129.5721399,0.153,68.3798888,,,,,0.91317,129.0472,,,,
0.1535,135.1379704,0.1535,81.35033052,,,,,0.916164,129.55211,,,,
0.154,128.3290792,0.154,80.82535379,,,,,0.919158,111.4724,,,,
0.1545,124.5568026,0.1545,76.61056621,,,,,0.922152,129.27618,,,,
0.155,106.2645625,0.155,78.16935175,,,,,0.925146,136.2802,,,,
0.1555,128.5915806,0.1555,57.31800618,,,,,0.92814,128.56967,,,,
0.156,68.60300678,0.156,82.00522744,,,,,0.931134,134.1589,,,,
0.1565,121.7695595,0.1565,97.33844489,,,,,0.934128,135.47957,,,,
0.157,135.8869884,0.157,101.5507061,,,,,0.937122,133.48076,,,,
0.1575,137.2424779,0.1575,90.44219366,,,,,0.940116,136.19907,,,,
0.158,126.6124321,0.158,106.1164172,,,,,0.94311,128.10812,,,,
0.1585,134.1422476,0.1585,94.83556319,,,,,0.946104,135.74706,,,,
0.159,130.9674855,0.159,97.81553363,,,,,0.949098,130.91585,,,,
0.1595,120.5887808,0.1595,99.47525353,,,,,0.952092,135.6021,,,,
0.16,126.0209405,0.16,84.95198101,,,,,0.955086,133.76286,,,,
0.1605,131.1678257,0.1605,112.2080936,,,,,0.95808,134.30638,,,,
0.161,124.4383847,0.161,118.7314501,,,,,0.961074,134.49971,,,,
0.1615,139.3167723,0.1615,118.6225967,,,,,0.964068,131.72736,,,,
0.162,130.876669,0.162,118.997817,,,,,0.967062,133.30931,,,,
0.1625,103.1890381,0.1625,112.8057734,,,,,0.970056,135.92183,,,,
0.163,27.27196342,0.163,114.3340664,,,,,0.97305,117.72859,,,,
0.1635,109.8736958,0.1635,115.8142153,,,,,0.976044,119.37057,,,,
0.164,122.8111377,0.164,120.2310138,,,,,0.979038,132.889,,,,
0.1645,117.2598362,0.1645,122.0547708,,,,,0.982032,133.56648,,,,
0.165,119.0796999,0.165,104.2719831,,,,,0.985026,133.63605,,,,
0.1655,130.0631168,0.1655,114.2141014,,,,,0.98802,129.20338,,,,
0.166,124.9165311,0.166,115.4070738,,,,,0.991014,132.85818,,,,
0.1665,117.2541075,0.1665,115.8822695,,,,,0.994008,133.96869,,,,
0.167,103.2417106,0.167,123.8960665,,,,,1,118.7605,,,,
0.1675,111.5453824,0.1675,117.5677032,,,,,,,,,,
0.168,140.5432984,0.168,123.7138992,,,,,,,,,,
0.1685,129.9057813,0.1685,110.2056868,,,,,,,,,,
0.169,136.08585,0.169,104.4204713,,,,,,,,,,
0.1695,134.5813134,0.1695,110.5795145,,,,,,,,,,
0.17,120.321156,0.17,112.8002708,,,,,,,,,,
0.1705,124.9918499,0.1705,113.9432291,,,,,,,,,,
0.171,130.6450102,0.171,105.8392842,,,,,,,,,,
0.1715,128.8249098,0.1715,100.838609,,,,,,,,,,
0.172,127.6396542,0.172,106.396322,,,,,,,,,,
0.1725,123.2334458,0.1725,105.361822,,,,,,,,,,
0.173,123.4678561,0.173,110.3877032,,,,,,,,,,
0.1735,110.7905181,0.1735,101.4940825,,,,,,,,,,
0.174,118.3046354,0.174,105.9309113,,,,,,,,,,
0.1745,123.260737,0.1745,111.6658789,,,,,,,,,,
0.175,129.4280554,0.175,110.7459397,,,,,,,,,,
0.1755,130.6698655,0.1755,115.678151,,,,,,,,,,
0.176,128.8498315,0.176,107.5388439,,,,,,,,,,
0.1765,123.5677885,0.1765,121.6944492,,,,,,,,,,
0.177,125.2172761,0.177,114.9585585,,,,,,,,,,
0.1775,123.5550245,0.1775,123.1044603,,,,,,,,,,
0.178,122.2391981,0.178,117.8081848,,,,,,,,,,
0.1785,133.550365,0.1785,120.8629565,,,,,,,,,,
0.179,117.1339969,0.179,118.5810788,,,,,,,,,,
0.1795,126.3324594,0.1795,121.9124102,,,,,,,,,,
0.18,124.3432569,0.18,118.8310143,,,,,,,,,,
0.1805,127.229546,0.1805,119.8393473,,,,,,,,,,
0.181,119.8001062,0.181,121.3012423,,,,,,,,,,
0.1815,109.8373415,0.1815,116.0569247,,,,,,,,,,
0.182,97.91039987,0.182,120.6758265,,,,,,,,,,
0.1825,129.1566636,0.1825,118.5888858,,,,,,,,,,
0.183,125.6689628,0.183,123.2515639,,,,,,,,,,
0.1835,135.4453701,0.1835,123.1300296,,,,,,,,,,
0.184,132.9409132,0.184,121.0423881,,,,,,,,,,
0.1845,117.7687778,0.1845,120.2086473,,,,,,,,,,
0.185,128.3674086,0.185,119.0841926,,,,,,,,,,
0.1855,129.7274875,0.1855,120.3904952,,,,,,,,,,
0.186,121.4601599,0.186,115.2487187,,,,,,,,,,
0.1865,135.3640958,0.1865,108.5118084,,,,,,,,,,
0.187,140.066888,0.187,118.7155953,,,,,,,,,,
0.1875,118.3509538,0.1875,123.1061141,,,,,,,,,,
0.188,124.6027033,0.188,111.2523965,,,,,,,,,,
0.1885,130.7819728,0.1885,110.4462744,,,,,,,,,,
0.189,107.3250942,0.189,119.4037514,,,,,,,,,,
0.1895,43.03083415,0.1895,120.4718636,,,,,,,,,,
0.19,21.77736077,0.19,114.1870261,,,,,,,,,,
0.1905,66.83092771,0.1905,113.0261466,,,,,,,,,,
0.191,116.0312275,0.191,111.5876414,,,,,,,,,,
0.1915,130.0082506,0.1915,122.4575086,,,,,,,,,,
0.192,125.7802994,0.192,125.8847352,,,,,,,,,,
0.1925,106.2649757,0.1925,115.5671639,,,,,,,,,,
0.193,138.9675494,0.193,107.6216793,,,,,,,,,,
0.1935,118.2241897,0.1935,114.0720619,,,,,,,,,,
0.194,129.8534901,0.194,110.3521691,,,,,,,,,,
0.1945,142.0052419,0.1945,116.4324458,,,,,,,,,,
0.195,131.4021136,0.195,111.9164606,,,,,,,,,,
0.1955,120.180047,0.1955,115.1482788,,,,,,,,,,
0.196,155.5498998,0.196,109.7272659,,,,,,,,,,
0.1965,137.4713133,0.1965,113.7989691,,,,,,,,,,
0.197,125.0033164,0.197,111.407969,,,,,,,,,,
0.1975,114.5366825,0.1975,114.2038343,,,,,,,,,,
0.198,134.737116,0.198,112.3265092,,,,,,,,,,
0.1985,124.5118869,0.1985,112.6015377,,,,,,,,,,
0.199,123.2503183,0.199,109.1076796,,,,,,,,,,
0.1995,133.1375836,0.1995,111.786191,,,,,,,,,,
0.2,117.0528928,0.2,114.4145768,,,,,,,,,,
0.2005,112.7355353,0.2005,115.1152052,,,,,,,,,,
0.201,137.4309299,0.201,115.8803386,,,,,,,,,,
0.2015,127.4608528,0.2015,113.9906787,,,,,,,,,,
0.202,133.1190608,0.202,114.3510302,,,,,,,,,,
0.2025,136.5086063,0.2025,113.4588847,,,,,,,,,,
0.203,142.1149522,0.203,113.2572747,,,,,,,,,,
0.2035,133.2659724,0.2035,113.5895979,,,,,,,,,,
0.204,130.6826443,0.204,111.6632837,,,,,,,,,,
0.2045,124.9811411,0.2045,110.6585707,,,,,,,,,,
0.205,135.4210495,0.205,116.0036901,,,,,,,,,,
0.2055,120.2836325,0.2055,121.3656028,,,,,,,,,,
0.206,126.628225,0.206,119.3953483,,,,,,,,,,
0.2065,128.3576672,0.2065,119.2922197,,,,,,,,,,
0.207,127.6069947,0.207,119.2914508,,,,,,,,,,
0.2075,124.2118485,0.2075,122.7122949,,,,,,,,,,
0.208,129.9088249,0.208,124.3706398,,,,,,,,,,
0.2085,105.2460587,0.2085,116.5481009,,,,,,,,,,
0.209,132.0268311,0.209,112.8703399,,,,,,,,,,
0.2095,125.6761099,0.2095,116.4963087,,,,,,,,,,
0.21,113.4834965,0.21,120.7177463,,,,,,,,,,
0.2105,142.8443135,0.2105,113.9944934,,,,,,,,,,
0.211,126.6677174,0.211,119.1412114,,,,,,,,,,
0.2115,136.2083846,0.2115,113.185649,,,,,,,,,,
0.212,125.8591273,0.212,114.461699,,,,,,,,,,
0.2125,129.8508805,0.2125,123.4256273,,,,,,,,,,
0.213,131.1719387,0.213,122.383778,,,,,,,,,,
0.2135,128.4749756,0.2135,118.4933312,,,,,,,,,,
0.214,107.8250995,0.214,112.2718787,,,,,,,,,,
0.2145,124.8305161,0.2145,111.1720255,,,,,,,,,,
0.215,129.6954686,0.215,123.383358,,,,,,,,,,
0.2155,140.0571751,0.2155,122.7597126,,,,,,,,,,
0.216,130.5562291,0.216,125.2450799,,,,,,,,,,
0.2165,143.1161747,0.2165,113.2086638,,,,,,,,,,
0.217,133.934051,0.217,125.8250594,,,,,,,,,,
0.2175,136.9121912,0.2175,125.2856236,,,,,,,,,,
0.218,142.617442,0.218,124.8245893,,,,,,,,,,
0.2185,63.46173614,0.2185,122.7115772,,,,,,,,,,
0.219,97.82175883,0.219,127.7200139,,,,,,,,,,
0.2195,126.9450777,0.2195,122.0472928,,,,,,,,,,
0.22,136.8611327,0.22,120.4249282,,,,,,,,,,
0.2205,146.462517,0.2205,118.380005,,,,,,,,,,
0.221,142.2614333,0.221,117.8020948,,,,,,,,,,
0.2215,130.1333738,0.2215,121.7168302,,,,,,,,,,
0.222,130.5088253,0.222,121.5844095,,,,,,,,,,
0.2225,134.8486616,0.2225,115.6174617,,,,,,,,,,
0.223,127.8599891,0.223,121.5855331,,,,,,,,,,
0.2235,125.8458378,0.2235,121.3573403,,,,,,,,,,
0.224,108.2906414,0.224,118.3695026,,,,,,,,,,
0.2245,144.2351994,0.2245,117.6045376,,,,,,,,,,
0.225,139.6939645,0.225,114.2079253,,,,,,,,,,
0.2255,143.4414088,0.2255,116.3483639,,,,,,,,,,
0.226,140.5081455,0.226,120.3207804,,,,,,,,,,
0.2265,131.4195061,0.2265,118.8052519,,,,,,,,,,
0.227,117.5838767,0.227,124.4549124,,,,,,,,,,
0.2275,131.066559,0.2275,119.1975375,,,,,,,,,,
0.228,127.0667791,0.228,125.5294706,,,,,,,,,,
0.2285,131.1204561,0.2285,121.1170853,,,,,,,,,,
0.229,130.3795838,0.229,118.8646245,,,,,,,,,,
0.2295,114.9361782,0.2295,119.4696417,,,,,,,,,,
0.23,128.3787733,0.23,124.1754018,,,,,,,,,,
0.2305,142.0923271,0.2305,121.8313032,,,,,,,,,,
0.231,120.2766184,0.231,113.6898145,,,,,,,,,,
0.2315,134.6830328,0.2315,123.1130622,,,,,,,,,,
0.232,100.5545012,0.232,114.9801018,,,,,,,,,,
0.2325,142.6056067,0.2325,116.5706466,,,,,,,,,,
0.233,137.2037933,0.233,120.2043028,,,,,,,,,,
0.2335,113.2749614,0.2335,118.935509,,,,,,,,,,
0.234,131.848731,0.234,115.7401005,,,,,,,,,,
0.2345,141.5560554,0.2345,117.4341775,,,,,,,,,,
0.235,131.5254113,0.235,113.3493836,,,,,,,,,,
0.2355,140.3346849,0.2355,120.8015573,,,,,,,,,,
0.236,128.473026,0.236,123.6725611,,,,,,,,,,
0.2365,132.6950657,0.2365,124.3811522,,,,,,,,,,
0.237,143.5349042,0.237,117.3095505,,,,,,,,,,
0.2375,134.7896889,0.2375,123.7415672,,,,,,,,,,
0.238,130.2995254,0.238,121.6978411,,,,,,,,,,
0.2385,114.4086709,0.2385,118.8611926,,,,,,,,,,
0.239,145.3769118,0.239,119.8436941,,,,,,,,,,
0.2395,126.8603563,0.2395,118.9000621,,,,,,,,,,
0.24,129.7716232,0.24,116.2836647,,,,,,,,,,
0.2405,141.193675,0.2405,116.9600454,,,,,,,,,,
0.241,126.5677778,0.241,113.5875164,,,,,,,,,,
0.2415,142.0684306,0.2415,114.3631753,,,,,,,,,,
0.242,143.4158709,0.242,115.9770979,,,,,,,,,,
0.2425,123.9999356,0.2425,119.0616561,,,,,,,,,,
0.243,110.3265361,0.243,119.0504201,,,,,,,,,,
0.2435,134.6390493,0.2435,116.8437536,,,,,,,,,,
0.244,125.7270358,0.244,119.7624908,,,,,,,,,,
0.2445,108.2133013,0.2445,119.6473684,,,,,,,,,,
0.245,109.5279898,0.245,119.7860311,,,,,,,,,,
0.2455,129.2984733,0.2455,116.0871342,,,,,,,,,,
0.246,115.6260865,0.246,114.4580968,,,,,,,,,,
0.2465,109.2164881,0.2465,120.1640688,,,,,,,,,,
0.247,118.6773294,0.247,120.5957143,,,,,,,,,,
0.2475,128.8638949,0.2475,118.4825163,,,,,,,,,,
0.248,138.654255,0.248,114.0127427,,,,,,,,,,
0.2485,129.7461373,0.2485,112.2558605,,,,,,,,,,
0.249,141.8636217,0.249,114.6414498,,,,,,,,,,
0.2495,121.8186863,0.2495,113.4351165,,,,,,,,,,
0.25,128.9950573,0.25,119.3862212,,,,,,,,,,
0.2505,153.033508,0.2505,116.055175,,,,,,,,,,
0.251,134.0178431,0.251,117.3906457,,,,,,,,,,
0.2515,138.1325127,0.2515,116.4408067,,,,,,,,,,
0.252,124.60212,0.252,117.4665537,,,,,,,,,,
0.2525,138.9981762,0.2525,122.805086,,,,,,,,,,
0.253,117.8573298,0.253,116.43346,,,,,,,,,,
0.2535,122.0244128,0.2535,118.3620966,,,,,,,,,,
0.254,142.5784159,0.254,119.3606371,,,,,,,,,,
0.2545,134.6653532,0.2545,122.2906923,,,,,,,,,,
0.255,148.770572,0.255,113.9426755,,,,,,,,,,
0.2555,128.9542476,0.2555,116.3680279,,,,,,,,,,
0.256,125.9381728,0.256,116.4843303,,,,,,,,,,
0.2565,127.2345486,0.2565,120.1168826,,,,,,,,,,
0.257,138.897404,0.257,118.630546,,,,,,,,,,
0.2575,128.2689634,0.2575,117.9168209,,,,,,,,,,
0.258,137.2502643,0.258,116.8734773,,,,,,,,,,
0.2585,134.7813614,0.2585,113.7734447,,,,,,,,,,
0.259,145.0191259,0.259,115.5079013,,,,,,,,,,
0.2595,135.9799871,0.2595,118.1932526,,,,,,,,,,
0.26,141.7985237,0.26,119.1035348,,,,,,,,,,
0.2605,141.1979113,0.2605,119.6192353,,,,,,,,,,
0.261,137.0227675,0.261,118.1945938,,,,,,,,,,
0.2615,131.4132203,0.2615,122.6473395,,,,,,,,,,
0.262,135.6579312,0.262,119.5499399,,,,,,,,,,
0.2625,130.5595742,0.2625,118.6566761,,,,,,,,,,
0.263,139.459239,0.263,122.2703556,,,,,,,,,,
0.2635,138.8461877,0.2635,119.2792532,,,,,,,,,,
0.264,126.494809,0.264,118.5691812,,,,,,,,,,
0.2645,122.03618,0.2645,118.4301188,,,,,,,,,,
0.265,126.9933002,0.265,120.4447386,,,,,,,,,,
0.2655,133.8232013,0.2655,122.2336945,,,,,,,,,,
0.266,126.2218731,0.266,121.8706045,,,,,,,,,,
0.2665,134.1578618,0.2665,120.190738,,,,,,,,,,
0.267,135.9864719,0.267,119.442937,,,,,,,,,,
0.2675,133.2048816,0.2675,121.9283522,,,,,,,,,,
0.268,139.5177566,0.268,117.1349195,,,,,,,,,,
0.2685,127.3265761,0.2685,123.0567497,,,,,,,,,,
0.269,128.8196686,0.269,117.0198561,,,,,,,,,,
0.2695,124.4833281,0.2695,121.1900668,,,,,,,,,,
0.27,135.7692379,0.27,126.1483047,,,,,,,,,,
0.2705,117.2303148,0.2705,122.6378976,,,,,,,,,,
0.271,135.0087968,0.271,120.3294806,,,,,,,,,,
0.2715,143.6314161,0.2715,127.8509603,,,,,,,,,,
0.272,120.5873319,0.272,121.8488779,,,,,,,,,,
0.2725,47.8744192,0.2725,123.4991994,,,,,,,,,,
0.273,41.86474429,0.273,125.9221379,,,,,,,,,,
0.2735,90.70278692,0.2735,123.5786419,,,,,,,,,,
0.274,125.5216155,0.274,122.9069128,,,,,,,,,,
0.2745,124.6975481,0.2745,123.1033211,,,,,,,,,,
0.275,110.2631929,0.275,119.4633414,,,,,,,,,,
0.2755,122.6614427,0.2755,123.8354478,,,,,,,,,,
0.276,128.2295345,0.276,123.8733131,,,,,,,,,,
0.2765,119.6646098,0.2765,120.4123558,,,,,,,,,,
0.277,132.7005466,0.277,122.0138389,,,,,,,,,,
0.2775,137.3441871,0.2775,125.1851641,,,,,,,,,,
0.278,128.5196644,0.278,124.1733539,,,,,,,,,,
0.2785,122.5784361,0.2785,120.3961569,,,,,,,,,,
0.279,133.1082411,0.279,123.1824937,,,,,,,,,,
0.2795,138.9471963,0.2795,124.6781279,,,,,,,,,,
0.28,123.2529847,0.28,125.3942158,,,,,,,,,,
0.2805,141.1729044,0.2805,127.1394449,,,,,,,,,,
0.281,161.6499801,0.281,120.6610739,,,,,,,,,,
0.2815,144.5376433,0.2815,124.4069509,,,,,,,,,,
0.282,136.755208,0.282,122.5929981,,,,,,,,,,
0.2825,124.1256136,0.2825,128.1009173,,,,,,,,,,
0.283,114.2129726,0.283,127.4047964,,,,,,,,,,
0.2835,129.8410699,0.2835,125.6221161,,,,,,,,,,
0.284,143.1838546,0.284,124.722263,,,,,,,,,,
0.2845,137.2262842,0.2845,126.0183871,,,,,,,,,,
0.285,121.4853995,0.285,123.1623976,,,,,,,,,,
0.2855,116.6489886,0.2855,124.7066289,,,,,,,,,,
0.286,118.6311185,0.286,125.2848118,,,,,,,,,,
0.2865,120.6109188,0.2865,123.7512239,,,,,,,,,,
0.287,70.20521486,0.287,124.9511682,,,,,,,,,,
0.2875,115.394807,0.2875,125.021295,,,,,,,,,,
0.288,124.3095456,0.288,123.3180081,,,,,,,,,,
0.2885,132.5492408,0.2885,127.5038781,,,,,,,,,,
0.289,112.1182622,0.289,121.6691194,,,,,,,,,,
0.2895,115.6776038,0.2895,126.475739,,,,,,,,,,
0.29,137.0628111,0.29,126.5182846,,,,,,,,,,
0.2905,124.5137003,0.2905,130.875929,,,,,,,,,,
0.291,129.8154286,0.291,126.4145731,,,,,,,,,,
0.2915,116.2975934,0.2915,123.8860789,,,,,,,,,,
0.292,115.8811366,0.292,126.6136045,,,,,,,,,,
0.2925,118.2297429,0.2925,115.7659653,,,,,,,,,,
0.293,121.5619627,0.293,126.0078747,,,,,,,,,,
0.2935,139.8519793,0.2935,127.3164834,,,,,,,,,,
0.294,128.9797445,0.294,122.8993682,,,,,,,,,,
0.2945,143.6889311,0.2945,126.3624501,,,,,,,,,,
0.295,118.8440449,0.295,122.1379834,,,,,,,,,,
0.2955,127.7331792,0.2955,123.4830882,,,,,,,,,,
0.296,142.6617149,0.296,122.8282276,,,,,,,,,,
0.2965,117.6324113,0.2965,125.8392648,,,,,,,,,,
0.297,129.8870103,0.297,124.8345793,,,,,,,,,,
0.2975,136.8512098,0.2975,124.9396225,,,,,,,,,,
0.298,140.8760649,0.298,125.6690437,,,,,,,,,,
0.2985,131.0611007,0.2985,121.434531,,,,,,,,,,
0.299,120.2010064,0.299,124.19623,,,,,,,,,,
0.2995,139.8347963,0.2995,122.7558696,,,,,,,,,,
0.3,147.5939519,0.3,122.7442298,,,,,,,,,,
0.3005,129.7834891,0.3005,121.7100543,,,,,,,,,,
0.301,148.8547917,0.301,127.2529914,,,,,,,,,,
0.3015,128.3970321,0.3015,127.9501586,,,,,,,,,,
0.302,116.8107932,0.302,121.6749607,,,,,,,,,,
0.3025,137.2385315,0.3025,125.0808107,,,,,,,,,,
0.303,124.1533886,0.303,122.6782287,,,,,,,,,,
0.3035,135.9853157,0.3035,125.7824725,,,,,,,,,,
0.304,136.6259236,0.304,120.8184094,,,,,,,,,,
0.3045,137.602034,0.3045,122.0969106,,,,,,,,,,
0.305,131.2328656,0.305,121.3685355,,,,,,,,,,
0.3055,116.0250065,0.3055,120.2179426,,,,,,,,,,
0.306,125.5327669,0.306,117.5126238,,,,,,,,,,
0.3065,113.4534861,0.3065,119.1968622,,,,,,,,,,
0.307,130.9709106,0.307,123.106489,,,,,,,,,,
0.3075,137.2996927,0.3075,126.3288953,,,,,,,,,,
0.308,148.4401124,0.308,121.3390559,,,,,,,,,,
0.3085,135.1194608,0.3085,121.5354732,,,,,,,,,,
0.309,135.6560688,0.309,123.6213757,,,,,,,,,,
0.3095,160.3615147,0.3095,123.508087,,,,,,,,,,
0.31,131.4726101,0.31,121.6894765,,,,,,,,,,
0.3105,147.0353678,0.3105,120.7408826,,,,,,,,,,
0.311,127.2327391,0.311,125.1070337,,,,,,,,,,
0.3115,139.1484428,0.3115,123.296561,,,,,,,,,,
0.312,142.3121532,0.312,122.3076277,,,,,,,,,,
0.3125,136.9771101,0.3125,125.2190406,,,,,,,,,,
0.313,138.2914237,0.313,120.5288839,,,,,,,,,,
0.3135,130.8844088,0.3135,123.3649987,,,,,,,,,,
0.314,136.1421375,0.314,122.4100633,,,,,,,,,,
0.3145,145.3302725,0.3145,120.8842591,,,,,,,,,,
0.315,139.2374575,0.315,123.6907432,,,,,,,,,,
0.3155,132.8811751,0.3155,122.0680593,,,,,,,,,,
0.316,128.0464205,0.316,122.0196856,,,,,,,,,,
0.3165,131.3363494,0.3165,123.1339079,,,,,,,,,,
0.317,140.0377059,0.317,122.864196,,,,,,,,,,
0.3175,139.8281905,0.3175,123.6702308,,,,,,,,,,
0.318,138.0098908,0.318,112.559759,,,,,,,,,,
0.3185,135.4130808,0.3185,120.4089339,,,,,,,,,,
0.319,139.7079788,0.319,122.0239567,,,,,,,,,,
0.3195,152.165263,0.3195,121.2028643,,,,,,,,,,
0.32,126.3016895,0.32,121.2477381,,,,,,,,,,
0.3205,139.2289433,0.3205,123.7162826,,,,,,,,,,
0.321,141.2914872,0.321,118.1923823,,,,,,,,,,
0.3215,129.662108,0.3215,122.0099559,,,,,,,,,,
0.322,128.6054532,0.322,123.5356433,,,,,,,,,,
0.3225,153.106428,0.3225,123.3910395,,,,,,,,,,
0.323,128.212338,0.323,120.6106135,,,,,,,,,,
0.3235,125.4381455,0.3235,123.7898287,,,,,,,,,,
0.324,122.8096685,0.324,123.1053101,,,,,,,,,,
0.3245,128.7172304,0.3245,121.1851401,,,,,,,,,,
0.325,139.452869,0.325,124.3962809,,,,,,,,,,
0.3255,127.7866869,0.3255,122.4905952,,,,,,,,,,
0.326,118.1921331,0.326,121.5393122,,,,,,,,,,
0.3265,148.0822728,0.3265,124.0867267,,,,,,,,,,
0.327,153.2712185,0.327,122.8686505,,,,,,,,,,
0.3275,161.1613333,0.3275,126.3918614,,,,,,,,,,
0.328,133.2323697,0.328,122.3889345,,,,,,,,,,
0.3285,147.4570264,0.3285,125.7805582,,,,,,,,,,
0.329,143.3935793,0.329,124.6750935,,,,,,,,,,
0.3295,122.2494007,0.3295,122.159911,,,,,,,,,,
0.33,139.2837239,0.33,124.6060159,,,,,,,,,,
0.3305,140.313241,0.3305,124.7251041,,,,,,,,,,
0.331,153.8211551,0.331,123.7127278,,,,,,,,,,
0.3315,124.1956501,0.3315,125.2987564,,,,,,,,,,
0.332,130.0635293,0.332,123.3204324,,,,,,,,,,
0.3325,128.3621104,0.3325,124.9471174,,,,,,,,,,
0.333,128.7583158,0.333,122.642488,,,,,,,,,,
0.3335,130.7864622,0.3335,122.3598715,,,,,,,,,,
0.334,137.3670158,0.334,123.26726,,,,,,,,,,
0.3345,131.6214367,0.3345,123.8840438,,,,,,,,,,
0.335,142.0758748,0.335,122.8040682,,,,,,,,,,
0.3355,126.8271897,0.3355,122.1288823,,,,,,,,,,
0.336,130.9275749,0.336,119.3634853,,,,,,,,,,
0.3365,130.7989972,0.3365,122.4258452,,,,,,,,,,
0.337,132.7402291,0.337,120.6232503,,,,,,,,,,
0.3375,134.0688158,0.3375,124.8321037,,,,,,,,,,
0.338,133.8103636,0.338,122.5191494,,,,,,,,,,
0.3385,133.6072693,0.3385,122.8259305,,,,,,,,,,
0.339,132.9855669,0.339,125.6907887,,,,,,,,,,
0.3395,135.8274178,0.3395,123.6571437,,,,,,,,,,
0.34,129.0833719,0.34,122.2639686,,,,,,,,,,
