SMFP(Ours),,SMFP w/o CrossQ,,SAC Flow-T,,SAC Flow-G,,DIME,,Crossq,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.3405,126.7780931,0.3405,122.588269,,,,,,,,,,
0.341,130.2563288,0.341,121.8953962,,,,,,,,,,
0.3415,142.4230718,0.3415,121.9384931,,,,,,,,,,
0.342,139.8126212,0.342,121.1322883,,,,,,,,,,
0.3425,143.7848255,0.3425,126.6415975,,,,,,,,,,
0.343,129.8054487,0.343,123.5844716,,,,,,,,,,
0.3435,155.069263,0.3435,121.9534687,,,,,,,,,,
0.344,160.1183906,0.344,126.0281281,,,,,,,,,,
0.3445,129.9535492,0.3445,121.9700078,,,,,,,,,,
0.345,136.1102722,0.345,119.8004247,,,,,,,,,,
0.3455,143.9061521,0.3455,124.2552092,,,,,,,,,,
0.346,137.28199,0.346,126.197149,,,,,,,,,,
0.3465,140.0489126,0.3465,124.3761004,,,,,,,,,,
0.347,134.748604,0.347,123.6666692,,,,,,,,,,
0.3475,151.5412585,0.3475,123.9685773,,,,,,,,,,
0.348,133.6867918,0.348,125.2825378,,,,,,,,,,
0.3485,109.7621117,0.3485,118.9677404,,,,,,,,,,
0.349,156.4128201,0.349,122.1131897,,,,,,,,,,
0.3495,129.9216555,0.3495,122.9913869,,,,,,,,,,
0.35,126.884181,0.35,125.3098481,,,,,,,,,,
0.3505,117.6214275,0.3505,124.3284563,,,,,,,,,,
0.351,146.0287402,0.351,126.6875877,,,,,,,,,,
0.3515,150.8705482,0.3515,126.7878567,,,,,,,,,,
0.352,136.4107663,0.352,125.2471741,,,,,,,,,,
0.3525,138.1043279,0.3525,126.1114819,,,,,,,,,,
0.353,129.0731313,0.353,120.2042379,,,,,,,,,,
0.3535,146.0522762,0.3535,122.9860374,,,,,,,,,,
0.354,134.2505011,0.354,123.7925039,,,,,,,,,,
0.3545,124.9429415,0.3545,120.8707529,,,,,,,,,,
0.355,135.8426463,0.355,121.636629,,,,,,,,,,
0.3555,130.0486033,0.3555,124.878891,,,,,,,,,,
0.356,135.8047439,0.356,43.74474682,,,,,,,,,,
0.3565,130.655639,0.3565,33.40323602,,,,,,,,,,
0.357,126.1778398,0.357,36.19509424,,,,,,,,,,
0.3575,132.3726356,0.3575,19.41259165,,,,,,,,,,
0.358,135.1251762,0.358,29.27484128,,,,,,,,,,
0.3585,149.9538813,0.3585,29.89503719,,,,,,,,,,
0.359,127.29774,0.359,36.10583006,,,,,,,,,,
0.3595,143.4816286,0.3595,35.25157997,,,,,,,,,,
0.36,136.4830051,0.36,36.91441825,,,,,,,,,,
0.3605,132.6297047,0.3605,52.67351704,,,,,,,,,,
0.361,145.6640286,0.361,44.54971382,,,,,,,,,,
0.3615,132.8656219,0.3615,47.09991827,,,,,,,,,,
0.362,132.1849791,0.362,51.94394868,,,,,,,,,,
0.3625,143.7150975,0.3625,55.92019226,,,,,,,,,,
0.363,142.6229098,0.363,50.66383775,,,,,,,,,,
0.3635,150.0799719,0.3635,41.19984943,,,,,,,,,,
0.364,149.5497191,0.364,43.58530659,,,,,,,,,,
0.3645,145.9248262,0.3645,51.61872777,,,,,,,,,,
0.365,131.7524597,0.365,51.50087955,,,,,,,,,,
0.3655,136.5387975,0.3655,57.78928575,,,,,,,,,,
0.366,138.0551464,0.366,79.00580268,,,,,,,,,,
0.3665,130.4033212,0.3665,79.43264624,,,,,,,,,,
0.367,143.7639104,0.367,95.94409858,,,,,,,,,,
0.3675,151.5084592,0.3675,103.6876991,,,,,,,,,,
0.368,134.421853,0.368,103.6563903,,,,,,,,,,
0.3685,147.7877237,0.3685,108.2956651,,,,,,,,,,
0.369,129.1480103,0.369,107.4995768,,,,,,,,,,
0.3695,148.8836443,0.3695,108.1164734,,,,,,,,,,
0.37,142.2301039,0.37,107.5766054,,,,,,,,,,
0.3705,151.1850156,0.3705,108.0975519,,,,,,,,,,
0.371,135.6805393,0.371,107.4212243,,,,,,,,,,
0.3715,171.153702,0.3715,109.5225613,,,,,,,,,,
0.372,127.9758949,0.372,109.6002076,,,,,,,,,,
0.3725,145.5396817,0.3725,109.3107034,,,,,,,,,,
0.373,139.5645082,0.373,115.0265453,,,,,,,,,,
0.3735,123.3159066,0.3735,121.0505093,,,,,,,,,,
0.374,148.3950351,0.374,119.944861,,,,,,,,,,
0.3745,129.693379,0.3745,124.3885008,,,,,,,,,,
0.375,137.268469,0.375,118.1695602,,,,,,,,,,
0.3755,119.3989211,0.3755,116.4302761,,,,,,,,,,
0.376,154.5180626,0.376,122.3577466,,,,,,,,,,
0.3765,137.2054656,0.3765,120.037365,,,,,,,,,,
0.377,134.0859486,0.377,118.0227459,,,,,,,,,,
0.3775,150.6567991,0.3775,112.5831227,,,,,,,,,,
0.378,139.8531251,0.378,121.5374226,,,,,,,,,,
0.3785,132.0554286,0.3785,119.7707533,,,,,,,,,,
0.379,142.6567321,0.379,121.8357468,,,,,,,,,,
0.3795,128.6733804,0.3795,121.2503667,,,,,,,,,,
0.38,129.4180288,0.38,118.1662214,,,,,,,,,,
0.3805,129.4372701,0.3805,118.9524769,,,,,,,,,,
0.381,138.2947923,0.381,119.1849138,,,,,,,,,,
0.3815,137.3630531,0.3815,121.3158565,,,,,,,,,,
0.382,148.6852047,0.382,121.5346439,,,,,,,,,,
0.3825,146.8180911,0.3825,119.6450524,,,,,,,,,,
0.383,150.5892294,0.383,121.184543,,,,,,,,,,
0.3835,144.4485468,0.3835,122.9866131,,,,,,,,,,
0.384,134.3894447,0.384,122.641672,,,,,,,,,,
0.3845,152.3519619,0.3845,120.2108714,,,,,,,,,,
0.385,142.0137307,0.385,120.899888,,,,,,,,,,
0.3855,140.8183679,0.3855,119.1470043,,,,,,,,,,
0.386,147.1359509,0.386,125.5614024,,,,,,,,,,
0.3865,138.2701492,0.3865,126.4774048,,,,,,,,,,
0.387,134.3989989,0.387,118.6097212,,,,,,,,,,
0.3875,129.3519643,0.3875,121.8452176,,,,,,,,,,
0.388,136.1201757,0.388,118.5923771,,,,,,,,,,
0.3885,152.681871,0.3885,121.3961438,,,,,,,,,,
0.389,122.7639974,0.389,123.9571483,,,,,,,,,,
0.3895,148.6326701,0.3895,120.5838051,,,,,,,,,,
0.39,130.0979517,0.39,120.6046781,,,,,,,,,,
0.3905,145.5727793,0.3905,123.5028564,,,,,,,,,,
0.391,142.1140007,0.391,122.5867752,,,,,,,,,,
0.3915,147.6501647,0.3915,124.3195327,,,,,,,,,,
0.392,122.611671,0.392,121.9249236,,,,,,,,,,
0.3925,138.5703212,0.3925,121.2766739,,,,,,,,,,
0.393,149.6149045,0.393,123.2068726,,,,,,,,,,
0.3935,158.5025417,0.3935,124.1068512,,,,,,,,,,
0.394,130.0014525,0.394,120.7285339,,,,,,,,,,
0.3945,149.522991,0.3945,123.9501572,,,,,,,,,,
0.395,140.6837498,0.395,127.5118275,,,,,,,,,,
0.3955,147.9954938,0.3955,126.2283732,,,,,,,,,,
0.396,138.8079665,0.396,125.8085132,,,,,,,,,,
0.3965,127.9075019,0.3965,122.7063776,,,,,,,,,,
0.397,149.9199643,0.397,122.2751533,,,,,,,,,,
0.3975,136.7171022,0.3975,122.3140157,,,,,,,,,,
0.398,141.4290509,0.398,125.5246358,,,,,,,,,,
0.3985,141.491966,0.3985,128.7411149,,,,,,,,,,
0.399,145.0826762,0.399,125.8913709,,,,,,,,,,
0.3995,140.2562135,0.3995,123.3523119,,,,,,,,,,
0.4,142.8959976,0.4,123.9251591,,,,,,,,,,
0.4005,141.2283403,0.4005,128.1302419,,,,,,,,,,
0.401,130.5528477,0.401,122.8660823,,,,,,,,,,
0.4015,136.0763795,0.4015,125.0335892,,,,,,,,,,
0.402,138.4602614,0.402,123.8354186,,,,,,,,,,
0.4025,149.1690656,0.4025,127.1337365,,,,,,,,,,
0.403,139.0506078,0.403,124.8608659,,,,,,,,,,
0.4035,140.7652082,0.4035,126.5489868,,,,,,,,,,
0.404,143.1945615,0.404,124.3494422,,,,,,,,,,
0.4045,149.7372361,0.4045,123.8413655,,,,,,,,,,
0.405,129.1035515,0.405,129.3746493,,,,,,,,,,
0.4055,135.4246096,0.4055,125.1114017,,,,,,,,,,
0.406,124.391731,0.406,128.2175287,,,,,,,,,,
0.4065,137.2475602,0.4065,128.2326836,,,,,,,,,,
0.407,149.9158636,0.407,126.9861431,,,,,,,,,,
0.4075,140.1218071,0.4075,130.955432,,,,,,,,,,
0.408,132.0069983,0.408,131.6642847,,,,,,,,,,
0.4085,133.4425855,0.4085,134.58262,,,,,,,,,,
0.409,138.1591921,0.409,129.3191033,,,,,,,,,,
0.4095,130.394332,0.4095,130.919813,,,,,,,,,,
0.41,132.495397,0.41,131.7718657,,,,,,,,,,
0.4105,143.9257175,0.4105,131.2596179,,,,,,,,,,
0.411,148.9635723,0.411,130.420402,,,,,,,,,,
0.4115,138.6764142,0.4115,133.2493406,,,,,,,,,,
0.412,144.1014698,0.412,133.3913822,,,,,,,,,,
0.4125,150.5708643,0.4125,134.4383959,,,,,,,,,,
0.413,139.3341002,0.413,129.6410009,,,,,,,,,,
0.4135,145.8857381,0.4135,133.4479962,,,,,,,,,,
0.414,153.0844048,0.414,130.1734842,,,,,,,,,,
0.4145,140.3476636,0.4145,134.2248371,,,,,,,,,,
0.415,148.3898448,0.415,130.8413322,,,,,,,,,,
0.4155,135.0756104,0.4155,135.1641615,,,,,,,,,,
0.416,135.822352,0.416,134.8212553,,,,,,,,,,
0.4165,149.8643942,0.4165,129.960469,,,,,,,,,,
0.417,131.8320455,0.417,134.6327634,,,,,,,,,,
0.4175,147.8208041,0.4175,133.4950158,,,,,,,,,,
0.418,127.4934028,0.418,133.9482764,,,,,,,,,,
0.4185,142.5315813,0.4185,129.6563741,,,,,,,,,,
0.419,143.9681723,0.419,132.0384894,,,,,,,,,,
0.4195,137.2988947,0.4195,130.6097116,,,,,,,,,,
0.42,141.7364575,0.42,126.4551205,,,,,,,,,,
0.4205,141.598249,0.4205,133.0165693,,,,,,,,,,
0.421,133.7015822,0.421,133.1983507,,,,,,,,,,
0.4215,137.1192735,0.4215,133.7264731,,,,,,,,,,
0.422,144.3588456,0.422,130.4665995,,,,,,,,,,
0.4225,126.5630631,0.4225,132.2753148,,,,,,,,,,
0.423,139.754803,0.423,130.9256275,,,,,,,,,,
0.4235,115.6976097,0.4235,127.9762987,,,,,,,,,,
0.424,143.5581563,0.424,131.1620593,,,,,,,,,,
0.4245,137.5673775,0.4245,132.0137599,,,,,,,,,,
0.425,134.7749284,0.425,128.9088185,,,,,,,,,,
0.4255,143.2653268,0.4255,134.1412904,,,,,,,,,,
0.426,147.3935197,0.426,131.0902534,,,,,,,,,,
0.4265,140.292971,0.4265,132.388607,,,,,,,,,,
0.427,161.853434,0.427,132.3241913,,,,,,,,,,
0.4275,163.407736,0.4275,129.5306063,,,,,,,,,,
0.428,141.8797171,0.428,131.9550439,,,,,,,,,,
0.4285,140.7268982,0.4285,128.6916444,,,,,,,,,,
0.429,154.2854343,0.429,132.1040833,,,,,,,,,,
0.4295,153.5843726,0.4295,133.1461858,,,,,,,,,,
0.43,141.1230499,0.43,135.001063,,,,,,,,,,
0.4305,127.6672871,0.4305,130.6407221,,,,,,,,,,
0.431,148.8331399,0.431,129.0415127,,,,,,,,,,
0.4315,129.1618438,0.4315,131.9666093,,,,,,,,,,
0.432,141.0087668,0.432,133.0990678,,,,,,,,,,
0.4325,140.7366557,0.4325,131.5528776,,,,,,,,,,
0.433,135.9949794,0.433,133.9970591,,,,,,,,,,
0.4335,140.8938553,0.4335,131.48815,,,,,,,,,,
0.434,129.4673327,0.434,128.5795704,,,,,,,,,,
0.4345,118.2716197,0.4345,132.3097628,,,,,,,,,,
0.435,151.0697285,0.435,131.9331703,,,,,,,,,,
0.4355,147.2908963,0.4355,131.932352,,,,,,,,,,
0.436,130.2173124,0.436,126.175825,,,,,,,,,,
0.4365,136.6372085,0.4365,132.1732724,,,,,,,,,,
0.437,141.3848532,0.437,131.8647225,,,,,,,,,,
0.4375,155.3241374,0.4375,132.916005,,,,,,,,,,
0.438,134.1064419,0.438,129.9131245,,,,,,,,,,
0.4385,136.6106184,0.4385,131.3650163,,,,,,,,,,
0.439,144.9971229,0.439,131.4035284,,,,,,,,,,
0.4395,153.0227352,0.4395,132.1940028,,,,,,,,,,
0.44,142.6795134,0.44,129.991909,,,,,,,,,,
0.4405,129.8209612,0.4405,131.3005166,,,,,,,,,,
0.441,139.9029713,0.441,134.0797169,,,,,,,,,,
0.4415,136.5259222,0.4415,129.4467179,,,,,,,,,,
0.442,159.9576296,0.442,132.8986172,,,,,,,,,,
0.4425,137.1140947,0.4425,132.716916,,,,,,,,,,
0.443,127.5892801,0.443,133.7990131,,,,,,,,,,
0.4435,155.0903643,0.4435,133.3698702,,,,,,,,,,
0.444,137.1207882,0.444,128.4862185,,,,,,,,,,
0.4445,147.4100177,0.4445,132.8956584,,,,,,,,,,
0.445,146.6843881,0.445,130.148691,,,,,,,,,,
0.4455,134.5431305,0.4455,131.0113215,,,,,,,,,,
0.446,151.2772866,0.446,127.7738347,,,,,,,,,,
0.4465,133.4567376,0.4465,128.9993246,,,,,,,,,,
0.447,136.5377083,0.447,130.9402574,,,,,,,,,,
0.4475,143.2424612,0.4475,135.4472712,,,,,,,,,,
0.448,131.5985083,0.448,138.7175196,,,,,,,,,,
0.4485,135.6623398,0.4485,131.6974044,,,,,,,,,,
0.449,137.9870784,0.449,127.2190776,,,,,,,,,,
0.4495,145.7238538,0.4495,128.1749887,,,,,,,,,,
0.45,139.5784733,0.45,126.6636448,,,,,,,,,,
0.4505,135.3908381,0.4505,124.6344367,,,,,,,,,,
0.451,130.0227077,0.451,128.2792521,,,,,,,,,,
0.4515,147.9601035,0.4515,126.0886508,,,,,,,,,,
0.452,156.03782,0.452,127.6648683,,,,,,,,,,
0.4525,135.8969974,0.4525,117.2428498,,,,,,,,,,
0.453,144.299128,0.453,130.000699,,,,,,,,,,
0.4535,141.9628244,0.4535,125.5646687,,,,,,,,,,
0.454,133.3000834,0.454,130.4011509,,,,,,,,,,
0.4545,140.1343832,0.4545,131.3396838,,,,,,,,,,
0.455,154.5806382,0.455,135.9825897,,,,,,,,,,
0.4555,138.600792,0.4555,126.9633242,,,,,,,,,,
0.456,143.5536493,0.456,134.733162,,,,,,,,,,
0.4565,153.3040726,0.4565,135.7613337,,,,,,,,,,
0.457,143.8576567,0.457,126.2575651,,,,,,,,,,
0.4575,148.3815951,0.4575,131.6160039,,,,,,,,,,
0.458,143.2519943,0.458,135.751825,,,,,,,,,,
0.4585,145.4944859,0.4585,139.8862181,,,,,,,,,,
0.459,141.4240038,0.459,138.0110148,,,,,,,,,,
0.4595,149.7999893,0.4595,135.2795457,,,,,,,,,,
0.46,142.9616273,0.46,142.4977843,,,,,,,,,,
0.4605,137.5990635,0.4605,140.3509074,,,,,,,,,,
0.461,136.6453472,0.461,142.7016934,,,,,,,,,,
0.4615,140.2511862,0.4615,144.2888933,,,,,,,,,,
0.462,132.8225693,0.462,135.8756286,,,,,,,,,,
0.4625,144.3955166,0.4625,135.4961395,,,,,,,,,,
0.463,147.2008316,0.463,136.4872846,,,,,,,,,,
0.4635,132.7326972,0.4635,133.1206507,,,,,,,,,,
0.464,165.9435365,0.464,141.3003829,,,,,,,,,,
0.4645,154.2157313,0.4645,135.3392709,,,,,,,,,,
0.465,159.1058598,0.465,137.449129,,,,,,,,,,
0.4655,152.0844169,0.4655,126.3553651,,,,,,,,,,
0.466,152.0946794,0.466,135.2566786,,,,,,,,,,
0.4665,144.6438754,0.4665,124.9936426,,,,,,,,,,
0.467,133.0195522,0.467,123.7095665,,,,,,,,,,
0.4675,150.0839987,0.4675,125.6835455,,,,,,,,,,
0.468,153.7627678,0.468,127.3852763,,,,,,,,,,
0.4685,143.1961063,0.4685,127.8661292,,,,,,,,,,
0.469,141.7668484,0.469,127.1579917,,,,,,,,,,
0.4695,150.3213541,0.4695,128.321658,,,,,,,,,,
0.47,145.7805407,0.47,127.8018754,,,,,,,,,,
0.4705,138.2982146,0.4705,127.862058,,,,,,,,,,
0.471,142.3750445,0.471,123.7283125,,,,,,,,,,
0.4715,123.8229044,0.4715,130.1980156,,,,,,,,,,
0.472,143.8352017,0.472,131.2420411,,,,,,,,,,
0.4725,137.6661356,0.4725,138.5892018,,,,,,,,,,
0.473,149.1404755,0.473,127.6138456,,,,,,,,,,
0.4735,151.1613781,0.4735,132.1158761,,,,,,,,,,
0.474,134.424491,0.474,133.76394,,,,,,,,,,
0.4745,139.7242139,0.4745,133.4421673,,,,,,,,,,
0.475,147.6277948,0.475,129.9472686,,,,,,,,,,
0.4755,142.5391452,0.4755,128.6388331,,,,,,,,,,
0.476,142.1313474,0.476,131.4351831,,,,,,,,,,
0.4765,154.6724811,0.4765,133.0980689,,,,,,,,,,
0.477,136.4816279,0.477,134.6527141,,,,,,,,,,
0.4775,140.778027,0.4775,138.7323846,,,,,,,,,,
0.478,143.896601,0.478,137.1554458,,,,,,,,,,
0.4785,145.4950843,0.4785,140.9521728,,,,,,,,,,
0.479,138.123692,0.479,139.1143273,,,,,,,,,,
0.4795,132.3820081,0.4795,142.6242857,,,,,,,,,,
0.48,144.8677772,0.48,130.1255258,,,,,,,,,,
0.4805,159.1032033,0.4805,134.4689689,,,,,,,,,,
0.481,152.2505535,0.481,129.7258428,,,,,,,,,,
0.4815,154.4036749,0.4815,131.5701283,,,,,,,,,,
0.482,143.4444071,0.482,129.5096647,,,,,,,,,,
0.4825,141.9147907,0.4825,132.5006565,,,,,,,,,,
0.483,134.3243437,0.483,133.4899419,,,,,,,,,,
0.4835,134.0008496,0.4835,136.4818783,,,,,,,,,,
0.484,144.4275374,0.484,130.1107263,,,,,,,,,,
0.4845,138.3146263,0.4845,131.8971688,,,,,,,,,,
0.485,147.4760147,0.485,130.9509158,,,,,,,,,,
0.4855,140.8801221,0.4855,132.0431293,,,,,,,,,,
0.486,132.2851817,0.486,130.8105547,,,,,,,,,,
0.4865,144.6492849,0.4865,128.7768963,,,,,,,,,,
0.487,147.8475959,0.487,131.4881443,,,,,,,,,,
0.4875,140.0748726,0.4875,132.6685319,,,,,,,,,,
0.488,147.2365511,0.488,138.5731262,,,,,,,,,,
0.4885,144.2049349,0.4885,139.3095718,,,,,,,,,,
0.489,148.1682856,0.489,140.3042287,,,,,,,,,,
0.4895,145.4909461,0.4895,137.496329,,,,,,,,,,
0.49,140.2562315,0.49,137.1082423,,,,,,,,,,
0.4905,137.6704171,0.4905,131.5447932,,,,,,,,,,
0.491,126.9614534,0.491,137.4811028,,,,,,,,,,
0.4915,132.671357,0.4915,139.9040178,,,,,,,,,,
0.492,141.609798,0.492,140.469404,,,,,,,,,,
0.4925,143.3857693,0.4925,138.3303609,,,,,,,,,,
0.493,141.1118715,0.493,140.0868552,,,,,,,,,,
0.4935,151.0160198,0.4935,139.2629377,,,,,,,,,,
0.494,142.3376523,0.494,136.7010308,,,,,,,,,,
0.4945,142.5816331,0.4945,142.3989852,,,,,,,,,,
0.495,149.5378964,0.495,139.1045293,,,,,,,,,,
0.4955,157.5856065,0.4955,139.7281026,,,,,,,,,,
0.496,156.4062657,0.496,141.741761,,,,,,,,,,
0.4965,135.5914707,0.4965,139.2477637,,,,,,,,,,
0.497,145.0781514,0.497,127.5801976,,,,,,,,,,
0.4975,139.5005078,0.4975,139.3615942,,,,,,,,,,
0.498,137.9837416,0.498,136.6964774,,,,,,,,,,
0.4985,152.8753303,0.4985,142.9866805,,,,,,,,,,
0.499,142.4659043,0.499,144.6137082,,,,,,,,,,
0.4995,142.9678474,0.4995,133.7279843,,,,,,,,,,
0.5,130.4882619,0.5,142.182377,,,,,,,,,,
0.5005,127.5748522,0.5005,134.6248115,,,,,,,,,,
0.501,141.5961803,0.501,133.6061967,,,,,,,,,,
0.5015,141.6919111,0.5015,134.2111747,,,,,,,,,,
0.502,136.940018,0.502,144.9348267,,,,,,,,,,
0.5025,138.7519917,0.5025,142.4307424,,,,,,,,,,
0.503,143.4867293,0.503,133.1690368,,,,,,,,,,
0.5035,153.9791348,0.5035,133.1826079,,,,,,,,,,
0.504,139.4990801,0.504,139.3543988,,,,,,,,,,
0.5045,154.2088442,0.5045,142.191933,,,,,,,,,,
0.505,145.9499558,0.505,144.8465147,,,,,,,,,,
0.5055,138.6645184,0.5055,140.1116566,,,,,,,,,,
0.506,144.7097394,0.506,142.3865541,,,,,,,,,,
0.5065,148.2301144,0.5065,132.4226281,,,,,,,,,,
0.507,137.7321035,0.507,139.2323518,,,,,,,,,,
0.5075,146.9416779,0.5075,143.731255,,,,,,,,,,
0.508,139.8393683,0.508,142.9709773,,,,,,,,,,
0.5085,148.7372832,0.5085,141.5239034,,,,,,,,,,
0.509,144.5037022,0.509,142.4270355,,,,,,,,,,
0.5095,138.6696231,0.5095,142.08611,,,,,,,,,,
0.51,131.2782466,0.51,140.0945771,,,,,,,,,,
0.5105,135.5975557,0.5105,143.215845,,,,,,,,,,
0.511,148.1023845,0.511,142.298826,,,,,,,,,,
0.5115,146.66823,0.5115,132.6519197,,,,,,,,,,
0.512,146.5526126,0.512,145.8501537,,,,,,,,,,
0.5125,140.04706,0.5125,139.2497463,,,,,,,,,,
0.513,142.5616834,0.513,137.9914125,,,,,,,,,,
0.5135,142.7392937,0.5135,146.0865018,,,,,,,,,,
0.514,149.5656052,0.514,137.0153394,,,,,,,,,,
0.5145,134.7426209,0.5145,140.9537005,,,,,,,,,,
0.515,161.9956936,0.515,142.4983765,,,,,,,,,,
0.5155,153.9414653,0.5155,142.6067115,,,,,,,,,,
0.516,139.6261308,0.516,140.6991705,,,,,,,,,,
0.5165,141.3718968,0.5165,142.3625971,,,,,,,,,,
0.517,141.2120838,0.517,144.0503524,,,,,,,,,,
0.5175,133.9865002,0.5175,145.8193359,,,,,,,,,,
0.518,150.8670049,0.518,142.2172948,,,,,,,,,,
0.5185,142.6619004,0.5185,147.0226637,,,,,,,,,,
0.519,152.0648213,0.519,146.8826544,,,,,,,,,,
0.5195,148.5284906,0.5195,145.1102058,,,,,,,,,,
0.52,150.9598588,0.52,144.753159,,,,,,,,,,
0.5205,155.1014359,0.5205,145.7673668,,,,,,,,,,
0.521,159.6549514,0.521,148.4417442,,,,,,,,,,
0.5215,145.3500538,0.5215,144.6766817,,,,,,,,,,
0.522,134.4675699,0.522,149.9756953,,,,,,,,,,
0.5225,139.8202182,0.5225,148.4124032,,,,,,,,,,
0.523,139.3573817,0.523,150.678012,,,,,,,,,,
0.5235,139.9789859,0.5235,141.674939,,,,,,,,,,
0.524,148.8351665,0.524,143.2031747,,,,,,,,,,
0.5245,139.4530989,0.5245,143.9620459,,,,,,,,,,
0.525,137.7583384,0.525,142.6127751,,,,,,,,,,
0.5255,156.4274017,0.5255,144.0277223,,,,,,,,,,
0.526,132.0995772,0.526,138.5921823,,,,,,,,,,
0.5265,149.3764783,0.5265,132.3126984,,,,,,,,,,
0.527,135.0960687,0.527,142.7030922,,,,,,,,,,
0.5275,146.3881866,0.5275,144.665086,,,,,,,,,,
0.528,145.0237591,0.528,139.4846109,,,,,,,,,,
0.5285,147.6649288,0.5285,128.810777,,,,,,,,,,
0.529,138.8813335,0.529,144.1579732,,,,,,,,,,
0.5295,147.4461612,0.5295,142.2908227,,,,,,,,,,
0.53,154.750634,0.53,143.929042,,,,,,,,,,
0.5305,120.2402016,0.5305,141.9842191,,,,,,,,,,
0.531,151.154197,0.531,141.0823037,,,,,,,,,,
0.5315,156.7020241,0.5315,143.353987,,,,,,,,,,
0.532,152.3785188,0.532,144.846776,,,,,,,,,,
0.5325,148.4554236,0.5325,145.8845886,,,,,,,,,,
0.533,143.7339924,0.533,140.0011843,,,,,,,,,,
0.5335,146.6297051,0.5335,135.6249974,,,,,,,,,,
0.534,137.1350313,0.534,146.5045946,,,,,,,,,,
0.5345,157.1519626,0.5345,138.2558366,,,,,,,,,,
0.535,150.7825911,0.535,140.8996725,,,,,,,,,,
0.5355,145.239031,0.5355,140.3289372,,,,,,,,,,
0.536,141.0361922,0.536,143.377159,,,,,,,,,,
0.5365,140.6856586,0.5365,145.1209318,,,,,,,,,,
0.537,154.9500992,0.537,143.8500667,,,,,,,,,,
0.5375,142.834986,0.5375,147.9625316,,,,,,,,,,
0.538,154.7358113,0.538,145.4173726,,,,,,,,,,
0.5385,140.5210731,0.5385,137.5902515,,,,,,,,,,
0.539,137.6794423,0.539,145.6677925,,,,,,,,,,
0.5395,141.584492,0.5395,143.3001093,,,,,,,,,,
0.54,155.3434746,0.54,132.250642,,,,,,,,,,
0.5405,137.6313036,0.5405,147.9498514,,,,,,,,,,
0.541,128.7753178,0.541,143.6910593,,,,,,,,,,
0.5415,147.8892397,0.5415,143.1072101,,,,,,,,,,
0.542,142.7027061,0.542,144.0452643,,,,,,,,,,
0.5425,148.9352383,0.5425,146.2407487,,,,,,,,,,
0.543,158.4285334,0.543,142.8689347,,,,,,,,,,
0.5435,136.1232291,0.5435,142.4968215,,,,,,,,,,
0.544,157.129804,0.544,146.7686407,,,,,,,,,,
0.5445,139.628852,0.5445,145.7409043,,,,,,,,,,
0.545,143.487822,0.545,141.1406101,,,,,,,,,,
0.5455,143.2093849,0.5455,140.8783786,,,,,,,,,,
0.546,148.1383545,0.546,147.3139309,,,,,,,,,,
0.5465,152.3923023,0.5465,145.23018,,,,,,,,,,
0.547,142.1507455,0.547,138.1122914,,,,,,,,,,
0.5475,171.373693,0.5475,142.1150849,,,,,,,,,,
0.548,152.876199,0.548,141.316646,,,,,,,,,,
0.5485,149.1396481,0.5485,141.5804891,,,,,,,,,,
0.549,148.9347181,0.549,140.2973918,,,,,,,,,,
0.5495,147.9050039,0.5495,129.5029669,,,,,,,,,,
0.55,147.8415325,0.55,145.4631531,,,,,,,,,,
0.5505,150.8239997,0.5505,146.3320794,,,,,,,,,,
0.551,142.6497103,0.551,145.3788247,,,,,,,,,,
0.5515,149.5411088,0.5515,146.8009392,,,,,,,,,,
0.552,140.5822133,0.552,145.0436175,,,,,,,,,,
0.5525,139.1818534,0.5525,138.162476,,,,,,,,,,
0.553,148.1623343,0.553,146.5569655,,,,,,,,,,
0.5535,151.0164637,0.5535,142.605642,,,,,,,,,,
0.554,143.1390479,0.554,142.7446037,,,,,,,,,,
0.5545,147.8257415,0.5545,142.2282805,,,,,,,,,,
0.555,151.3637121,0.555,143.6043233,,,,,,,,,,
0.5555,145.4827814,0.5555,141.4646605,,,,,,,,,,
0.556,146.8737316,0.556,134.3573998,,,,,,,,,,
0.5565,148.4887376,0.5565,130.9425414,,,,,,,,,,
0.557,139.344673,0.557,149.5956106,,,,,,,,,,
0.5575,154.4165339,0.5575,133.231906,,,,,,,,,,
0.558,130.5890447,0.558,149.5865065,,,,,,,,,,
0.5585,153.028147,0.5585,145.8307875,,,,,,,,,,
0.559,138.0299049,0.559,143.4739429,,,,,,,,,,
0.5595,140.2390884,0.5595,44.94408443,,,,,,,,,,
0.56,142.652309,0.56,129.8898461,,,,,,,,,,
0.5605,153.4922299,0.5605,135.896874,,,,,,,,,,
0.561,138.4632674,0.561,60.89962815,,,,,,,,,,
0.5615,148.0048342,0.5615,47.55271621,,,,,,,,,,
0.562,143.2872563,0.562,51.79494398,,,,,,,,,,
0.5625,146.3678411,0.5625,48.24920986,,,,,,,,,,
0.563,146.4613949,0.563,51.98331732,,,,,,,,,,
0.5635,143.8366466,0.5635,42.23981745,,,,,,,,,,
0.564,149.3294303,0.564,43.10829079,,,,,,,,,,
0.5645,144.695616,0.5645,49.26324285,,,,,,,,,,
0.565,141.5314389,0.565,51.12887277,,,,,,,,,,
0.5655,146.7371676,0.5655,57.29853248,,,,,,,,,,
