SMFP(Ours),,SMFP w/o CrossQ,,SAC Flow-T,,SAC Flow-G,,DIME,,Crossq,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.129,8398.023904,0.129,9182.084437,,,,,,,,,,
0.1295,8430.215115,0.1295,9141.592735,,,,,,,,,,
0.13,8451.455767,0.13,8782.532861,,,,,,,,,,
0.1305,8578.537903,0.1305,9222.712946,,,,,,,,,,
0.131,8353.087816,0.131,9217.714108,,,,,,,,,,
0.1315,8464.142682,0.1315,9378.347391,,,,,,,,,,
0.132,8414.858148,0.132,9303.501781,,,,,,,,,,
0.1325,8436.219831,0.1325,9365.333781,,,,,,,,,,
0.133,8598.226153,0.133,9212.08798,,,,,,,,,,
0.1335,8533.141586,0.1335,9470.076469,,,,,,,,,,
0.134,8629.577737,0.134,9204.57254,,,,,,,,,,
0.1345,8638.269364,0.1345,9179.265205,,,,,,,,,,
0.135,8679.978548,0.135,9158.573544,,,,,,,,,,
0.1355,8562.451204,0.1355,9123.600963,,,,,,,,,,
0.136,8723.114409,0.136,9441.06918,,,,,,,,,,
0.1365,8601.542759,0.1365,9208.009802,,,,,,,,,,
0.137,8709.784359,0.137,9529.977323,,,,,,,,,,
0.1375,8649.289411,0.1375,9597.522777,,,,,,,,,,
0.138,8697.90446,0.138,9234.81375,,,,,,,,,,
0.1385,8809.728194,0.1385,9062.180156,,,,,,,,,,
0.139,8613.949535,0.139,9433.310129,,,,,,,,,,
0.1395,8692.332503,0.1395,9302.945965,,,,,,,,,,
0.14,8674.207715,0.14,9473.437959,,,,,,,,,,
0.1405,8674.580212,0.1405,9056.558156,,,,,,,,,,
0.141,8804.672456,0.141,9411.998914,,,,,,,,,,
0.1415,8766.746072,0.1415,9621.991447,,,,,,,,,,
0.142,8801.615123,0.142,9422.185592,,,,,,,,,,
0.1425,8794.180939,0.1425,9516.918218,,,,,,,,,,
0.143,4940.386937,0.143,9323.772585,,,,,,,,,,
0.1435,8799.899191,0.1435,4680.312213,,,,,,,,,,
0.144,8825.675103,0.144,9030.577995,,,,,,,,,,
0.1445,8871.740255,0.1445,8998.123689,,,,,,,,,,
0.145,8865.678017,0.145,9701.28829,,,,,,,,,,
0.1455,8831.61177,0.1455,9690.17933,,,,,,,,,,
0.146,8848.892457,0.146,9408.333812,,,,,,,,,,
0.1465,8741.206437,0.1465,3015.833426,,,,,,,,,,
0.147,8794.430591,0.147,9041.302402,,,,,,,,,,
0.1475,8832.63112,0.1475,1475.996794,,,,,,,,,,
0.148,8878.981878,0.148,9372.546167,,,,,,,,,,
0.1485,8865.907405,0.1485,9592.248798,,,,,,,,,,
0.149,8873.987719,0.149,9558.256497,,,,,,,,,,
0.1495,8834.416624,0.1495,9412.625016,,,,,,,,,,
0.15,9029.853656,0.15,9732.799465,,,,,,,,,,
0.1505,8749.46523,0.1505,9749.398251,,,,,,,,,,
0.151,9009.216197,0.151,9055.644191,,,,,,,,,,
0.1515,8835.221411,0.1515,8875.244527,,,,,,,,,,
0.152,8754.555474,0.152,9192.878788,,,,,,,,,,
0.1525,8925.886601,0.1525,9544.198156,,,,,,,,,,
0.153,8982.864816,0.153,9788.627209,,,,,,,,,,
0.1535,8995.103412,0.1535,9524.001429,,,,,,,,,,
0.154,8882.152072,0.154,9614.625958,,,,,,,,,,
0.1545,9036.911473,0.1545,9591.258469,,,,,,,,,,
0.155,8944.25758,0.155,9736.382989,,,,,,,,,,
0.1555,8909.807222,0.1555,9418.479126,,,,,,,,,,
0.156,8820.497265,0.156,9635.302013,,,,,,,,,,
0.1565,9061.115278,0.1565,9695.155236,,,,,,,,,,
0.157,8901.512207,0.157,9090.302634,,,,,,,,,,
0.1575,9023.191181,0.1575,10161.25589,,,,,,,,,,
0.158,8981.970168,0.158,9420.253063,,,,,,,,,,
0.1585,8975.683629,0.1585,9389.994162,,,,,,,,,,
0.159,9033.196236,0.159,9130.958873,,,,,,,,,,
0.1595,9046.022055,0.1595,8777.345646,,,,,,,,,,
0.16,9124.609016,0.16,9615.297208,,,,,,,,,,
0.1605,9178.050276,0.1605,9541.905749,,,,,,,,,,
0.161,9076.89384,0.161,9504.308258,,,,,,,,,,
0.1615,9031.2946,0.1615,9471.492565,,,,,,,,,,
0.162,8947.997361,0.162,9899.148392,,,,,,,,,,
0.1625,9006.500072,0.1625,10105.02739,,,,,,,,,,
0.163,9083.140142,0.163,9877.385319,,,,,,,,,,
0.1635,9161.043835,0.1635,9912.159946,,,,,,,,,,
0.164,9132.54764,0.164,9725.945221,,,,,,,,,,
0.1645,9170.911323,0.1645,9451.631571,,,,,,,,,,
0.165,9182.027166,0.165,9555.824853,,,,,,,,,,
0.1655,9127.930314,0.1655,10169.60156,,,,,,,,,,
0.166,9127.539114,0.166,9439.831552,,,,,,,,,,
0.1665,9149.02327,0.1665,9865.195966,,,,,,,,,,
0.167,9219.75901,0.167,9820.329009,,,,,,,,,,
0.1675,9121.63388,0.1675,10083.3662,,,,,,,,,,
0.168,9326.564498,0.168,9530.264086,,,,,,,,,,
0.1685,9215.681918,0.1685,9597.138201,,,,,,,,,,
0.169,9298.631857,0.169,9983.999113,,,,,,,,,,
0.1695,9173.23944,0.1695,9546.485074,,,,,,,,,,
0.17,9260.007524,0.17,9935.14618,,,,,,,,,,
0.1705,9359.560308,0.1705,9334.723627,,,,,,,,,,
0.171,9251.30904,0.171,8638.809394,,,,,,,,,,
0.1715,9294.515827,0.1715,9921.680683,,,,,,,,,,
0.172,9265.364127,0.172,9628.89436,,,,,,,,,,
0.1725,9344.271058,0.1725,10186.53596,,,,,,,,,,
0.173,9325.499977,0.173,10301.48991,,,,,,,,,,
0.1735,9465.386821,0.1735,10161.11961,,,,,,,,,,
0.174,9484.009502,0.174,9992.959782,,,,,,,,,,
0.1745,9486.484109,0.1745,10331.51567,,,,,,,,,,
0.175,9480.157216,0.175,10217.01238,,,,,,,,,,
0.1755,9391.695991,0.1755,9798.1233,,,,,,,,,,
0.176,9453.949514,0.176,9651.263103,,,,,,,,,,
0.1765,9390.579046,0.1765,9774.600128,,,,,,,,,,
0.177,9460.004399,0.177,10155.4165,,,,,,,,,,
0.1775,9540.75893,0.1775,10153.89007,,,,,,,,,,
0.178,9629.797585,0.178,9745.131245,,,,,,,,,,
0.1785,9540.561188,0.1785,9507.177782,,,,,,,,,,
0.179,9429.56349,0.179,10716.01513,,,,,,,,,,
0.1795,9409.273965,0.1795,10526.04386,,,,,,,,,,
0.18,9372.730132,0.18,10094.14577,,,,,,,,,,
0.1805,9409.950018,0.1805,9936.852477,,,,,,,,,,
0.181,9591.333115,0.181,10192.25084,,,,,,,,,,
0.1815,9530.885271,0.1815,10037.354,,,,,,,,,,
0.182,9685.933837,0.182,10560.31155,,,,,,,,,,
0.1825,9532.279898,0.1825,10072.84458,,,,,,,,,,
0.183,9618.576567,0.183,9743.11322,,,,,,,,,,
0.1835,9586.030027,0.1835,9915.147056,,,,,,,,,,
0.184,9718.629609,0.184,9780.280058,,,,,,,,,,
0.1845,9739.59044,0.1845,10254.23403,,,,,,,,,,
0.185,9721.56926,0.185,10559.08173,,,,,,,,,,
0.1855,9697.59622,0.1855,10133.83893,,,,,,,,,,
0.186,9826.508246,0.186,3180.450333,,,,,,,,,,
0.1865,9649.969513,0.1865,9928.796457,,,,,,,,,,
0.187,9715.585364,0.187,9866.797696,,,,,,,,,,
0.1875,9607.001376,0.1875,9093.533923,,,,,,,,,,
0.188,9696.418361,0.188,10001.45939,,,,,,,,,,
0.1885,9734.179522,0.1885,10382.32828,,,,,,,,,,
0.189,9588.181789,0.189,10537.86406,,,,,,,,,,
0.1895,9753.089113,0.1895,10257.28449,,,,,,,,,,
0.19,9603.650013,0.19,10372.66869,,,,,,,,,,
0.1905,9765.506104,0.1905,10438.38286,,,,,,,,,,
0.191,9816.686422,0.191,10329.06685,,,,,,,,,,
0.1915,9838.398847,0.1915,10692.05128,,,,,,,,,,
0.192,9740.489665,0.192,9967.778109,,,,,,,,,,
0.1925,9823.926314,0.1925,10544.88779,,,,,,,,,,
0.193,9858.259446,0.193,6764.819217,,,,,,,,,,
0.1935,9868.575269,0.1935,10506.61813,,,,,,,,,,
0.194,9876.766639,0.194,10662.30039,,,,,,,,,,
0.1945,9793.955324,0.1945,10657.5491,,,,,,,,,,
0.195,9810.055337,0.195,10452.37738,,,,,,,,,,
0.1955,9873.886713,0.1955,10652.11219,,,,,,,,,,
0.196,9638.824834,0.196,10516.69943,,,,,,,,,,
0.1965,9919.464211,0.1965,10205.45184,,,,,,,,,,
0.197,9909.831767,0.197,10448.5679,,,,,,,,,,
0.1975,9856.190348,0.1975,10391.21076,,,,,,,,,,
0.198,9902.49397,0.198,10783.31356,,,,,,,,,,
0.1985,9871.986335,0.1985,10782.22496,,,,,,,,,,
0.199,9943.020365,0.199,10276.17786,,,,,,,,,,
0.1995,9959.583242,0.1995,11043.61853,,,,,,,,,,
0.2,9790.695774,0.2,11054.59269,,,,,,,,,,
0.2005,9994.975955,0.2005,10466.98133,,,,,,,,,,
0.201,9856.285893,0.201,10736.77277,,,,,,,,,,
0.2015,9882.958608,0.2015,10964.54463,,,,,,,,,,
0.202,9878.422199,0.202,11163.53516,,,,,,,,,,
0.2025,9966.664294,0.2025,10848.17319,,,,,,,,,,
0.203,9967.275723,0.203,7710.315303,,,,,,,,,,
0.2035,10077.01205,0.2035,11234.88419,,,,,,,,,,
0.204,9957.413803,0.204,11076.77082,,,,,,,,,,
0.2045,10034.50569,0.2045,11322.66336,,,,,,,,,,
0.205,10030.93595,0.205,11152.97268,,,,,,,,,,
0.2055,10021.5814,0.2055,10707.63546,,,,,,,,,,
0.206,9973.606263,0.206,10948.64209,,,,,,,,,,
0.2065,10005.49052,0.2065,10620.3189,,,,,,,,,,
0.207,9889.277601,0.207,11000.28931,,,,,,,,,,
0.2075,10009.13078,0.2075,11377.38898,,,,,,,,,,
0.208,10008.67215,0.208,10908.72508,,,,,,,,,,
0.2085,10142.6899,0.2085,10686.00604,,,,,,,,,,
0.209,9960.868924,0.209,11113.2261,,,,,,,,,,
0.2095,10021.07679,0.2095,11107.80365,,,,,,,,,,
0.21,9984.300954,0.21,10948.66964,,,,,,,,,,
0.2105,10092.8469,0.2105,11525.8832,,,,,,,,,,
0.211,10050.49297,0.211,11517.73779,,,,,,,,,,
0.2115,10053.06062,0.2115,10747.1857,,,,,,,,,,
0.212,10048.40811,0.212,7089.146762,,,,,,,,,,
0.2125,10123.04247,0.2125,10056.4282,,,,,,,,,,
0.213,10023.3096,0.213,11340.04051,,,,,,,,,,
0.2135,10085.24458,0.2135,11197.46052,,,,,,,,,,
0.214,9976.521726,0.214,11121.62962,,,,,,,,,,
0.2145,10151.61926,0.2145,11092.29717,,,,,,,,,,
0.215,9993.725596,0.215,11220.11523,,,,,,,,,,
0.2155,10197.94388,0.2155,9505.386829,,,,,,,,,,
0.216,10161.04214,0.216,10989.24162,,,,,,,,,,
0.2165,10207.58336,0.2165,11134.36997,,,,,,,,,,
0.217,10114.05828,0.217,10896.84406,,,,,,,,,,
0.2175,10057.356,0.2175,11324.49186,,,,,,,,,,
0.218,10212.65602,0.218,7329.691789,,,,,,,,,,
0.2185,10308.90005,0.2185,11417.29641,,,,,,,,,,
0.219,10259.91304,0.219,10098.04424,,,,,,,,,,
0.2195,10172.33111,0.2195,11276.39519,,,,,,,,,,
0.22,10199.59954,0.22,10893.9625,,,,,,,,,,
0.2205,10279.08624,0.2205,8340.574866,,,,,,,,,,
0.221,10232.11621,0.221,11810.39802,,,,,,,,,,
0.2215,10220.43779,0.2215,11450.75067,,,,,,,,,,
0.222,10191.40126,0.222,10889.85714,,,,,,,,,,
0.2225,10228.26971,0.2225,11380.55209,,,,,,,,,,
0.223,10210.71655,0.223,11088.95808,,,,,,,,,,
0.2235,10136.98191,0.2235,11883.34128,,,,,,,,,,
0.224,10290.65917,0.224,11196.97441,,,,,,,,,,
0.2245,10281.73677,0.2245,3849.761444,,,,,,,,,,
0.225,10288.15597,0.225,11574.54387,,,,,,,,,,
0.2255,10343.91175,0.2255,11213.73412,,,,,,,,,,
0.226,10309.75725,0.226,11047.24645,,,,,,,,,,
0.2265,10139.08731,0.2265,10570.2858,,,,,,,,,,
0.227,10224.88138,0.227,11166.15086,,,,,,,,,,
0.2275,10258.29227,0.2275,11712.78198,,,,,,,,,,
0.228,10302.94381,0.228,11249.44803,,,,,,,,,,
0.2285,10295.52828,0.2285,11420.12766,,,,,,,,,,
0.229,10292.154,0.229,10656.38556,,,,,,,,,,
0.2295,10353.8162,0.2295,11591.01226,,,,,,,,,,
0.23,10174.54151,0.23,11892.91908,,,,,,,,,,
0.2305,10310.04468,0.2305,11421.58692,,,,,,,,,,
0.231,10314.65767,0.231,11196.21532,,,,,,,,,,
0.2315,10352.77368,0.2315,12070.87493,,,,,,,,,,
0.232,10365.38654,0.232,11264.34716,,,,,,,,,,
0.2325,10242.24678,0.2325,11600.41607,,,,,,,,,,
0.233,10390.20088,0.233,11776.09107,,,,,,,,,,
0.2335,10264.5954,0.2335,11905.83616,,,,,,,,,,
0.234,10416.3383,0.234,11328.89127,,,,,,,,,,
0.2345,10364.38905,0.2345,11656.21902,,,,,,,,,,
0.235,10299.0335,0.235,11533.911,,,,,,,,,,
0.2355,10255.5504,0.2355,11361.97656,,,,,,,,,,
0.236,10301.47855,0.236,11465.54033,,,,,,,,,,
0.2365,10445.23341,0.2365,10908.51553,,,,,,,,,,
0.237,10367.04075,0.237,11123.466,,,,,,,,,,
0.2375,10407.03964,0.2375,8535.774076,,,,,,,,,,
0.238,10448.9432,0.238,11814.93946,,,,,,,,,,
0.2385,10416.62104,0.2385,11033.3509,,,,,,,,,,
0.239,10479.09767,0.239,11399.35852,,,,,,,,,,
0.2395,10357.40055,0.2395,11945.46097,,,,,,,,,,
0.24,10478.31203,0.24,11919.08995,,,,,,,,,,
0.2405,10492.63304,0.2405,11468.12019,,,,,,,,,,
0.241,10455.34461,0.241,11647.96858,,,,,,,,,,
0.2415,10486.81672,0.2415,11734.94359,,,,,,,,,,
0.242,10407.1533,0.242,11987.6054,,,,,,,,,,
0.2425,10464.2736,0.2425,11259.943,,,,,,,,,,
0.243,10554.39592,0.243,11491.48257,,,,,,,,,,
0.2435,10556.40356,0.2435,11494.48961,,,,,,,,,,
0.244,10414.26864,0.244,11481.12622,,,,,,,,,,
0.2445,10455.11639,0.2445,11401.27726,,,,,,,,,,
0.245,10481.04862,0.245,11660.65018,,,,,,,,,,
0.2455,10470.28907,0.2455,11507.43659,,,,,,,,,,
0.246,10448.83934,0.246,11101.31526,,,,,,,,,,
0.2465,10308.86718,0.2465,11131.58622,,,,,,,,,,
0.247,10641.26424,0.247,11573.65648,,,,,,,,,,
0.2475,10685.96151,0.2475,11732.78262,,,,,,,,,,
0.248,10497.91854,0.248,12188.63345,,,,,,,,,,
0.2485,10561.122,0.2485,4313.560324,,,,,,,,,,
0.249,10465.63281,0.249,11513.6692,,,,,,,,,,
0.2495,10484.34832,0.2495,11817.8426,,,,,,,,,,
0.25,10627.3891,0.25,12304.92905,,,,,,,,,,
0.2505,10632.91458,0.2505,9116.075185,,,,,,,,,,
0.251,10149.67181,0.251,11765.60493,,,,,,,,,,
0.2515,10547.46225,0.2515,11710.74683,,,,,,,,,,
0.252,10495.57381,0.252,11917.00558,,,,,,,,,,
0.2525,10508.99763,0.2525,11788.94208,,,,,,,,,,
0.253,10670.07916,0.253,12058.44802,,,,,,,,,,
0.2535,10574.57903,0.2535,12267.93207,,,,,,,,,,
0.254,10632.16806,0.254,7955.77954,,,,,,,,,,
0.2545,10670.70034,0.2545,11742.53732,,,,,,,,,,
0.255,10543.48296,0.255,12164.30217,,,,,,,,,,
0.2555,10684.66685,0.2555,11717.83144,,,,,,,,,,
0.256,10679.31046,0.256,12069.03314,,,,,,,,,,
0.2565,9490.239063,0.2565,12306.09599,,,,,,,,,,
0.257,10693.30062,0.257,12051.84356,,,,,,,,,,
0.2575,10593.41906,0.2575,11633.12415,,,,,,,,,,
0.258,10630.93651,0.258,11877.18635,,,,,,,,,,
0.2585,10715.13676,0.2585,12075.86936,,,,,,,,,,
0.259,10676.43728,0.259,10425.70536,,,,,,,,,,
0.2595,10769.47213,0.2595,12015.99219,,,,,,,,,,
0.26,10707.70624,0.26,11438.06798,,,,,,,,,,
0.2605,10651.34208,0.2605,12433.36577,,,,,,,,,,
0.261,10771.93392,0.261,12405.62102,,,,,,,,,,
0.2615,10756.16685,0.2615,11848.13246,,,,,,,,,,
0.262,10437.09789,0.262,940.9935088,,,,,,,,,,
0.2625,10516.94209,0.2625,12174.16585,,,,,,,,,,
0.263,10698.14413,0.263,12196.55459,,,,,,,,,,
0.2635,10665.86994,0.2635,11885.03303,,,,,,,,,,
0.264,10855.52242,0.264,12075.74734,,,,,,,,,,
0.2645,10751.47154,0.2645,11705.27218,,,,,,,,,,
0.265,10739.3452,0.265,12560.44267,,,,,,,,,,
0.2655,10643.35408,0.2655,11551.96628,,,,,,,,,,
0.266,10709.20079,0.266,11763.51199,,,,,,,,,,
0.2665,10632.7432,0.2665,11560.75808,,,,,,,,,,
0.267,10741.68602,0.267,10886.14613,,,,,,,,,,
0.2675,10736.584,0.2675,12188.31871,,,,,,,,,,
0.268,10545.18481,0.268,12758.11842,,,,,,,,,,
0.2685,10715.13759,0.2685,12135.12962,,,,,,,,,,
0.269,10708.19038,0.269,12068.06836,,,,,,,,,,
0.2695,10760.46714,0.2695,12459.05432,,,,,,,,,,
0.27,10897.4951,0.27,12258.6198,,,,,,,,,,
0.2705,10803.80836,0.2705,12379.23793,,,,,,,,,,
0.271,10746.20791,0.271,12083.51167,,,,,,,,,,
0.2715,10831.65487,0.2715,12047.41445,,,,,,,,,,
0.272,10797.61633,0.272,12295.50167,,,,,,,,,,
0.2725,10671.12455,0.2725,12231.38591,,,,,,,,,,
0.273,10931.58262,0.273,12688.81171,,,,,,,,,,
0.2735,10781.34003,0.2735,12120.14842,,,,,,,,,,
0.274,10848.27171,0.274,11945.19674,,,,,,,,,,
0.2745,10858.1178,0.2745,12167.15468,,,,,,,,,,
0.275,10912.43769,0.275,2391.829564,,,,,,,,,,
0.2755,10849.08599,0.2755,12355.65487,,,,,,,,,,
0.276,10895.82575,0.276,12035.65179,,,,,,,,,,
0.2765,10889.48254,0.2765,8336.899107,,,,,,,,,,
0.277,10957.23081,0.277,3155.356728,,,,,,,,,,
0.2775,10873.44264,0.2775,11692.45835,,,,,,,,,,
0.278,10908.25053,0.278,11565.23783,,,,,,,,,,
0.2785,10942.34568,0.2785,9639.526946,,,,,,,,,,
0.279,10989.02699,0.279,7121.946814,,,,,,,,,,
0.2795,11001.21297,0.2795,12000.2227,,,,,,,,,,
0.28,11032.71663,0.28,12182.12701,,,,,,,,,,
0.2805,11005.74237,0.2805,12340.72065,,,,,,,,,,
0.281,10738.90482,0.281,12473.22006,,,,,,,,,,
0.2815,10929.4902,0.2815,6669.236024,,,,,,,,,,
0.282,10914.72651,0.282,7792.043111,,,,,,,,,,
0.2825,10963.55511,0.2825,12495.07296,,,,,,,,,,
0.283,10961.62967,0.283,8305.377322,,,,,,,,,,
0.2835,10856.37596,0.2835,3183.247908,,,,,,,,,,
0.284,10950.66538,0.284,6848.772672,,,,,,,,,,
0.2845,10901.11602,0.2845,7810.891361,,,,,,,,,,
0.285,10896.20992,0.285,2429.922034,,,,,,,,,,
0.2855,11029.35314,0.2855,3642.583096,,,,,,,,,,
0.286,11040.42064,0.286,4160.61747,,,,,,,,,,
0.2865,10934.32497,0.2865,2676.047562,,,,,,,,,,
0.287,10978.35729,0.287,10495.41933,,,,,,,,,,
0.2875,11102.11156,0.2875,2606.212132,,,,,,,,,,
0.288,11059.70284,0.288,3166.359273,,,,,,,,,,
0.2885,11023.06464,0.2885,12248.08346,,,,,,,,,,
0.289,11033.31661,0.289,5522.581328,,,,,,,,,,
0.2895,11070.1167,0.2895,11391.87326,,,,,,,,,,
0.29,10955.44603,0.29,3352.479896,,,,,,,,,,
0.2905,10992.80486,0.2905,8895.705718,,,,,,,,,,
0.291,10861.44957,0.291,4518.044195,,,,,,,,,,
0.2915,10934.56303,0.2915,8626.119583,,,,,,,,,,
0.292,11071.86773,0.292,6197.352517,,,,,,,,,,
0.2925,11014.57427,0.2925,12647.71343,,,,,,,,,,
0.293,11029.05144,0.293,12634.45531,,,,,,,,,,
0.2935,10992.16989,0.2935,7353.35622,,,,,,,,,,
0.294,11017.41743,0.294,11979.6838,,,,,,,,,,
0.2945,11073.80873,0.2945,11917.05512,,,,,,,,,,
0.295,11102.72023,0.295,12109.94812,,,,,,,,,,
0.2955,11013.92223,0.2955,12541.62271,,,,,,,,,,
0.296,11175.59956,0.296,9341.257434,,,,,,,,,,
0.2965,10990.16499,0.2965,5881.55551,,,,,,,,,,
0.297,10931.84706,0.297,12402.00923,,,,,,,,,,
0.2975,11001.0372,0.2975,8508.13403,,,,,,,,,,
0.298,11148.03987,0.298,1683.694094,,,,,,,,,,
0.2985,11104.3226,0.2985,3956.221167,,,,,,,,,,
0.299,11036.88258,0.299,1351.056324,,,,,,,,,,
0.2995,10666.78176,0.2995,1638.138784,,,,,,,,,,
0.3,11033.61748,0.3,2142.333428,,,,,,,,,,
0.3005,11060.84566,0.3005,12745.76498,,,,,,,,,,
0.301,11039.92729,0.301,8899.386439,,,,,,,,,,
0.3015,11059.63535,0.3015,11244.74991,,,,,,,,,,
0.302,11067.78135,0.302,6663.752866,,,,,,,,,,
0.3025,10820.82733,0.3025,2556.175981,,,,,,,,,,
0.303,10998.96359,0.303,12195.25311,,,,,,,,,,
0.3035,11013.40094,0.3035,4560.620687,,,,,,,,,,
0.304,10984.63823,0.304,12530.46649,,,,,,,,,,
0.3045,11092.92297,0.3045,9713.919838,,,,,,,,,,
0.305,10952.38043,0.305,7887.136409,,,,,,,,,,
0.3055,11040.29846,0.3055,12788.194,,,,,,,,,,
0.306,11139.99379,0.306,12750.87277,,,,,,,,,,
0.3065,10993.1818,0.3065,12417.98821,,,,,,,,,,
0.307,11006.99238,0.307,5567.420746,,,,,,,,,,
0.3075,10899.51503,0.3075,3658.784271,,,,,,,,,,
0.308,11083.89893,0.308,12449.86772,,,,,,,,,,
0.3085,11081.62532,0.3085,12215.55212,,,,,,,,,,
0.309,11141.08114,0.309,3354.690103,,,,,,,,,,
0.3095,11077.56761,0.3095,12829.35354,,,,,,,,,,
0.31,11054.30159,0.31,9230.168451,,,,,,,,,,
0.3105,11052.60292,0.3105,8909.535724,,,,,,,,,,
0.311,10983.49593,0.311,12938.83442,,,,,,,,,,
0.3115,11050.93916,0.3115,12425.93909,,,,,,,,,,
0.312,11138.82784,0.312,5504.913105,,,,,,,,,,
0.3125,11063.25283,0.3125,12780.33387,,,,,,,,,,
0.313,11146.72282,0.313,6783.158215,,,,,,,,,,
0.3135,11060.18713,0.3135,1893.230563,,,,,,,,,,
0.314,11033.97105,0.314,4179.067741,,,,,,,,,,
0.3145,11135.59324,0.3145,3597.080957,,,,,,,,,,
0.315,11029.10512,0.315,10782.54715,,,,,,,,,,
0.3155,11108.2401,0.3155,5029.545952,,,,,,,,,,
0.316,11174.50863,0.316,12113.61649,,,,,,,,,,
0.3165,11206.6803,0.3165,10419.5963,,,,,,,,,,
0.317,11236.21721,0.317,12376.82867,,,,,,,,,,
0.3175,11195.05005,0.3175,12965.95989,,,,,,,,,,
0.318,11134.71786,0.318,11452.47682,,,,,,,,,,
0.3185,10938.33389,0.3185,12761.36596,,,,,,,,,,
0.319,11049.68869,0.319,12419.95051,,,,,,,,,,
0.3195,11189.29477,0.3195,11656.37879,,,,,,,,,,
0.32,11182.91827,0.32,2265.394678,,,,,,,,,,
0.3205,11063.55562,0.3205,6816.724123,,,,,,,,,,
0.321,11132.97637,0.321,4873.300529,,,,,,,,,,
0.3215,11202.12171,0.3215,12806.06788,,,,,,,,,,
0.322,11182.91268,0.322,2833.955746,,,,,,,,,,
0.3225,11080.29422,0.3225,7080.454882,,,,,,,,,,
0.323,11194.48033,0.323,4321.108318,,,,,,,,,,
0.3235,11155.78584,0.3235,6952.566342,,,,,,,,,,
0.324,11132.02765,0.324,12474.61883,,,,,,,,,,
0.3245,11225.77087,0.3245,5241.199632,,,,,,,,,,
0.325,11150.9939,0.325,5510.653159,,,,,,,,,,
0.3255,11201.6486,0.3255,10005.70908,,,,,,,,,,
0.326,11181.85256,0.326,12417.09431,,,,,,,,,,
0.3265,11237.65321,0.3265,2917.406266,,,,,,,,,,
0.327,11068.35019,0.327,7589.204228,,,,,,,,,,
0.3275,11114.69444,0.3275,2998.052687,,,,,,,,,,
0.328,11114.44721,0.328,13053.96124,,,,,,,,,,
0.3285,11253.00712,0.3285,12935.93696,,,,,,,,,,
0.329,11215.43692,0.329,12209.33833,,,,,,,,,,
0.3295,11204.49343,0.3295,6022.16871,,,,,,,,,,
0.33,11231.02381,0.33,5986.76149,,,,,,,,,,
0.3305,11104.37912,0.3305,7812.290615,,,,,,,,,,
0.331,11213.88459,0.331,12393.13678,,,,,,,,,,
0.3315,11218.23575,0.3315,12556.91562,,,,,,,,,,
0.332,11177.86762,0.332,13088.24667,,,,,,,,,,
0.3325,11211.23363,0.3325,4234.317544,,,,,,,,,,
0.333,11172.2002,0.333,11010.84822,,,,,,,,,,
0.3335,11286.8967,0.3335,11642.85476,,,,,,,,,,
0.334,11239.8126,0.334,9343.964407,,,,,,,,,,
0.3345,9713.948664,0.3345,3616.811743,,,,,,,,,,
0.335,11215.46111,0.335,9019.915294,,,,,,,,,,
0.3355,11278.28385,0.3355,3758.889815,,,,,,,,,,
0.336,11225.18153,0.336,6339.097632,,,,,,,,,,
0.3365,11285.43889,0.3365,12829.49487,,,,,,,,,,
0.337,11293.80878,0.337,13509.76286,,,,,,,,,,
0.3375,11258.59566,0.3375,12825.91698,,,,,,,,,,
0.338,11320.97513,0.338,13386.20291,,,,,,,,,,
0.3385,11230.5853,0.3385,9426.353023,,,,,,,,,,
0.339,11324.28819,0.339,2869.553347,,,,,,,,,,
0.3395,11250.90309,0.3395,13345.79087,,,,,,,,,,
0.34,11376.46293,0.34,5939.10651,,,,,,,,,,
0.3405,11283.93388,0.3405,13442.85981,,,,,,,,,,
0.341,11301.99409,0.341,4035.339986,,,,,,,,,,
0.3415,11345.65918,0.3415,13337.64218,,,,,,,,,,
0.342,11215.85438,0.342,11203.54765,,,,,,,,,,
0.3425,11281.79903,0.3425,12609.79631,,,,,,,,,,
0.343,11360.62611,0.343,13448.00892,,,,,,,,,,
0.3435,11297.73274,0.3435,13089.3103,,,,,,,,,,
0.344,11312.33804,0.344,12731.97957,,,,,,,,,,
0.3445,11317.8322,0.3445,2819.24249,,,,,,,,,,
0.345,11294.96279,0.345,5512.570902,,,,,,,,,,
0.3455,11325.03053,0.3455,13146.77806,,,,,,,,,,
0.346,11263.43831,0.346,13313.85418,,,,,,,,,,
0.3465,11372.97047,0.3465,8503.091978,,,,,,,,,,
0.347,11333.51384,0.347,2542.87276,,,,,,,,,,
0.3475,11450.43326,0.3475,12890.9944,,,,,,,,,,
0.348,11368.02422,0.348,12983.3685,,,,,,,,,,
0.3485,11355.83929,0.3485,13488.45082,,,,,,,,,,
0.349,11401.76001,0.349,13162.09285,,,,,,,,,,
0.3495,11347.57989,0.3495,12695.63573,,,,,,,,,,
0.35,11280.92214,0.35,12708.70472,,,,,,,,,,
0.3505,11467.135,0.3505,7546.875614,,,,,,,,,,
0.351,11136.24332,0.351,3703.568407,,,,,,,,,,
0.3515,11345.57816,0.3515,12948.1961,,,,,,,,,,
0.352,11384.82032,0.352,3305.681245,,,,,,,,,,
0.3525,11069.59649,0.3525,13021.02054,,,,,,,,,,
