SMFP(Ours),,SMFP w/o CrossQ,,SAC Flow-T,,SAC Flow-G,,DIME,,Crossq,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.353,11433.3034,0.353,6528.012981,,,,,,,,,,
0.3535,11417.58465,0.3535,13437.76995,,,,,,,,,,
0.354,11423.7195,0.354,13499.88805,,,,,,,,,,
0.3545,11425.72031,0.3545,10155.56574,,,,,,,,,,
0.355,11396.21777,0.355,13593.95842,,,,,,,,,,
0.3555,11336.12985,0.3555,12863.02571,,,,,,,,,,
0.356,11411.35207,0.356,9532.587083,,,,,,,,,,
0.3565,11358.10706,0.3565,3526.962891,,,,,,,,,,
0.357,11409.17431,0.357,13321.03607,,,,,,,,,,
0.3575,11439.71691,0.3575,12909.52017,,,,,,,,,,
0.358,11393.48268,0.358,13501.04837,,,,,,,,,,
0.3585,11175.69788,0.3585,13329.81553,,,,,,,,,,
0.359,11429.83121,0.359,13612.37436,,,,,,,,,,
0.3595,11337.10039,0.3595,8230.401697,,,,,,,,,,
0.36,11417.72521,0.36,13167.79721,,,,,,,,,,
0.3605,11405.94719,0.3605,13317.04048,,,,,,,,,,
0.361,11461.172,0.361,13145.15233,,,,,,,,,,
0.3615,11415.64121,0.3615,12385.04499,,,,,,,,,,
0.362,11435.13902,0.362,13140.34295,,,,,,,,,,
0.3625,11429.15846,0.3625,12456.1663,,,,,,,,,,
0.363,11449.89885,0.363,5014.654094,,,,,,,,,,
0.3635,11405.49575,0.3635,13257.64328,,,,,,,,,,
0.364,11474.05367,0.364,13192.92543,,,,,,,,,,
0.3645,11448.83306,0.3645,6190.547358,,,,,,,,,,
0.365,11367.2599,0.365,4117.286868,,,,,,,,,,
0.3655,6672.359286,0.3655,12904.35964,,,,,,,,,,
0.366,11410.38199,0.366,13368.50468,,,,,,,,,,
0.3665,11406.99775,0.3665,13182.41138,,,,,,,,,,
0.367,11513.17459,0.367,8081.924015,,,,,,,,,,
0.3675,11547.10248,0.3675,13407.89938,,,,,,,,,,
0.368,11475.87477,0.368,11374.77655,,,,,,,,,,
0.3685,11506.37757,0.3685,12466.92539,,,,,,,,,,
0.369,11431.51638,0.369,4214.908189,,,,,,,,,,
0.3695,11514.03789,0.3695,13292.09882,,,,,,,,,,
0.37,11509.84675,0.37,11431.40045,,,,,,,,,,
0.3705,11417.13846,0.3705,13343.7675,,,,,,,,,,
0.371,11432.22332,0.371,3892.722855,,,,,,,,,,
0.3715,11575.4975,0.3715,11753.10527,,,,,,,,,,
0.372,11532.35437,0.372,1405.579209,,,,,,,,,,
0.3725,11355.56996,0.3725,9045.301981,,,,,,,,,,
0.373,11184.63075,0.373,9640.358046,,,,,,,,,,
0.3735,11471.71824,0.3735,8044.203091,,,,,,,,,,
0.374,11522.45317,0.374,13472.90759,,,,,,,,,,
0.3745,11496.14697,0.3745,8053.691884,,,,,,,,,,
0.375,11537.27804,0.375,13533.63807,,,,,,,,,,
0.3755,11546.18468,0.3755,13615.05825,,,,,,,,,,
0.376,11505.31029,0.376,13273.24038,,,,,,,,,,
0.3765,11548.21925,0.3765,4987.51198,,,,,,,,,,
0.377,11426.41935,0.377,12922.89271,,,,,,,,,,
0.3775,11514.89056,0.3775,13371.89201,,,,,,,,,,
0.378,11487.31924,0.378,8654.947347,,,,,,,,,,
0.3785,11569.73387,0.3785,5638.361646,,,,,,,,,,
0.379,11569.47084,0.379,13234.30976,,,,,,,,,,
0.3795,11669.44851,0.3795,7750.264885,,,,,,,,,,
0.38,11454.10401,0.38,6035.434942,,,,,,,,,,
0.3805,11466.25287,0.3805,13179.51308,,,,,,,,,,
0.381,11591.77081,0.381,13501.54759,,,,,,,,,,
0.3815,11594.57258,0.3815,13304.52309,,,,,,,,,,
0.382,11685.60694,0.382,4109.620307,,,,,,,,,,
0.3825,11589.15102,0.3825,8454.668425,,,,,,,,,,
0.383,11575.29812,0.383,13488.55497,,,,,,,,,,
0.3835,11625.10218,0.3835,13465.13206,,,,,,,,,,
0.384,11550.15389,0.384,8244.521056,,,,,,,,,,
0.3845,11585.54244,0.3845,13314.1998,,,,,,,,,,
0.385,11606.75503,0.385,13360.90922,,,,,,,,,,
0.3855,11678.82481,0.3855,13466.64561,,,,,,,,,,
0.386,11768.07188,0.386,13270.23754,,,,,,,,,,
0.3865,11736.41916,0.3865,8304.015329,,,,,,,,,,
0.387,11732.87036,0.387,13494.70588,,,,,,,,,,
0.3875,11644.45507,0.3875,10528.22685,,,,,,,,,,
0.388,11688.75382,0.388,3322.95665,,,,,,,,,,
0.3885,11703.3336,0.3885,5898.557152,,,,,,,,,,
0.389,11642.83875,0.389,13810.13407,,,,,,,,,,
0.3895,11637.45981,0.3895,13378.31151,,,,,,,,,,
0.39,11497.16094,0.39,13519.92958,,,,,,,,,,
0.3905,11614.64845,0.3905,13334.43563,,,,,,,,,,
0.391,11642.2998,0.391,13521.29904,,,,,,,,,,
0.3915,11556.32144,0.3915,13157.90147,,,,,,,,,,
0.392,11781.20689,0.392,13582.88275,,,,,,,,,,
0.3925,11687.27304,0.3925,10699.61208,,,,,,,,,,
0.393,11824.89863,0.393,13541.28502,,,,,,,,,,
0.3935,11574.56966,0.3935,13517.09039,,,,,,,,,,
0.394,11749.26259,0.394,3499.492982,,,,,,,,,,
0.3945,11717.97014,0.3945,12607.02572,,,,,,,,,,
0.395,11673.44437,0.395,14076.00689,,,,,,,,,,
0.3955,11689.55558,0.3955,13343.11899,,,,,,,,,,
0.396,11749.33615,0.396,13134.97341,,,,,,,,,,
0.3965,11818.93846,0.3965,6713.600501,,,,,,,,,,
0.397,11706.72331,0.397,11372.76038,,,,,,,,,,
0.3975,11666.41024,0.3975,10043.09834,,,,,,,,,,
0.398,11774.77792,0.398,6237.369525,,,,,,,,,,
0.3985,11656.24475,0.3985,13757.99707,,,,,,,,,,
0.399,11643.84165,0.399,13507.87789,,,,,,,,,,
0.3995,11675.40722,0.3995,13766.36865,,,,,,,,,,
0.4,11683.1033,0.4,13700.13857,,,,,,,,,,
0.4005,11820.83841,0.4005,1463.650246,,,,,,,,,,
0.401,11845.67465,0.401,13145.97752,,,,,,,,,,
0.4015,11860.3777,0.4015,13161.43264,,,,,,,,,,
0.402,11705.59734,0.402,14023.06779,,,,,,,,,,
0.4025,11846.09039,0.4025,6746.678649,,,,,,,,,,
0.403,11760.35033,0.403,8183.581611,,,,,,,,,,
0.4035,11873.18361,0.4035,13656.88991,,,,,,,,,,
0.404,11918.84447,0.404,13311.83267,,,,,,,,,,
0.4045,11857.76356,0.4045,12995.682,,,,,,,,,,
0.405,11905.0945,0.405,13318.01711,,,,,,,,,,
0.4055,11874.02222,0.4055,13324.34444,,,,,,,,,,
0.406,11866.00071,0.406,5483.334478,,,,,,,,,,
0.4065,11852.10011,0.4065,13607.92958,,,,,,,,,,
0.407,11767.76006,0.407,13284.70082,,,,,,,,,,
0.4075,11556.99289,0.4075,2218.662852,,,,,,,,,,
0.408,11885.47423,0.408,13847.94664,,,,,,,,,,
0.4085,11862.84889,0.4085,12906.66473,,,,,,,,,,
0.409,11923.25885,0.409,4098.047683,,,,,,,,,,
0.4095,11962.66035,0.4095,14314.46508,,,,,,,,,,
0.41,11896.69208,0.41,9090.849591,,,,,,,,,,
0.4105,11703.86401,0.4105,13926.24709,,,,,,,,,,
0.411,11961.52056,0.411,14346.51326,,,,,,,,,,
0.4115,11824.71733,0.4115,13968.048,,,,,,,,,,
0.412,11703.83174,0.412,1570.510347,,,,,,,,,,
0.4125,11841.12079,0.4125,12707.52922,,,,,,,,,,
0.413,11742.05995,0.413,14167.29527,,,,,,,,,,
0.4135,12008.39531,0.4135,10031.05176,,,,,,,,,,
0.414,11893.88943,0.414,13266.47839,,,,,,,,,,
0.4145,12068.01041,0.4145,13321.64758,,,,,,,,,,
0.415,12100.84911,0.415,9833.941885,,,,,,,,,,
0.4155,12047.63783,0.4155,13836.48153,,,,,,,,,,
0.416,12066.10355,0.416,13517.79515,,,,,,,,,,
0.4165,12115.3175,0.4165,1572.582171,,,,,,,,,,
0.417,12079.4717,0.417,13756.5291,,,,,,,,,,
0.4175,12039.07227,0.4175,10256.12799,,,,,,,,,,
0.418,12089.90722,0.418,13770.33941,,,,,,,,,,
0.4185,12037.46097,0.4185,13384.64015,,,,,,,,,,
0.419,12078.51819,0.419,13840.70348,,,,,,,,,,
0.4195,12090.01753,0.4195,7832.939654,,,,,,,,,,
0.42,12048.62635,0.42,14048.71206,,,,,,,,,,
0.4205,12128.58364,0.4205,10898.24312,,,,,,,,,,
0.421,12136.49052,0.421,1329.094564,,,,,,,,,,
0.4215,11911.11155,0.4215,12965.88936,,,,,,,,,,
0.422,12208.79012,0.422,3257.787136,,,,,,,,,,
0.4225,12079.12402,0.4225,4817.988054,,,,,,,,,,
0.423,12119.74188,0.423,12993.49374,,,,,,,,,,
0.4235,12187.63974,0.4235,7498.370305,,,,,,,,,,
0.424,12194.19079,0.424,13241.81867,,,,,,,,,,
0.4245,12116.61281,0.4245,12949.30251,,,,,,,,,,
0.425,12166.17243,0.425,12975.60398,,,,,,,,,,
0.4255,12202.71945,0.4255,13465.16881,,,,,,,,,,
0.426,12242.27217,0.426,7667.987613,,,,,,,,,,
0.4265,12192.09454,0.4265,13610.20629,,,,,,,,,,
0.427,12023.48215,0.427,5149.733877,,,,,,,,,,
0.4275,12229.07431,0.4275,13474.04382,,,,,,,,,,
0.428,12282.65695,0.428,13925.41291,,,,,,,,,,
0.4285,12204.42918,0.4285,13794.13174,,,,,,,,,,
0.429,12283.28278,0.429,12966.0612,,,,,,,,,,
0.4295,11877.99783,0.4295,13449.41344,,,,,,,,,,
0.43,11984.45801,0.43,4791.339632,,,,,,,,,,
0.4305,12196.93206,0.4305,13458.90747,,,,,,,,,,
0.431,12137.56309,0.431,14057.23107,,,,,,,,,,
0.4315,12200.30072,0.4315,3940.849933,,,,,,,,,,
0.432,12158.97523,0.432,11749.8914,,,,,,,,,,
0.4325,12117.11189,0.4325,13617.26688,,,,,,,,,,
0.433,12276.17583,0.433,13730.0669,,,,,,,,,,
0.4335,12131.74191,0.4335,10238.80322,,,,,,,,,,
0.434,12227.22543,0.434,9540.047852,,,,,,,,,,
0.4345,8257.322077,0.4345,12899.75481,,,,,,,,,,
0.435,12163.10314,0.435,13246.2025,,,,,,,,,,
0.4355,12286.36788,0.4355,13845.29549,,,,,,,,,,
0.436,12164.17183,0.436,6444.5351,,,,,,,,,,
0.4365,12259.6871,0.4365,13568.72082,,,,,,,,,,
0.437,12288.31579,0.437,14052.23749,,,,,,,,,,
0.4375,12202.30645,0.4375,13556.85639,,,,,,,,,,
0.438,12256.58692,0.438,11083.36297,,,,,,,,,,
0.4385,12294.3756,0.4385,13639.73562,,,,,,,,,,
0.439,12265.86596,0.439,3422.477496,,,,,,,,,,
0.4395,12313.36992,0.4395,1896.39555,,,,,,,,,,
0.44,12239.42603,0.44,13308.13187,,,,,,,,,,
0.4405,12244.5815,0.4405,12444.60596,,,,,,,,,,
0.441,12256.58711,0.441,13948.47313,,,,,,,,,,
0.4415,12300.89092,0.4415,13676.18041,,,,,,,,,,
0.442,12248.77528,0.442,9440.22012,,,,,,,,,,
0.4425,12226.93051,0.4425,13953.77166,,,,,,,,,,
0.443,12091.09439,0.443,6477.719787,,,,,,,,,,
0.4435,12253.5156,0.4435,13604.40171,,,,,,,,,,
0.444,12196.98623,0.444,14059.69371,,,,,,,,,,
0.4445,12202.82367,0.4445,13793.0276,,,,,,,,,,
0.445,12047.43724,0.445,13191.90607,,,,,,,,,,
0.4455,12228.47302,0.4455,6056.26198,,,,,,,,,,
0.446,12258.04431,0.446,9944.599919,,,,,,,,,,
0.4465,12320.72916,0.4465,13808.41082,,,,,,,,,,
0.447,12332.31789,0.447,13782.28315,,,,,,,,,,
0.4475,11927.09061,0.4475,5254.509043,,,,,,,,,,
0.448,12257.03887,0.448,5369.137269,,,,,,,,,,
0.4485,12309.71644,0.4485,13488.63742,,,,,,,,,,
0.449,12139.36958,0.449,13745.0382,,,,,,,,,,
0.4495,12175.96721,0.4495,14461.28456,,,,,,,,,,
0.45,12341.0531,0.45,3793.526592,,,,,,,,,,
0.4505,12278.6578,0.4505,4252.504195,,,,,,,,,,
0.451,12282.13437,0.451,13253.22011,,,,,,,,,,
0.4515,12340.21342,0.4515,3576.540022,,,,,,,,,,
0.452,12285.74942,0.452,10120.00607,,,,,,,,,,
0.4525,12250.13982,0.4525,13918.10732,,,,,,,,,,
0.453,12355.74309,0.453,13223.71038,,,,,,,,,,
0.4535,12335.54283,0.4535,13635.2111,,,,,,,,,,
0.454,11904.41585,0.454,14017.39953,,,,,,,,,,
0.4545,12344.50725,0.4545,13791.4471,,,,,,,,,,
0.455,12092.09334,0.455,13859.32522,,,,,,,,,,
0.4555,12203.96812,0.4555,13896.75192,,,,,,,,,,
0.456,12288.53712,0.456,13512.47406,,,,,,,,,,
0.4565,12283.51861,0.4565,7402.216796,,,,,,,,,,
0.457,12240.73566,0.457,12899.03193,,,,,,,,,,
0.4575,12315.14705,0.4575,13022.39122,,,,,,,,,,
0.458,12149.42642,0.458,13886.04232,,,,,,,,,,
0.4585,12336.57602,0.4585,13507.04061,,,,,,,,,,
0.459,12332.04932,0.459,13259.75683,,,,,,,,,,
0.4595,12322.48517,0.4595,11446.12391,,,,,,,,,,
0.46,12378.96754,0.46,13902.25801,,,,,,,,,,
0.4605,12283.99474,0.4605,13675.3964,,,,,,,,,,
0.461,12340.18084,0.461,13389.7943,,,,,,,,,,
0.4615,12408.58632,0.4615,13746.83589,,,,,,,,,,
0.462,12325.12128,0.462,5625.823809,,,,,,,,,,
0.4625,12389.97881,0.4625,13572.48248,,,,,,,,,,
0.463,12195.28279,0.463,13357.25014,,,,,,,,,,
0.4635,12380.52336,0.4635,9183.226647,,,,,,,,,,
0.464,12283.17039,0.464,13305.25044,,,,,,,,,,
0.4645,12406.18532,0.4645,13682.76445,,,,,,,,,,
0.465,12352.01869,0.465,10057.10593,,,,,,,,,,
0.4655,12368.37303,0.4655,13690.8036,,,,,,,,,,
0.466,12363.89471,0.466,1382.945701,,,,,,,,,,
0.4665,12210.00193,0.4665,13872.07471,,,,,,,,,,
0.467,12413.62727,0.467,8067.857064,,,,,,,,,,
0.4675,12341.09972,0.4675,13096.97753,,,,,,,,,,
0.468,12391.6341,0.468,2006.310596,,,,,,,,,,
0.4685,12425.09097,0.4685,13578.42354,,,,,,,,,,
0.469,12405.38553,0.469,1725.378262,,,,,,,,,,
0.4695,12241.46156,0.4695,14171.46355,,,,,,,,,,
0.47,12366.54792,0.47,13816.04191,,,,,,,,,,
0.4705,12340.60056,0.4705,13921.29297,,,,,,,,,,
0.471,12433.2095,0.471,13790.48495,,,,,,,,,,
0.4715,12420.94307,0.4715,4221.056813,,,,,,,,,,
0.472,12416.47865,0.472,13684.86034,,,,,,,,,,
0.4725,12443.92023,0.4725,14221.35057,,,,,,,,,,
0.473,12490.68104,0.473,11973.16374,,,,,,,,,,
0.4735,12491.87197,0.4735,5203.468498,,,,,,,,,,
0.474,12484.01291,0.474,12940.90233,,,,,,,,,,
0.4745,12441.54125,0.4745,14158.18003,,,,,,,,,,
0.475,12363.02737,0.475,14563.78562,,,,,,,,,,
0.4755,12476.54232,0.4755,13387.21654,,,,,,,,,,
0.476,12471.42486,0.476,14055.57578,,,,,,,,,,
0.4765,12483.17708,0.4765,13754.73265,,,,,,,,,,
0.477,12518.45446,0.477,8980.074049,,,,,,,,,,
0.4775,12518.61681,0.4775,3745.110969,,,,,,,,,,
0.478,12482.66005,0.478,13957.51586,,,,,,,,,,
0.4785,12521.02394,0.4785,14077.05593,,,,,,,,,,
0.479,12473.61815,0.479,14168.7769,,,,,,,,,,
0.4795,12525.78123,0.4795,13367.81647,,,,,,,,,,
0.48,12412.48788,0.48,13744.79415,,,,,,,,,,
0.4805,12461.87064,0.4805,7912.266575,,,,,,,,,,
0.481,12468.48399,0.481,7085.596379,,,,,,,,,,
0.4815,12550.03454,0.4815,14637.24864,,,,,,,,,,
0.482,12558.10821,0.482,14149.20157,,,,,,,,,,
0.4825,12516.46561,0.4825,14005.04992,,,,,,,,,,
0.483,12517.19155,0.483,14092.43115,,,,,,,,,,
0.4835,12570.48053,0.4835,14219.79314,,,,,,,,,,
0.484,12546.43225,0.484,7137.295162,,,,,,,,,,
0.4845,12428.53225,0.4845,14020.4707,,,,,,,,,,
0.485,12633.41479,0.485,8172.231909,,,,,,,,,,
0.4855,12542.34825,0.4855,13983.02196,,,,,,,,,,
0.486,12571.24938,0.486,14157.78274,,,,,,,,,,
0.4865,12570.97552,0.4865,3641.399949,,,,,,,,,,
0.487,12606.59305,0.487,12016.76183,,,,,,,,,,
0.4875,12670.86626,0.4875,13620.70221,,,,,,,,,,
0.488,12653.96946,0.488,14103.6722,,,,,,,,,,
0.4885,12629.94324,0.4885,13979.39252,,,,,,,,,,
0.489,12543.27207,0.489,13516.97376,,,,,,,,,,
0.4895,12621.00963,0.4895,11214.84739,,,,,,,,,,
0.49,12651.10382,0.49,13515.55419,,,,,,,,,,
0.4905,12664.29299,0.4905,14493.5309,,,,,,,,,,
0.491,12667.86423,0.491,13714.84838,,,,,,,,,,
0.4915,12725.43634,0.4915,13832.51204,,,,,,,,,,
0.492,12668.27364,0.492,14378.27254,,,,,,,,,,
0.4925,12703.41374,0.4925,6280.68827,,,,,,,,,,
0.493,12735.96432,0.493,14304.21808,,,,,,,,,,
0.4935,12752.67092,0.4935,14335.47873,,,,,,,,,,
0.494,12710.08923,0.494,14329.46989,,,,,,,,,,
0.4945,12720.83472,0.4945,13211.58337,,,,,,,,,,
0.495,12192.58959,0.495,8398.868042,,,,,,,,,,
0.4955,12667.14718,0.4955,13515.06656,,,,,,,,,,
0.496,12673.77083,0.496,14078.61245,,,,,,,,,,
0.4965,12645.7685,0.4965,14016.80485,,,,,,,,,,
0.497,12832.08111,0.497,14507.07511,,,,,,,,,,
0.4975,12589.31758,0.4975,13574.02713,,,,,,,,,,
0.498,12743.80125,0.498,14054.21622,,,,,,,,,,
0.4985,12675.69196,0.4985,1639.060018,,,,,,,,,,
0.499,12804.54483,0.499,13683.3074,,,,,,,,,,
0.4995,12678.48499,0.4995,10137.25909,,,,,,,,,,
0.5,12804.05036,0.5,10785.79484,,,,,,,,,,
0.5005,12823.96648,0.5005,5346.253652,,,,,,,,,,
0.501,12776.68897,0.501,14207.9592,,,,,,,,,,
0.5015,12790.86209,0.5015,4484.444177,,,,,,,,,,
0.502,12856.4874,0.502,13265.78761,,,,,,,,,,
0.5025,12817.50156,0.5025,10739.8287,,,,,,,,,,
0.503,12727.9341,0.503,14377.20943,,,,,,,,,,
0.5035,12838.27302,0.5035,14707.38198,,,,,,,,,,
0.504,12879.15372,0.504,14088.8337,,,,,,,,,,
0.5045,12826.36504,0.5045,13605.03996,,,,,,,,,,
0.505,12734.26641,0.505,6752.118377,,,,,,,,,,
0.5055,12766.50838,0.5055,14081.99038,,,,,,,,,,
0.506,12914.43677,0.506,10270.2775,,,,,,,,,,
0.5065,12867.4987,0.5065,5491.896358,,,,,,,,,,
0.507,12854.1958,0.507,7622.71276,,,,,,,,,,
0.5075,12905.38007,0.5075,14233.0254,,,,,,,,,,
0.508,12902.72554,0.508,14514.52788,,,,,,,,,,
0.5085,12853.69202,0.5085,5780.454759,,,,,,,,,,
0.509,12882.72393,0.509,13801.41679,,,,,,,,,,
0.5095,12955.81044,0.5095,14380.85,,,,,,,,,,
0.51,12922.50814,0.51,14487.25563,,,,,,,,,,
0.5105,12998.05713,0.5105,5370.875655,,,,,,,,,,
0.511,12922.40652,0.511,14289.94889,,,,,,,,,,
0.5115,12936.07749,0.5115,13411.11225,,,,,,,,,,
0.512,12986.99171,0.512,14113.46369,,,,,,,,,,
0.5125,12859.97859,0.5125,5285.965206,,,,,,,,,,
0.513,12947.57614,0.513,12100.5657,,,,,,,,,,
0.5135,12996.46128,0.5135,12729.66221,,,,,,,,,,
0.514,12988.18175,0.514,6862.749321,,,,,,,,,,
0.5145,12945.83131,0.5145,10630.29165,,,,,,,,,,
0.515,12957.40068,0.515,14701.27557,,,,,,,,,,
0.5155,13064.78693,0.5155,8259.874247,,,,,,,,,,
0.516,13021.6258,0.516,13878.01714,,,,,,,,,,
0.5165,12993.80637,0.5165,4257.860129,,,,,,,,,,
0.517,12990.56275,0.517,7567.964682,,,,,,,,,,
0.5175,13029.73469,0.5175,4228.276378,,,,,,,,,,
0.518,13009.43541,0.518,14454.1098,,,,,,,,,,
0.5185,13000.71595,0.5185,14312.78323,,,,,,,,,,
0.519,13012.93423,0.519,14268.1491,,,,,,,,,,
0.5195,13022.01087,0.5195,14169.7984,,,,,,,,,,
0.52,12947.75651,0.52,14072.8889,,,,,,,,,,
0.5205,13026.36865,0.5205,14928.68031,,,,,,,,,,
0.521,13045.20834,0.521,13198.64988,,,,,,,,,,
0.5215,13105.13705,0.5215,14196.86265,,,,,,,,,,
0.522,13071.78021,0.522,14209.67053,,,,,,,,,,
0.5225,13111.30386,0.5225,11863.54786,,,,,,,,,,
0.523,13082.83769,0.523,15092.90434,,,,,,,,,,
0.5235,13118.39944,0.5235,14646.72222,,,,,,,,,,
0.524,13096.1638,0.524,14307.34846,,,,,,,,,,
0.5245,13153.41371,0.5245,11570.01243,,,,,,,,,,
0.525,13124.16036,0.525,13237.549,,,,,,,,,,
0.5255,13152.78774,0.5255,13701.91628,,,,,,,,,,
0.526,13128.55397,0.526,14867.12083,,,,,,,,,,
0.5265,13159.28856,0.5265,14485.20091,,,,,,,,,,
0.527,13158.30449,0.527,13503.58195,,,,,,,,,,
0.5275,13187.06148,0.5275,14624.07366,,,,,,,,,,
0.528,13204.31678,0.528,14497.30213,,,,,,,,,,
0.5285,12898.55033,0.5285,14571.58267,,,,,,,,,,
0.529,13217.67584,0.529,14453.66734,,,,,,,,,,
0.5295,13223.76139,0.5295,14870.97242,,,,,,,,,,
0.53,13192.84449,0.53,15085.35786,,,,,,,,,,
0.5305,13160.72544,0.5305,14352.07716,,,,,,,,,,
0.531,13251.54838,0.531,14361.45355,,,,,,,,,,
0.5315,13258.75507,0.5315,13765.93914,,,,,,,,,,
0.532,13201.87391,0.532,11158.03199,,,,,,,,,,
0.5325,13182.95103,0.5325,12513.72384,,,,,,,,,,
0.533,13226.30888,0.533,14731.16083,,,,,,,,,,
0.5335,13179.00778,0.5335,2922.553426,,,,,,,,,,
0.534,13235.12164,0.534,14100.25069,,,,,,,,,,
0.5345,13143.51968,0.5345,4676.307151,,,,,,,,,,
0.535,13183.56991,0.535,14371.62765,,,,,,,,,,
0.5355,13338.15193,0.5355,14268.10637,,,,,,,,,,
0.536,13254.43507,0.536,14594.50717,,,,,,,,,,
0.5365,13154.38726,0.5365,13189.95602,,,,,,,,,,
0.537,13231.95924,0.537,9586.984885,,,,,,,,,,
0.5375,13306.92242,0.5375,13809.36394,,,,,,,,,,
0.538,13340.70989,0.538,14700.35153,,,,,,,,,,
0.5385,13105.29209,0.5385,8564.181306,,,,,,,,,,
0.539,13239.219,0.539,4634.543336,,,,,,,,,,
0.5395,13327.59353,0.5395,13431.96099,,,,,,,,,,
0.54,13317.81423,0.54,14705.76061,,,,,,,,,,
0.5405,13227.74775,0.5405,14486.65819,,,,,,,,,,
0.541,13398.36369,0.541,4696.108352,,,,,,,,,,
0.5415,13334.74016,0.5415,15001.1826,,,,,,,,,,
0.542,13398.95952,0.542,14126.58298,,,,,,,,,,
0.5425,13362.29271,0.5425,13578.20928,,,,,,,,,,
0.543,13374.67269,0.543,13053.14014,,,,,,,,,,
0.5435,13327.33194,0.5435,3178.829521,,,,,,,,,,
0.544,13348.41341,0.544,11861.07381,,,,,,,,,,
0.5445,13400.2767,0.5445,9045.390286,,,,,,,,,,
0.545,13364.66417,0.545,14657.87992,,,,,,,,,,
0.5455,13420.55291,0.5455,14840.65956,,,,,,,,,,
0.546,13394.00815,0.546,14658.69059,,,,,,,,,,
0.5465,13465.29177,0.5465,14426.75714,,,,,,,,,,
0.547,13363.42514,0.547,6121.898056,,,,,,,,,,
0.5475,13425.84393,0.5475,14064.93849,,,,,,,,,,
0.548,13410.82451,0.548,5428.624364,,,,,,,,,,
0.5485,13401.12301,0.5485,15148.98285,,,,,,,,,,
0.549,13434.06998,0.549,11499.5709,,,,,,,,,,
0.5495,13507.80709,0.5495,13464.66364,,,,,,,,,,
0.55,13523.39005,0.55,14097.94912,,,,,,,,,,
0.5505,13522.39355,0.5505,14597.20136,,,,,,,,,,
0.551,13535.9604,0.551,15125.23097,,,,,,,,,,
0.5515,13539.08399,0.5515,14343.69078,,,,,,,,,,
0.552,13398.17491,0.552,15238.08617,,,,,,,,,,
0.5525,13546.35507,0.5525,14342.39689,,,,,,,,,,
0.553,13466.61392,0.553,14021.28321,,,,,,,,,,
0.5535,13485.55021,0.5535,14822.4622,,,,,,,,,,
0.554,13571.24245,0.554,14691.14961,,,,,,,,,,
0.5545,13446.05329,0.5545,14678.03424,,,,,,,,,,
0.555,13409.04979,0.555,14556.66608,,,,,,,,,,
0.5555,13483.68377,0.5555,14477.46966,,,,,,,,,,
0.556,13544.07287,0.556,4525.904135,,,,,,,,,,
0.5565,13483.32503,0.5565,14939.1829,,,,,,,,,,
0.557,13171.44062,0.557,10183.30593,,,,,,,,,,
0.5575,13574.6689,0.5575,15038.68243,,,,,,,,,,
0.558,13545.76613,0.558,14888.08253,,,,,,,,,,
0.5585,13610.07012,0.5585,4383.063991,,,,,,,,,,
0.559,13537.97751,0.559,11750.60285,,,,,,,,,,
0.5595,13616.36363,0.5595,15351.23706,,,,,,,,,,
0.56,13611.16085,0.56,14838.52396,,,,,,,,,,
0.5605,13525.45527,0.5605,10904.38398,,,,,,,,,,
0.561,13621.28738,0.561,15387.0181,,,,,,,,,,
0.5615,13627.0217,0.5615,15275.08772,,,,,,,,,,
0.562,13618.86198,0.562,14646.35171,,,,,,,,,,
0.5625,13565.18908,0.5625,14278.9291,,,,,,,,,,
0.563,13644.36039,0.563,13104.09944,,,,,,,,,,
0.5635,13684.72817,0.5635,4877.780469,,,,,,,,,,
0.564,13628.85456,0.564,14501.36013,,,,,,,,,,
0.5645,13543.81389,0.5645,8350.724197,,,,,,,,,,
0.565,13605.74142,0.565,12720.31269,,,,,,,,,,
0.5655,13631.80818,0.5655,14938.25683,,,,,,,,,,
0.566,13551.066,0.566,15309.76716,,,,,,,,,,
0.5665,13643.31532,0.5665,15259.55815,,,,,,,,,,
0.567,13691.90622,0.567,11154.03981,,,,,,,,,,
0.5675,13715.75789,0.5675,14709.76012,,,,,,,,,,
0.568,13652.90474,0.568,15109.48966,,,,,,,,,,
0.5685,13702.40107,0.5685,14738.72356,,,,,,,,,,
0.569,13704.78926,0.569,11130.13109,,,,,,,,,,
0.5695,13642.16736,0.5695,15219.40151,,,,,,,,,,
0.57,13683.30939,0.57,14182.84215,,,,,,,,,,
0.5705,13684.63637,0.5705,14042.97264,,,,,,,,,,
0.571,13741.09283,0.571,15043.99332,,,,,,,,,,
0.5715,13708.98432,0.5715,7860.273326,,,,,,,,,,
0.572,13626.38791,0.572,15367.48052,,,,,,,,,,
0.5725,13750.02572,0.5725,15552.64628,,,,,,,,,,
0.573,13739.27114,0.573,15626.24355,,,,,,,,,,
0.5735,13745.9105,0.5735,14561.11804,,,,,,,,,,
0.574,13647.3849,0.574,14370.24515,,,,,,,,,,
0.5745,13762.16181,0.5745,15175.0148,,,,,,,,,,
0.575,13747.95512,0.575,15362.80933,,,,,,,,,,
0.5755,13747.22756,0.5755,14878.72334,,,,,,,,,,
0.576,13767.62338,0.576,15644.01053,,,,,,,,,,
0.5765,13634.6603,0.5765,15671.74834,,,,,,,,,,
