SMFP(Ours),,SMFP w/o CrossQ,,SAC Flow-T,,SAC Flow-G,,DIME,,Crossq,,QVPO,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.1355,1351.806351,0.1355,683.6941461,,,,,,,,,,
0.136,1181.138898,0.136,338.8545875,,,,,,,,,,
0.1365,160.9342844,0.1365,315.7893583,,,,,,,,,,
0.137,1504.195555,0.137,559.2830211,,,,,,,,,,
0.1375,2419.74687,0.1375,252.6147514,,,,,,,,,,
0.138,2195.593438,0.138,282.5291111,,,,,,,,,,
0.1385,2529.808657,0.1385,1319.902866,,,,,,,,,,
0.139,506.018253,0.139,646.3079508,,,,,,,,,,
0.1395,2472.343208,0.1395,509.2624929,,,,,,,,,,
0.14,1928.285345,0.14,830.4194305,,,,,,,,,,
0.1405,7547.612428,0.1405,2282.652305,,,,,,,,,,
0.141,2923.574274,0.141,1330.930611,,,,,,,,,,
0.1415,1208.11563,0.1415,942.2987745,,,,,,,,,,
0.142,1704.901482,0.142,665.1442559,,,,,,,,,,
0.1425,1053.103825,0.1425,1024.833506,,,,,,,,,,
0.143,583.2525219,0.143,2881.164154,,,,,,,,,,
0.1435,4962.773412,0.1435,4936.651477,,,,,,,,,,
0.144,3487.573733,0.144,633.0430171,,,,,,,,,,
0.1445,2416.584732,0.1445,2261.796528,,,,,,,,,,
0.145,3503.792027,0.145,958.2627218,,,,,,,,,,
0.1455,4272.854967,0.1455,1081.897644,,,,,,,,,,
0.146,6277.183395,0.146,746.5952062,,,,,,,,,,
0.1465,1308.419957,0.1465,645.0571084,,,,,,,,,,
0.147,2007.178791,0.147,2721.368897,,,,,,,,,,
0.1475,2147.091764,0.1475,4089.940302,,,,,,,,,,
0.148,4014.750067,0.148,3674.809201,,,,,,,,,,
0.1485,2851.086318,0.1485,470.837539,,,,,,,,,,
0.149,6013.57078,0.149,1006.617763,,,,,,,,,,
0.1495,722.2182256,0.1495,248.7822847,,,,,,,,,,
0.15,5839.191476,0.15,739.451896,,,,,,,,,,
0.1505,4728.298792,0.1505,577.8211549,,,,,,,,,,
0.151,964.822448,0.151,2999.655361,,,,,,,,,,
0.1515,1384.536213,0.1515,741.4057154,,,,,,,,,,
0.152,4229.861714,0.152,5246.457717,,,,,,,,,,
0.1525,2517.402246,0.1525,1651.150001,,,,,,,,,,
0.153,1980.894627,0.153,1499.820598,,,,,,,,,,
0.1535,2044.255213,0.1535,3865.296842,,,,,,,,,,
0.154,1550.137323,0.154,1825.910513,,,,,,,,,,
0.1545,383.3062785,0.1545,5190.835579,,,,,,,,,,
0.155,3762.454711,0.155,2560.826264,,,,,,,,,,
0.1555,1392.006986,0.1555,179.9064868,,,,,,,,,,
0.156,362.0913617,0.156,3106.218502,,,,,,,,,,
0.1565,203.4556947,0.1565,1743.813795,,,,,,,,,,
0.157,1511.582297,0.157,1569.324921,,,,,,,,,,
0.1575,1942.927811,0.1575,5074.035043,,,,,,,,,,
0.158,1058.207787,0.158,3479.510223,,,,,,,,,,
0.1585,2451.838778,0.1585,4347.654389,,,,,,,,,,
0.159,4309.283923,0.159,363.8958469,,,,,,,,,,
0.1595,2260.135926,0.1595,5354.244681,,,,,,,,,,
0.16,301.8866596,0.16,1998.725736,,,,,,,,,,
0.1605,1699.228232,0.1605,5190.137303,,,,,,,,,,
0.161,2695.225164,0.161,5134.20319,,,,,,,,,,
0.1615,1062.510331,0.1615,3379.517007,,,,,,,,,,
0.162,2899.308791,0.162,5213.261346,,,,,,,,,,
0.1625,4773.537961,0.1625,4951.665718,,,,,,,,,,
0.163,1207.686938,0.163,5181.679841,,,,,,,,,,
0.1635,1022.579819,0.1635,2753.877579,,,,,,,,,,
0.164,8737.379569,0.164,5056.373114,,,,,,,,,,
0.1645,1988.117621,0.1645,2103.416569,,,,,,,,,,
0.165,7639.210341,0.165,5136.050003,,,,,,,,,,
0.1655,405.6294868,0.1655,5209.743516,,,,,,,,,,
0.166,5119.931826,0.166,5378.089408,,,,,,,,,,
0.1665,2052.930689,0.1665,5042.994265,,,,,,,,,,
0.167,8299.675807,0.167,3061.333947,,,,,,,,,,
0.1675,1271.550069,0.1675,3230.531021,,,,,,,,,,
0.168,4340.917102,0.168,5218.608583,,,,,,,,,,
0.1685,7264.39026,0.1685,3828.933108,,,,,,,,,,
0.169,2163.048078,0.169,1913.977204,,,,,,,,,,
0.1695,1258.99792,0.1695,5165.614822,,,,,,,,,,
0.17,179.5653557,0.17,674.3097744,,,,,,,,,,
0.1705,1242.508407,0.1705,4829.641289,,,,,,,,,,
0.171,2163.078458,0.171,5219.891546,,,,,,,,,,
0.1715,5128.696403,0.1715,1346.864984,,,,,,,,,,
0.172,8848.165828,0.172,5084.171262,,,,,,,,,,
0.1725,8892.340264,0.1725,5113.925582,,,,,,,,,,
0.173,586.9503412,0.173,5162.647412,,,,,,,,,,
0.1735,2952.780715,0.1735,4718.938066,,,,,,,,,,
0.174,202.5531323,0.174,4624.155246,,,,,,,,,,
0.1745,6987.374137,0.1745,5093.240415,,,,,,,,,,
0.175,8980.240983,0.175,5420.85779,,,,,,,,,,
0.1755,3144.392162,0.1755,4631.26035,,,,,,,,,,
0.176,8862.159896,0.176,4979.762499,,,,,,,,,,
0.1765,4070.904556,0.1765,5008.21409,,,,,,,,,,
0.177,710.2768137,0.177,4268.983265,,,,,,,,,,
0.1775,9252.505681,0.1775,4853.077985,,,,,,,,,,
0.178,920.6713726,0.178,2705.226412,,,,,,,,,,
0.1785,424.9484399,0.1785,2242.803303,,,,,,,,,,
0.179,508.5644089,0.179,1122.978442,,,,,,,,,,
0.1795,3389.430436,0.1795,5448.267498,,,,,,,,,,
0.18,3651.846605,0.18,5615.282444,,,,,,,,,,
0.1805,8974.364541,0.1805,5337.241875,,,,,,,,,,
0.181,2844.038809,0.181,5871.048876,,,,,,,,,,
0.1815,2062.943636,0.1815,5285.696244,,,,,,,,,,
0.182,2253.091688,0.182,1991.064851,,,,,,,,,,
0.1825,2712.778363,0.1825,3024.578774,,,,,,,,,,
0.183,8792.054977,0.183,5430.319709,,,,,,,,,,
0.1835,5000.19482,0.1835,5721.195286,,,,,,,,,,
0.184,539.5762854,0.184,5860.201593,,,,,,,,,,
0.1845,184.0712526,0.1845,1931.143988,,,,,,,,,,
0.185,8894.629828,0.185,5462.566615,,,,,,,,,,
0.1855,4428.587577,0.1855,2853.247135,,,,,,,,,,
0.186,202.7487114,0.186,2372.478833,,,,,,,,,,
0.1865,3016.211733,0.1865,5178.980909,,,,,,,,,,
0.187,2421.701983,0.187,4516.918633,,,,,,,,,,
0.1875,2880.218763,0.1875,2607.643817,,,,,,,,,,
0.188,6670.273684,0.188,5000.898514,,,,,,,,,,
0.1885,5398.729115,0.1885,5519.665751,,,,,,,,,,
0.189,2921.537166,0.189,3005.442531,,,,,,,,,,
0.1895,581.2066562,0.1895,4989.713969,,,,,,,,,,
0.19,7380.078264,0.19,5523.194207,,,,,,,,,,
0.1905,3323.362851,0.1905,5508.731294,,,,,,,,,,
0.191,1721.514571,0.191,5570.67739,,,,,,,,,,
0.1915,1971.154305,0.1915,697.0538778,,,,,,,,,,
0.192,9241.279069,0.192,2984.690414,,,,,,,,,,
0.1925,9224.595025,0.1925,1847.306529,,,,,,,,,,
0.193,8891.383796,0.193,4248.791246,,,,,,,,,,
0.1935,2048.158428,0.1935,353.644151,,,,,,,,,,
0.194,157.621863,0.194,5205.525271,,,,,,,,,,
0.1945,9322.84016,0.1945,1515.69601,,,,,,,,,,
0.195,9118.468965,0.195,2616.737867,,,,,,,,,,
0.1955,9336.082472,0.1955,5166.790402,,,,,,,,,,
0.196,9129.333016,0.196,5052.110419,,,,,,,,,,
0.1965,7115.729077,0.1965,3858.364729,,,,,,,,,,
0.197,9273.249808,0.197,5398.93553,,,,,,,,,,
0.1975,9267.275215,0.1975,4638.539191,,,,,,,,,,
0.198,157.1632753,0.198,5461.576286,,,,,,,,,,
0.1985,156.5913262,0.1985,5265.889749,,,,,,,,,,
0.199,3897.201761,0.199,5429.688186,,,,,,,,,,
0.1995,5321.396988,0.1995,5572.12234,,,,,,,,,,
0.2,6447.670964,0.2,4779.572288,,,,,,,,,,
0.2005,9486.352774,0.2005,5785.25179,,,,,,,,,,
0.201,5920.930127,0.201,2147.428174,,,,,,,,,,
0.2015,4323.569556,0.2015,1928.488805,,,,,,,,,,
0.202,9518.720404,0.202,5154.963661,,,,,,,,,,
0.2025,9129.927691,0.2025,5670.15104,,,,,,,,,,
0.203,9095.106366,0.203,1794.22738,,,,,,,,,,
0.2035,8917.618762,0.2035,1916.8308,,,,,,,,,,
0.204,4554.182196,0.204,5672.321784,,,,,,,,,,
0.2045,9399.956934,0.2045,5817.337707,,,,,,,,,,
0.205,5438.461134,0.205,4322.675461,,,,,,,,,,
0.2055,9210.921481,0.2055,4208.899011,,,,,,,,,,
0.206,9190.115606,0.206,1676.387045,,,,,,,,,,
0.2065,4035.482555,0.2065,5707.424833,,,,,,,,,,
0.207,9417.125739,0.207,5873.497771,,,,,,,,,,
0.2075,2413.951537,0.2075,3000.216454,,,,,,,,,,
0.208,3940.623212,0.208,5477.842188,,,,,,,,,,
0.2085,9360.133045,0.2085,5598.58564,,,,,,,,,,
0.209,3275.069349,0.209,3359.952848,,,,,,,,,,
0.2095,9283.527974,0.2095,1427.449421,,,,,,,,,,
0.21,7585.693148,0.21,5914.991176,,,,,,,,,,
0.2105,1478.036326,0.2105,6021.279132,,,,,,,,,,
0.211,2543.954048,0.211,2459.452752,,,,,,,,,,
0.2115,9301.200708,0.2115,1531.750518,,,,,,,,,,
0.212,299.12589,0.212,5695.455533,,,,,,,,,,
0.2125,458.5174842,0.2125,5968.194443,,,,,,,,,,
0.213,9417.706914,0.213,5606.758602,,,,,,,,,,
0.2135,218.5702854,0.2135,5850.740649,,,,,,,,,,
0.214,5438.347637,0.214,495.2594833,,,,,,,,,,
0.2145,9321.303633,0.2145,3503.818361,,,,,,,,,,
0.215,9568.902961,0.215,4519.007231,,,,,,,,,,
0.2155,2641.986491,0.2155,1737.384581,,,,,,,,,,
0.216,9411.639114,0.216,5823.571431,,,,,,,,,,
0.2165,9244.2111,0.2165,5831.533951,,,,,,,,,,
0.217,9363.774303,0.217,1790.336791,,,,,,,,,,
0.2175,1198.064148,0.2175,5699.522313,,,,,,,,,,
0.218,9425.531911,0.218,3172.37475,,,,,,,,,,
0.2185,7035.79964,0.2185,5618.031597,,,,,,,,,,
0.219,9340.887819,0.219,2730.678214,,,,,,,,,,
0.2195,329.7643238,0.2195,6112.99703,,,,,,,,,,
0.22,9552.287028,0.22,978.8021827,,,,,,,,,,
0.2205,413.3020313,0.2205,5839.35768,,,,,,,,,,
0.221,9106.612113,0.221,5826.882217,,,,,,,,,,
0.2215,8501.334485,0.2215,5773.985603,,,,,,,,,,
0.222,9489.581221,0.222,5951.135012,,,,,,,,,,
0.2225,9644.188103,0.2225,5928.657032,,,,,,,,,,
0.223,1657.305587,0.223,5914.634024,,,,,,,,,,
0.2235,2233.670849,0.2235,6010.860412,,,,,,,,,,
0.224,2675.354693,0.224,5954.980157,,,,,,,,,,
0.2245,5907.180066,0.2245,5868.151462,,,,,,,,,,
0.225,9476.883304,0.225,1411.813982,,,,,,,,,,
0.2255,2516.725022,0.2255,4651.019849,,,,,,,,,,
0.226,7487.432253,0.226,5657.726254,,,,,,,,,,
0.2265,9428.036105,0.2265,5969.93535,,,,,,,,,,
0.227,102.6608087,0.227,5961.11647,,,,,,,,,,
0.2275,2538.368483,0.2275,5834.901515,,,,,,,,,,
0.228,7508.312493,0.228,5927.355548,,,,,,,,,,
0.2285,9562.152961,0.2285,6097.765618,,,,,,,,,,
0.229,309.4842277,0.229,6104.307699,,,,,,,,,,
0.2295,9640.854528,0.2295,5739.349903,,,,,,,,,,
0.23,9599.908828,0.23,2006.240475,,,,,,,,,,
0.2305,9392.028443,0.2305,4007.017671,,,,,,,,,,
0.231,9569.919149,0.231,5864.739836,,,,,,,,,,
0.2315,9566.63008,0.2315,3569.099498,,,,,,,,,,
0.232,9433.199402,0.232,6005.098451,,,,,,,,,,
0.2325,9606.087586,0.2325,3491.423032,,,,,,,,,,
0.233,6377.192745,0.233,5947.006317,,,,,,,,,,
0.2335,9642.081286,0.2335,5956.700462,,,,,,,,,,
0.234,9474.936836,0.234,6028.67083,,,,,,,,,,
0.2345,8792.291702,0.2345,4043.238567,,,,,,,,,,
0.235,1000.511799,0.235,6111.908176,,,,,,,,,,
0.2355,9483.845317,0.2355,1911.461355,,,,,,,,,,
0.236,9236.392894,0.236,6056.605139,,,,,,,,,,
0.2365,9694.054302,0.2365,5963.629796,,,,,,,,,,
0.237,9564.531676,0.237,6164.901601,,,,,,,,,,
0.2375,9546.64938,0.2375,2212.919763,,,,,,,,,,
0.238,9534.545649,0.238,6208.529716,,,,,,,,,,
0.2385,9465.280394,0.2385,6197.543599,,,,,,,,,,
0.239,442.8180713,0.239,6020.347796,,,,,,,,,,
0.2395,9606.483826,0.2395,2589.099298,,,,,,,,,,
0.24,5901.398975,0.24,6298.797731,,,,,,,,,,
0.2405,5268.962345,0.2405,5780.192185,,,,,,,,,,
0.241,9320.297411,0.241,5980.018262,,,,,,,,,,
0.2415,9553.753643,0.2415,6262.092648,,,,,,,,,,
0.242,9605.182273,0.242,6222.057524,,,,,,,,,,
0.2425,9686.758555,0.2425,4910.550029,,,,,,,,,,
0.243,9275.84877,0.243,6297.705451,,,,,,,,,,
0.2435,2719.425579,0.2435,6247.135227,,,,,,,,,,
0.244,9656.083842,0.244,6240.695361,,,,,,,,,,
0.2445,9784.268401,0.2445,6021.805041,,,,,,,,,,
0.245,9426.244592,0.245,6140.011452,,,,,,,,,,
0.2455,9624.146715,0.2455,5855.285611,,,,,,,,,,
0.246,3880.587958,0.246,4143.650453,,,,,,,,,,
0.2465,9677.44559,0.2465,5980.967699,,,,,,,,,,
0.247,407.7101389,0.247,6085.118815,,,,,,,,,,
0.2475,9574.297521,0.2475,3392.452973,,,,,,,,,,
0.248,9729.711713,0.248,6259.920615,,,,,,,,,,
0.2485,8554.536756,0.2485,6098.949869,,,,,,,,,,
0.249,9506.023383,0.249,6315.576472,,,,,,,,,,
0.2495,1591.180373,0.2495,648.0910196,,,,,,,,,,
0.25,9804.280492,0.25,6085.550089,,,,,,,,,,
0.2505,9586.647764,0.2505,6124.54679,,,,,,,,,,
0.251,9590.591501,0.251,6389.119825,,,,,,,,,,
0.2515,1293.211731,0.2515,6047.655978,,,,,,,,,,
0.252,112.0657236,0.252,6222.202194,,,,,,,,,,
0.2525,9703.720208,0.2525,6382.855985,,,,,,,,,,
0.253,9865.364442,0.253,6382.764908,,,,,,,,,,
0.2535,9631.3386,0.2535,6047.392932,,,,,,,,,,
0.254,9423.834636,0.254,6287.741608,,,,,,,,,,
0.2545,9457.767178,0.2545,6196.034174,,,,,,,,,,
0.255,9628.837765,0.255,6434.092764,,,,,,,,,,
0.2555,9499.839927,0.2555,6121.392368,,,,,,,,,,
0.256,9614.503207,0.256,6442.556038,,,,,,,,,,
0.2565,3887.306263,0.2565,6444.730671,,,,,,,,,,
0.257,9752.325489,0.257,6427.146414,,,,,,,,,,
0.2575,9687.82757,0.2575,6287.637137,,,,,,,,,,
0.258,9707.197018,0.258,6276.221256,,,,,,,,,,
0.2585,9523.876834,0.2585,1823.246609,,,,,,,,,,
0.259,9609.499533,0.259,3336.185133,,,,,,,,,,
0.2595,9652.148815,0.2595,2194.806217,,,,,,,,,,
0.26,9313.419142,0.26,667.4012625,,,,,,,,,,
0.2605,9544.040479,0.2605,6246.545656,,,,,,,,,,
0.261,9498.322365,0.261,3335.515504,,,,,,,,,,
0.2615,9424.111982,0.2615,544.0227342,,,,,,,,,,
0.262,452.9710108,0.262,6080.077547,,,,,,,,,,
0.2625,9553.005628,0.2625,6329.583192,,,,,,,,,,
0.263,9602.698525,0.263,6098.186738,,,,,,,,,,
0.2635,9686.466328,0.2635,5087.954427,,,,,,,,,,
0.264,9322.018395,0.264,6429.903168,,,,,,,,,,
0.2645,9553.075401,0.2645,6380.622251,,,,,,,,,,
0.265,9435.115302,0.265,1543.554026,,,,,,,,,,
0.2655,107.9074689,0.2655,6176.00711,,,,,,,,,,
0.266,9648.022256,0.266,5676.406402,,,,,,,,,,
0.2665,9749.792482,0.2665,3771.309013,,,,,,,,,,
0.267,5894.35154,0.267,6293.943432,,,,,,,,,,
0.2675,9617.975591,0.2675,6185.543292,,,,,,,,,,
0.268,5872.849626,0.268,6133.491491,,,,,,,,,,
0.2685,9657.768775,0.2685,6484.505694,,,,,,,,,,
0.269,2494.070012,0.269,5009.868437,,,,,,,,,,
0.2695,9656.087863,0.2695,2691.225079,,,,,,,,,,
0.27,5809.662736,0.27,6311.736396,,,,,,,,,,
0.2705,9674.381342,0.2705,6316.683577,,,,,,,,,,
0.271,9838.114765,0.271,2700.834327,,,,,,,,,,
0.2715,9358.499536,0.2715,2525.911909,,,,,,,,,,
0.272,4131.0332,0.272,5746.563465,,,,,,,,,,
0.2725,9797.690162,0.2725,6294.793314,,,,,,,,,,
0.273,9643.764501,0.273,4878.732021,,,,,,,,,,
0.2735,8679.103389,0.2735,3692.51566,,,,,,,,,,
0.274,9338.588122,0.274,6361.297349,,,,,,,,,,
0.2745,9856.876988,0.2745,3276.24127,,,,,,,,,,
0.275,9604.198722,0.275,6188.602429,,,,,,,,,,
0.2755,9735.646787,0.2755,5931.141734,,,,,,,,,,
0.276,9780.911716,0.276,6353.399216,,,,,,,,,,
0.2765,9741.251489,0.2765,5435.084339,,,,,,,,,,
0.277,132.5077972,0.277,4638.997983,,,,,,,,,,
0.2775,9647.704635,0.2775,4498.856289,,,,,,,,,,
0.278,3705.197625,0.278,6091.277104,,,,,,,,,,
0.2785,9833.294002,0.2785,6276.086809,,,,,,,,,,
0.279,115.1566681,0.279,6390.68284,,,,,,,,,,
0.2795,3521.372656,0.2795,6354.115712,,,,,,,,,,
0.28,3694.20429,0.28,6264.300542,,,,,,,,,,
0.2805,9442.314529,0.2805,822.6615551,,,,,,,,,,
0.281,202.0821094,0.281,2091.501171,,,,,,,,,,
0.2815,5290.653243,0.2815,6416.879706,,,,,,,,,,
0.282,9588.13843,0.282,6461.588455,,,,,,,,,,
0.2825,9641.264926,0.2825,6350.763684,,,,,,,,,,
0.283,9576.259057,0.283,6448.315788,,,,,,,,,,
0.2835,9683.454363,0.2835,1840.234814,,,,,,,,,,
0.284,9386.994036,0.284,2076.762536,,,,,,,,,,
0.2845,9586.605198,0.2845,6381.079103,,,,,,,,,,
0.285,9747.945108,0.285,6131.490448,,,,,,,,,,
0.2855,9845.851102,0.2855,6513.389451,,,,,,,,,,
0.286,9618.318325,0.286,6182.687553,,,,,,,,,,
0.2865,511.3325761,0.2865,3800.533281,,,,,,,,,,
0.287,391.3907279,0.287,4424.759997,,,,,,,,,,
0.2875,9589.657912,0.2875,4523.324823,,,,,,,,,,
0.288,9654.726927,0.288,1346.846725,,,,,,,,,,
0.2885,9760.026257,0.2885,6308.944438,,,,,,,,,,
0.289,9767.508917,0.289,6513.82244,,,,,,,,,,
0.2895,9899.248384,0.2895,3419.461021,,,,,,,,,,
0.29,9628.804984,0.29,1989.518947,,,,,,,,,,
0.2905,539.4896419,0.2905,5178.285542,,,,,,,,,,
0.291,9805.538515,0.291,6480.863935,,,,,,,,,,
0.2915,744.4619404,0.2915,6171.269625,,,,,,,,,,
0.292,8779.151443,0.292,6481.755876,,,,,,,,,,
0.2925,9537.025524,0.2925,6580.350824,,,,,,,,,,
0.293,10007.89348,0.293,2844.913371,,,,,,,,,,
0.2935,1047.900188,0.2935,1735.112586,,,,,,,,,,
0.294,9736.10987,0.294,6288.477483,,,,,,,,,,
0.2945,9792.176455,0.2945,6103.090252,,,,,,,,,,
0.295,9695.242929,0.295,2973.392902,,,,,,,,,,
0.2955,10088.40322,0.2955,5088.112211,,,,,,,,,,
0.296,674.1367054,0.296,4520.012764,,,,,,,,,,
0.2965,9969.183106,0.2965,4502.291679,,,,,,,,,,
0.297,9952.458589,0.297,6463.301724,,,,,,,,,,
0.2975,622.4695342,0.2975,1676.782986,,,,,,,,,,
0.298,10069.95505,0.298,4714.852357,,,,,,,,,,
0.2985,9770.903934,0.2985,6397.71673,,,,,,,,,,
0.299,141.1929752,0.299,6264.36849,,,,,,,,,,
0.2995,404.6073901,0.2995,6456.103409,,,,,,,,,,
0.3,10019.27764,0.3,6418.510333,,,,,,,,,,
0.3005,187.1151704,0.3005,6306.121575,,,,,,,,,,
0.301,4475.136587,0.301,3982.595664,,,,,,,,,,
0.3015,10050.7727,0.3015,6512.071734,,,,,,,,,,
0.302,10014.67405,0.302,1312.182471,,,,,,,,,,
0.3025,9988.903793,0.3025,5752.575056,,,,,,,,,,
0.303,10006.33287,0.303,6658.332485,,,,,,,,,,
0.3035,9902.829905,0.3035,4921.284434,,,,,,,,,,
0.304,9990.240274,0.304,6716.152119,,,,,,,,,,
0.3045,10066.91388,0.3045,6505.80535,,,,,,,,,,
0.305,205.7829969,0.305,3015.905298,,,,,,,,,,
0.3055,296.915756,0.3055,6461.565549,,,,,,,,,,
0.306,141.6259495,0.306,6353.891823,,,,,,,,,,
0.3065,9962.405112,0.3065,2452.61938,,,,,,,,,,
0.307,191.8959769,0.307,6446.612582,,,,,,,,,,
0.3075,10131.76064,0.3075,1289.074957,,,,,,,,,,
0.308,731.9325539,0.308,6552.363355,,,,,,,,,,
0.3085,9997.665931,0.3085,6538.091741,,,,,,,,,,
0.309,10100.22605,0.309,6190.797156,,,,,,,,,,
0.3095,9931.117133,0.3095,3608.519701,,,,,,,,,,
0.31,595.3893589,0.31,6289.271029,,,,,,,,,,
0.3105,9807.647386,0.3105,6439.1021,,,,,,,,,,
0.311,9619.396421,0.311,6383.596498,,,,,,,,,,
0.3115,10030.58798,0.3115,6518.736707,,,,,,,,,,
0.312,153.8432609,0.312,6251.531377,,,,,,,,,,
0.3125,295.0297183,0.3125,5729.46431,,,,,,,,,,
0.313,9948.638341,0.313,6349.6588,,,,,,,,,,
0.3135,9999.599205,0.3135,6479.489919,,,,,,,,,,
0.314,9777.257134,0.314,6416.611031,,,,,,,,,,
0.3145,182.5714403,0.3145,6227.983504,,,,,,,,,,
0.315,10039.20146,0.315,1465.282606,,,,,,,,,,
0.3155,10195.89904,0.3155,6264.942921,,,,,,,,,,
0.316,10115.05195,0.316,6271.128364,,,,,,,,,,
0.3165,143.0082245,0.3165,6182.588845,,,,,,,,,,
0.317,5404.095804,0.317,6264.487967,,,,,,,,,,
0.3175,10072.24363,0.3175,6352.191264,,,,,,,,,,
0.318,381.477372,0.318,6449.578882,,,,,,,,,,
0.3185,232.1699052,0.3185,6398.046656,,,,,,,,,,
0.319,1351.568835,0.319,6305.24407,,,,,,,,,,
0.3195,10162.40064,0.3195,6432.267906,,,,,,,,,,
0.32,9963.575468,0.32,6474.509203,,,,,,,,,,
0.3205,10049.66744,0.3205,6492.962043,,,,,,,,,,
0.321,10246.69653,0.321,6452.796785,,,,,,,,,,
0.3215,10084.81625,0.3215,6330.281624,,,,,,,,,,
0.322,10016.96531,0.322,6343.618019,,,,,,,,,,
0.3225,10044.10061,0.3225,6267.659206,,,,,,,,,,
0.323,9984.88937,0.323,6337.943819,,,,,,,,,,
0.3235,10216.09315,0.3235,6120.299458,,,,,,,,,,
0.324,10291.39511,0.324,6389.728409,,,,,,,,,,
0.3245,10182.19429,0.3245,6378.762866,,,,,,,,,,
0.325,10154.65343,0.325,6317.408119,,,,,,,,,,
0.3255,10084.90544,0.3255,6619.727608,,,,,,,,,,
0.326,8359.50717,0.326,6271.15388,,,,,,,,,,
0.3265,10220.18957,0.3265,6293.055403,,,,,,,,,,
0.327,10010.68868,0.327,6644.987854,,,,,,,,,,
0.3275,391.2519953,0.3275,6571.172105,,,,,,,,,,
0.328,10077.88643,0.328,6138.281639,,,,,,,,,,
0.3285,10247.07209,0.3285,6338.584984,,,,,,,,,,
0.329,10192.76736,0.329,6011.114486,,,,,,,,,,
0.3295,10150.59544,0.3295,6146.338324,,,,,,,,,,
0.33,10083.61338,0.33,6012.972972,,,,,,,,,,
0.3305,10127.61823,0.3305,6198.170109,,,,,,,,,,
0.331,370.6643681,0.331,6195.382891,,,,,,,,,,
0.3315,9959.239505,0.3315,6287.835968,,,,,,,,,,
0.332,10147.84934,0.332,6082.413672,,,,,,,,,,
0.3325,10089.23879,0.3325,6348.202021,,,,,,,,,,
0.333,10158.47506,0.333,6406.53031,,,,,,,,,,
0.3335,10137.5032,0.3335,6522.6696,,,,,,,,,,
0.334,10126.33796,0.334,2794.727278,,,,,,,,,,
0.3345,10086.48377,0.3345,4649.700349,,,,,,,,,,
0.335,10332.57997,0.335,6281.517867,,,,,,,,,,
0.3355,10152.21684,0.3355,6540.604195,,,,,,,,,,
0.336,7614.768421,0.336,3231.399603,,,,,,,,,,
0.3365,466.0528893,0.3365,6144.486408,,,,,,,,,,
0.337,10322.37889,0.337,6131.859947,,,,,,,,,,
0.3375,10215.17708,0.3375,6162.797454,,,,,,,,,,
0.338,10179.11474,0.338,6085.756742,,,,,,,,,,
0.3385,10413.96149,0.3385,6238.583816,,,,,,,,,,
0.339,10267.86571,0.339,6343.452845,,,,,,,,,,
0.3395,10226.71416,0.3395,6270.749423,,,,,,,,,,
0.34,493.5658674,0.34,6296.0607,,,,,,,,,,
0.3405,10367.74921,0.3405,6189.517559,,,,,,,,,,
0.341,445.2602432,0.341,6555.727482,,,,,,,,,,
0.3415,10393.87204,0.3415,6427.285002,,,,,,,,,,
0.342,10526.58742,0.342,6676.569134,,,,,,,,,,
0.3425,10374.30472,0.3425,4509.063194,,,,,,,,,,
0.343,10263.0084,0.343,2926.218821,,,,,,,,,,
0.3435,10312.89189,0.3435,1137.619556,,,,,,,,,,
0.344,10246.01455,0.344,5563.779941,,,,,,,,,,
0.3445,10388.52245,0.3445,6661.530488,,,,,,,,,,
0.345,697.9963965,0.345,6591.376865,,,,,,,,,,
0.3455,10294.95049,0.3455,6605.899438,,,,,,,,,,
0.346,329.5686934,0.346,4754.076587,,,,,,,,,,
0.3465,10371.22043,0.3465,6664.676333,,,,,,,,,,
0.347,10335.92103,0.347,5138.750097,,,,,,,,,,
0.3475,10462.191,0.3475,6492.925002,,,,,,,,,,
0.348,448.4595304,0.348,6349.788112,,,,,,,,,,
0.3485,10226.80585,0.3485,6439.096557,,,,,,,,,,
0.349,10396.49632,0.349,6491.728356,,,,,,,,,,
0.3495,10435.17729,0.3495,6566.990688,,,,,,,,,,
0.35,10150.08802,0.35,6219.957819,,,,,,,,,,
0.3505,10412.82178,0.3505,6180.558994,,,,,,,,,,
0.351,695.1119307,0.351,6481.199349,,,,,,,,,,
0.3515,10388.44601,0.3515,6701.808056,,,,,,,,,,
0.352,451.7018476,0.352,6873.424398,,,,,,,,,,
0.3525,79.91347408,0.3525,6558.206009,,,,,,,,,,
0.353,10328.22377,0.353,6337.948927,,,,,,,,,,
0.3535,10283.99078,0.3535,6656.261019,,,,,,,,,,
0.354,3696.20055,0.354,2249.318127,,,,,,,,,,
0.3545,10238.07414,0.3545,2907.102644,,,,,,,,,,
0.355,10498.49796,0.355,6567.445927,,,,,,,,,,
0.3555,10375.80102,0.3555,6346.781092,,,,,,,,,,
0.356,236.9422738,0.356,2429.945797,,,,,,,,,,
0.3565,10573.3008,0.3565,6554.387577,,,,,,,,,,
0.357,10444.45899,0.357,2243.224573,,,,,,,,,,
0.3575,10447.0916,0.3575,6542.17541,,,,,,,,,,
0.358,10317.56507,0.358,6442.930058,,,,,,,,,,
0.3585,10595.69724,0.3585,6479.868656,,,,,,,,,,
0.359,10638.26899,0.359,1158.198319,,,,,,,,,,
